CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/154.py
MEM 3.175781 1745294945.9410
MEM 4.484375 1745294945.9429
MEM 4.640625 1745294945.9440
MEM 5.316406 1745294945.9486
MEM 6.390625 1745294945.9498
MEM 6.546875 1745294945.9510
MEM 6.546875 1745294945.9522
MEM 6.546875 1745294945.9533
MEM 6.546875 1745294945.9545
MEM 7.046875 1745294945.9556
MEM 7.203125 1745294945.9568
MEM 7.203125 1745294945.9579
MEM 7.203125 1745294945.9590
MEM 7.203125 1745294945.9603
MEM 7.539062 1745294945.9615
MEM 7.726562 1745294945.9626
MEM 8.070312 1745294945.9638
MEM 8.070312 1745294945.9649
MEM 8.070312 1745294945.9662
MEM 8.070312 1745294945.9674
MEM 8.070312 1745294945.9685
MEM 8.226562 1745294945.9697
MEM 8.382812 1745294945.9708
MEM 8.539062 1745294945.9720
MEM 8.539062 1745294945.9732
MEM 8.539062 1745294945.9744
MEM 8.539062 1745294945.9755
MEM 8.695312 1745294945.9776
MEM 8.851562 1745294945.9787
MEM 8.851562 1745294945.9799
MEM 8.851562 1745294945.9811
MEM 8.851562 1745294945.9825
MEM 8.851562 1745294945.9837
MEM 8.851562 1745294945.9849
MEM 8.851562 1745294945.9860
MEM 8.851562 1745294945.9871
MEM 9.164062 1745294945.9883
MEM 9.320312 1745294945.9894
MEM 9.320312 1745294945.9906
MEM 9.320312 1745294945.9917
MEM 9.320312 1745294945.9929
MEM 9.476562 1745294945.9941
MEM 9.476562 1745294945.9977
MEM 9.476562 1745294945.9989
MEM 9.632812 1745294946.0000
MEM 9.632812 1745294946.0012
MEM 9.632812 1745294946.0023
MEM 9.632812 1745294946.0035
MEM 9.789062 1745294946.0047
MEM 9.789062 1745294946.0060
MEM 9.789062 1745294946.0072
MEM 9.789062 1745294946.0085
MEM 9.789062 1745294946.0096
MEM 9.789062 1745294946.0108
MEM 9.789062 1745294946.0119
MEM 9.789062 1745294946.0130
MEM 9.789062 1745294946.0142
MEM 9.789062 1745294946.0154
MEM 9.789062 1745294946.0165
MEM 9.789062 1745294946.0176
MEM 9.789062 1745294946.0188
MEM 9.945312 1745294946.0199
MEM 9.945312 1745294946.0212
MEM 9.945312 1745294946.0223
MEM 9.945312 1745294946.0235
MEM 9.945312 1745294946.0246
MEM 10.101562 1745294946.0258
MEM 10.589844 1745294946.0305
MEM 10.746094 1745294946.0317
MEM 10.746094 1745294946.0330
MEM 11.085938 1745294946.0342
MEM 11.085938 1745294946.0354
MEM 11.250000 1745294946.0366
MEM 11.406250 1745294946.0377
MEM 11.562500 1745294946.0389
MEM 11.886719 1745294946.0401
MEM 13.546875 1745294946.0412
MEM 14.355469 1745294946.0424
MEM 14.355469 1745294946.0437
MEM 14.667969 1745294946.0450
MEM 15.199219 1745294946.0461
MEM 15.511719 1745294946.0473
MEM 15.667969 1745294946.0484
MEM 15.824219 1745294946.0496
MEM 15.980469 1745294946.0508
MEM 16.136719 1745294946.0519
MEM 16.136719 1745294946.0531
MEM 16.292969 1745294946.0542
MEM 16.292969 1745294946.0554
MEM 16.449219 1745294946.0566
MEM 16.449219 1745294946.0577
MEM 16.449219 1745294946.0589
MEM 16.449219 1745294946.0600
MEM 16.761719 1745294946.0612
MEM 16.761719 1745294946.0623
MEM 17.230469 1745294946.0649
MEM 17.386719 1745294946.0661
MEM 17.386719 1745294946.0673
MEM 17.386719 1745294946.0684
MEM 17.386719 1745294946.0695
MEM 17.542969 1745294946.0706
MEM 17.542969 1745294946.0718
MEM 17.855469 1745294946.0729
MEM 18.011719 1745294946.0741
MEM 18.167969 1745294946.0752
MEM 18.324219 1745294946.0764
MEM 18.480469 1745294946.0776
MEM 18.480469 1745294946.0787
MEM 18.792969 1745294946.0799
MEM 19.175781 1745294946.0810
MEM 19.332031 1745294946.0823
MEM 19.332031 1745294946.0835
MEM 19.332031 1745294946.0847
MEM 19.644531 1745294946.0858
MEM 20.117188 1745294946.0895
MEM 20.273438 1745294946.0907
MEM 20.273438 1745294946.0919
MEM 20.273438 1745294946.0930
MEM 20.273438 1745294946.0942
MEM 20.429688 1745294946.0954
MEM 20.429688 1745294946.0966
MEM 20.742188 1745294946.0979
MEM 20.910156 1745294946.0991
MEM 20.910156 1745294946.1003
MEM 21.222656 1745294946.1014
MEM 21.222656 1745294946.1026
MEM 21.535156 1745294946.1037
MEM 21.535156 1745294946.1048
MEM 21.691406 1745294946.1060
MEM 22.003906 1745294946.1072
MEM 21.996094 1745294946.1083
MEM 21.996094 1745294946.1095
MEM 22.152344 1745294946.1119
MEM 22.308594 1745294946.1130
MEM 22.308594 1745294946.1142
MEM 22.308594 1745294946.1154
MEM 22.308594 1745294946.1166
MEM 22.464844 1745294946.1179
MEM 22.621094 1745294946.1190
MEM 22.621094 1745294946.1202
MEM 22.621094 1745294946.1213
MEM 22.621094 1745294946.1225
MEM 22.621094 1745294946.1256
MEM 22.621094 1745294946.1268
MEM 22.910156 1745294946.1279
MEM 23.066406 1745294946.1291
MEM 23.222656 1745294946.1304
MEM 23.378906 1745294946.1315
MEM 23.378906 1745294946.1327
MEM 23.378906 1745294946.1338
MEM 23.378906 1745294946.1350
MEM 23.378906 1745294946.1361
MEM 23.535156 1745294946.1374
MEM 23.535156 1745294946.1387
MEM 23.535156 1745294946.1398
MEM 23.535156 1745294946.1409
MEM 23.691406 1745294946.1455
MEM 23.691406 1745294946.1467
MEM 24.160156 1745294946.1479
MEM 24.160156 1745294946.1492
MEM 24.160156 1745294946.1503
MEM 24.160156 1745294946.1515
MEM 24.160156 1745294946.1527
MEM 24.160156 1745294946.1538
MEM 24.316406 1745294946.1550
MEM 24.316406 1745294946.1562
MEM 24.472656 1745294946.1573
MEM 24.472656 1745294946.1585
MEM 24.472656 1745294946.1596
MEM 24.996094 1745294946.1608
MEM 24.996094 1745294946.1620
MEM 24.996094 1745294946.1632
MEM 24.996094 1745294946.1644
MEM 24.996094 1745294946.1656
MEM 24.996094 1745294946.1667
MEM 25.152344 1745294946.1679
MEM 25.152344 1745294946.1694
MEM 25.152344 1745294946.1705
MEM 25.152344 1745294946.1717
MEM 25.152344 1745294946.1735
MEM 25.777344 1745294946.1776
MEM 25.777344 1745294946.1788
MEM 25.777344 1745294946.1799
MEM 25.777344 1745294946.1811
MEM 25.777344 1745294946.1823
MEM 25.933594 1745294946.1835
MEM 25.933594 1745294946.1846
MEM 26.101562 1745294946.1858
MEM 26.257812 1745294946.1869
MEM 26.257812 1745294946.1881
MEM 26.414062 1745294946.1894
MEM 26.414062 1745294946.1906
MEM 26.414062 1745294946.1918
MEM 26.414062 1745294946.1929
MEM 26.414062 1745294946.1941
MEM 26.414062 1745294946.1953
MEM 26.570312 1745294946.1965
MEM 26.570312 1745294946.1977
MEM 26.570312 1745294946.1990
MEM 26.726562 1745294946.2002
MEM 26.726562 1745294946.2013
MEM 26.726562 1745294946.2025
MEM 26.726562 1745294946.2036
MEM 26.726562 1745294946.2048
MEM 27.039062 1745294946.2095
MEM 27.039062 1745294946.2106
MEM 27.039062 1745294946.2119
MEM 27.039062 1745294946.2132
MEM 27.039062 1745294946.2143
MEM 27.039062 1745294946.2155
MEM 27.039062 1745294946.2166
MEM 27.039062 1745294946.2178
MEM 27.039062 1745294946.2190
MEM 27.195312 1745294946.2202
MEM 27.195312 1745294946.2214
MEM 27.195312 1745294946.2227
MEM 27.195312 1745294946.2238
MEM 27.351562 1745294946.2250
MEM 27.351562 1745294946.2261
MEM 27.351562 1745294946.2273
MEM 27.351562 1745294946.2285
MEM 27.351562 1745294946.2297
MEM 27.507812 1745294946.2309
MEM 27.507812 1745294946.2321
MEM 27.507812 1745294946.2333
MEM 27.664062 1745294946.2344
