CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/1064.py
MEM 4.816406 1745294945.7568
MEM 5.707031 1745294945.7580
MEM 6.566406 1745294945.7592
MEM 6.886719 1745294945.7604
MEM 7.222656 1745294945.7615
MEM 7.222656 1745294945.7627
MEM 7.558594 1745294945.7639
MEM 7.933594 1745294945.7651
MEM 8.089844 1745294945.7662
MEM 8.246094 1745294945.7674
MEM 8.558594 1745294945.7686
MEM 8.714844 1745294945.7697
MEM 8.871094 1745294945.7709
MEM 9.027344 1745294945.7721
MEM 9.339844 1745294945.7732
MEM 9.496094 1745294945.7744
MEM 9.496094 1745294945.7756
MEM 9.652344 1745294945.7767
MEM 9.652344 1745294945.7779
MEM 9.808594 1745294945.7803
MEM 9.808594 1745294945.7815
MEM 9.808594 1745294945.7826
MEM 9.808594 1745294945.7838
MEM 9.808594 1745294945.7850
MEM 9.808594 1745294945.7861
MEM 9.808594 1745294945.7874
MEM 9.808594 1745294945.7886
MEM 9.964844 1745294945.7898
MEM 9.964844 1745294945.7909
MEM 9.964844 1745294945.7921
MEM 9.964844 1745294945.7932
MEM 9.964844 1745294945.7974
MEM 9.964844 1745294945.7986
MEM 10.121094 1745294945.7998
MEM 10.121094 1745294945.8009
MEM 10.433594 1745294945.8023
MEM 10.589844 1745294945.8035
MEM 10.589844 1745294945.8046
MEM 10.589844 1745294945.8058
MEM 10.589844 1745294945.8070
MEM 10.902344 1745294945.8082
MEM 11.062500 1745294945.8095
MEM 11.062500 1745294945.8106
MEM 11.062500 1745294945.8118
MEM 11.375000 1745294945.8130
MEM 11.531250 1745294945.8141
MEM 11.882812 1745294945.8154
MEM 13.296875 1745294945.8167
MEM 14.105469 1745294945.8178
MEM 14.261719 1745294945.8190
MEM 14.261719 1745294945.8202
MEM 15.574219 1745294945.8245
MEM 15.730469 1745294945.8257
MEM 15.886719 1745294945.8270
MEM 16.042969 1745294945.8283
MEM 16.199219 1745294945.8294
MEM 16.199219 1745294945.8306
MEM 16.355469 1745294945.8318
MEM 16.355469 1745294945.8329
MEM 16.355469 1745294945.8341
MEM 16.511719 1745294945.8352
MEM 16.667969 1745294945.8364
MEM 16.667969 1745294945.8375
MEM 17.136719 1745294945.8387
MEM 17.292969 1745294945.8412
MEM 17.292969 1745294945.8423
MEM 17.449219 1745294945.8435
MEM 17.605469 1745294945.8446
MEM 17.761719 1745294945.8458
MEM 18.074219 1745294945.8470
MEM 18.230469 1745294945.8481
MEM 19.238281 1745294945.8534
MEM 19.238281 1745294945.8546
MEM 19.394531 1745294945.8558
MEM 19.550781 1745294945.8571
MEM 19.867188 1745294945.8583
MEM 20.023438 1745294945.8595
MEM 20.179688 1745294945.8606
MEM 20.179688 1745294945.8618
MEM 20.179688 1745294945.8630
MEM 20.179688 1745294945.8641
MEM 20.335938 1745294945.8653
MEM 20.648438 1745294945.8666
MEM 20.648438 1745294945.8678
MEM 20.804688 1745294945.8690
MEM 20.960938 1745294945.8701
MEM 21.273438 1745294945.8713
MEM 21.273438 1745294945.8724
MEM 21.585938 1745294945.8737
MEM 21.742188 1745294945.8749
MEM 21.742188 1745294945.8761
MEM 21.742188 1745294945.8773
