CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/754.py
MEM 0.335938 1745294947.3912
MEM 4.015625 1745294947.3924
MEM 4.656250 1745294947.3936
MEM 5.703125 1745294947.3947
MEM 6.562500 1745294947.3959
MEM 7.062500 1745294947.3971
MEM 7.218750 1745294947.3983
MEM 7.554688 1745294947.3994
MEM 8.085938 1745294947.4006
MEM 8.242188 1745294947.4017
MEM 8.242188 1745294947.4029
MEM 8.554688 1745294947.4041
MEM 8.710938 1745294947.4053
MEM 8.867188 1745294947.4065
MEM 9.179688 1745294947.4076
MEM 9.335938 1745294947.4088
MEM 9.648438 1745294947.4099
MEM 9.648438 1745294947.4110
MEM 9.804688 1745294947.4121
MEM 10.292969 1745294947.4133
MEM 10.605469 1745294947.4144
MEM 10.605469 1745294947.4155
MEM 10.945312 1745294947.4167
MEM 11.265625 1745294947.4178
MEM 11.941406 1745294947.4189
MEM 14.277344 1745294947.4201
MEM 14.433594 1745294947.4212
MEM 15.023438 1745294947.4223
MEM 15.648438 1745294947.4235
MEM 15.804688 1745294947.4246
MEM 16.117188 1745294947.4257
MEM 16.273438 1745294947.4269
MEM 16.437500 1745294947.4280
MEM 16.593750 1745294947.4291
MEM 16.906250 1745294947.4304
MEM 17.375000 1745294947.4316
MEM 17.375000 1745294947.4327
MEM 17.687500 1745294947.4338
MEM 18.000000 1745294947.4349
MEM 18.312500 1745294947.4361
MEM 18.468750 1745294947.4372
MEM 18.972656 1745294947.4384
MEM 19.128906 1745294947.4395
MEM 19.285156 1745294947.4406
MEM 19.800781 1745294947.4417
MEM 20.113281 1745294947.4428
MEM 20.113281 1745294947.4439
MEM 20.113281 1745294947.4451
MEM 20.269531 1745294947.4462
MEM 20.269531 1745294947.4473
MEM 20.738281 1745294947.4485
MEM 21.050781 1745294947.4496
MEM 21.363281 1745294947.4508
MEM 21.675781 1745294947.4519
MEM 21.820312 1745294947.4530
MEM 21.976562 1745294947.4542
MEM 22.132812 1745294947.4553
MEM 22.445312 1745294947.4565
MEM 22.726562 1745294947.4576
MEM 23.039062 1745294947.4587
MEM 23.195312 1745294947.4598
MEM 23.351562 1745294947.4610
MEM 23.507812 1745294947.4621
MEM 23.976562 1745294947.4632
MEM 24.132812 1745294947.4644
MEM 24.132812 1745294947.4655
MEM 24.664062 1745294947.4666
MEM 24.820312 1745294947.4677
MEM 24.976562 1745294947.4689
MEM 25.132812 1745294947.4700
MEM 25.445312 1745294947.4712
MEM 25.757812 1745294947.4723
MEM 26.070312 1745294947.4735
MEM 26.226562 1745294947.4746
MEM 26.382812 1745294947.4758
MEM 26.539062 1745294947.4769
MEM 26.695312 1745294947.4781
MEM 26.851562 1745294947.4793
MEM 26.851562 1745294947.4805
MEM 27.164062 1745294947.4816
MEM 27.500000 1745294947.4828
MEM 27.656250 1745294947.4840
MEM 27.812500 1745294947.4852
MEM 27.812500 1745294947.4864
MEM 27.968750 1745294947.4876
MEM 28.125000 1745294947.4887
MEM 28.593750 1745294947.4898
MEM 28.750000 1745294947.4910
MEM 28.906250 1745294947.4922
MEM 28.906250 1745294947.4933
MEM 30.550781 1745294947.4945
MEM 31.226562 1745294947.4956
MEM 31.226562 1745294947.4968
MEM 31.539062 1745294947.4979
MEM 31.851562 1745294947.4991
MEM 32.164062 1745294947.5002
MEM 32.476562 1745294947.5013
MEM 32.789062 1745294947.5024
MEM 32.945312 1745294947.5035
MEM 32.945312 1745294947.5046
MEM 33.414062 1745294947.5057
MEM 33.570312 1745294947.5068
MEM 33.570312 1745294947.5079
MEM 33.726562 1745294947.5090
MEM 34.429688 1745294947.5101
MEM 34.429688 1745294947.5112
MEM 34.585938 1745294947.5124
MEM 34.585938 1745294947.5135
MEM 34.742188 1745294947.5146
MEM 34.742188 1745294947.5157
MEM 35.054688 1745294947.5169
MEM 35.750000 1745294947.5180
MEM 35.906250 1745294947.5192
MEM 36.062500 1745294947.5203
MEM 36.218750 1745294947.5214
MEM 36.375000 1745294947.5225
MEM 36.687500 1745294947.5236
MEM 36.843750 1745294947.5248
MEM 37.000000 1745294947.5259
MEM 37.156250 1745294947.5270
MEM 37.312500 1745294947.5282
MEM 37.781250 1745294947.5293
MEM 37.781250 1745294947.5305
MEM 37.937500 1745294947.5316
MEM 38.093750 1745294947.5327
MEM 38.406250 1745294947.5338
MEM 38.562500 1745294947.5350
MEM 38.718750 1745294947.5361
MEM 39.031250 1745294947.5373
MEM 39.343750 1745294947.5384
MEM 39.500000 1745294947.5395
MEM 39.656250 1745294947.5406
MEM 39.812500 1745294947.5417
MEM 40.136719 1745294947.5429
MEM 40.292969 1745294947.5440
MEM 40.449219 1745294947.5452
MEM 40.761719 1745294947.5463
MEM 40.917969 1745294947.5475
MEM 41.074219 1745294947.5486
MEM 41.230469 1745294947.5497
MEM 41.386719 1745294947.5508
MEM 41.542969 1745294947.5520
MEM 41.699219 1745294947.5531
MEM 41.699219 1745294947.5542
MEM 42.167969 1745294947.5554
MEM 42.167969 1745294947.5565
MEM 42.636719 1745294947.5576
MEM 42.792969 1745294947.5587
MEM 42.949219 1745294947.5598
MEM 43.261719 1745294947.5609
MEM 43.417969 1745294947.5620
MEM 43.574219 1745294947.5631
MEM 43.730469 1745294947.5643
MEM 43.886719 1745294947.5655
MEM 44.042969 1745294947.5666
MEM 44.355469 1745294947.5677
MEM 44.511719 1745294947.5688
MEM 44.667969 1745294947.5699
MEM 45.738281 1745294947.5710
MEM 45.894531 1745294947.5722
MEM 46.050781 1745294947.5733
MEM 46.207031 1745294947.5745
MEM 46.363281 1745294947.5756
MEM 46.519531 1745294947.5767
MEM 46.675781 1745294947.5778
MEM 46.675781 1745294947.5790
MEM 46.832031 1745294947.5801
MEM 46.832031 1745294947.5813
MEM 46.832031 1745294947.5825
MEM 46.988281 1745294947.5836
MEM 46.988281 1745294947.5847
MEM 46.988281 1745294947.5859
MEM 46.988281 1745294947.5870
MEM 46.988281 1745294947.5882
MEM 46.988281 1745294947.5894
MEM 46.988281 1745294947.5905
MEM 46.988281 1745294947.5916
MEM 46.988281 1745294947.5928
MEM 46.988281 1745294947.5940
MEM 46.988281 1745294947.5951
MEM 46.988281 1745294947.5963
MEM 46.988281 1745294947.5974
MEM 47.144531 1745294947.5985
MEM 47.457031 1745294947.5996
MEM 47.613281 1745294947.6008
MEM 47.613281 1745294947.6019
MEM 47.925781 1745294947.6031
MEM 48.082031 1745294947.6042
MEM 48.082031 1745294947.6054
MEM 48.082031 1745294947.6065
MEM 48.238281 1745294947.6076
MEM 48.238281 1745294947.6088
MEM 48.394531 1745294947.6099
MEM 48.394531 1745294947.6110
MEM 48.550781 1745294947.6121
MEM 48.863281 1745294947.6132
MEM 49.488281 1745294947.6144
MEM 49.488281 1745294947.6155
MEM 49.488281 1745294947.6166
MEM 49.488281 1745294947.6178
MEM 49.488281 1745294947.6189
MEM 49.488281 1745294947.6201
MEM 49.488281 1745294947.6213
MEM 49.488281 1745294947.6225
MEM 49.488281 1745294947.6237
MEM 49.488281 1745294947.6248
MEM 49.488281 1745294947.6261
MEM 49.488281 1745294947.6274
MEM 49.488281 1745294947.6285
MEM 49.488281 1745294947.6297
MEM 49.488281 1745294947.6309
MEM 49.488281 1745294947.6321
MEM 49.488281 1745294947.6334
MEM 49.488281 1745294947.6347
MEM 49.488281 1745294947.6360
MEM 49.488281 1745294947.6374
MEM 49.488281 1745294947.6387
MEM 49.488281 1745294947.6400
MEM 49.488281 1745294947.6414
MEM 49.488281 1745294947.6427
MEM 49.488281 1745294947.6440
MEM 49.488281 1745294947.6453
MEM 49.488281 1745294947.6467
MEM 49.488281 1745294947.6480
MEM 49.488281 1745294947.6493
MEM 49.488281 1745294947.6507
MEM 49.488281 1745294947.6519
MEM 49.488281 1745294947.6533
MEM 49.488281 1745294947.6547
MEM 49.488281 1745294947.6559
MEM 49.488281 1745294947.6573
MEM 49.488281 1745294947.6586
MEM 49.488281 1745294947.6598
MEM 49.488281 1745294947.6610
MEM 49.488281 1745294947.6623
MEM 49.488281 1745294947.6636
MEM 49.488281 1745294947.6648
MEM 49.488281 1745294947.6660
MEM 49.488281 1745294947.6674
MEM 49.488281 1745294947.6687
MEM 49.488281 1745294947.6700
MEM 49.488281 1745294947.6713
MEM 49.488281 1745294947.6727
MEM 49.488281 1745294947.6739
MEM 49.488281 1745294947.6752
MEM 49.488281 1745294947.6765
MEM 49.488281 1745294947.6777
MEM 49.488281 1745294947.6789
MEM 49.488281 1745294947.6803
MEM 49.488281 1745294947.6816
MEM 49.488281 1745294947.6828
MEM 49.488281 1745294947.6840
MEM 49.488281 1745294947.6854
MEM 49.488281 1745294947.6867
MEM 49.488281 1745294947.6879
MEM 49.488281 1745294947.6893
MEM 49.488281 1745294947.6908
MEM 49.488281 1745294947.6920
MEM 49.488281 1745294947.6933
MEM 49.488281 1745294947.6947
MEM 49.488281 1745294947.6959
MEM 49.488281 1745294947.6971
MEM 49.488281 1745294947.6984
MEM 49.488281 1745294947.6997
MEM 49.488281 1745294947.7009
MEM 49.488281 1745294947.7022
MEM 49.488281 1745294947.7034
MEM 0.000000 1745294947.7046
MEM 0.000000 1745294947.7058
