CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/704.py
MEM 4.687500 1745294945.7888
MEM 5.363281 1745294945.7901
MEM 5.734375 1745294945.7913
MEM 6.593750 1745294945.7924
MEM 6.593750 1745294945.7936
MEM 7.093750 1745294945.7948
MEM 7.250000 1745294945.7960
MEM 7.250000 1745294945.7972
MEM 7.585938 1745294945.7984
MEM 7.960938 1745294945.7996
MEM 8.117188 1745294945.8007
MEM 8.898438 1745294945.8055
MEM 9.054688 1745294945.8067
MEM 9.367188 1745294945.8079
MEM 9.523438 1745294945.8091
MEM 9.523438 1745294945.8103
MEM 9.679688 1745294945.8115
MEM 9.679688 1745294945.8127
MEM 9.835938 1745294945.8138
MEM 9.835938 1745294945.8150
MEM 9.992188 1745294945.8162
MEM 10.199219 1745294945.8174
MEM 10.355469 1745294945.8186
MEM 10.511719 1745294945.8198
MEM 10.511719 1745294945.8210
MEM 10.824219 1745294945.8222
MEM 10.980469 1745294945.8233
MEM 10.980469 1745294945.8245
MEM 11.136719 1745294945.8257
MEM 11.453125 1745294945.8269
MEM 11.453125 1745294945.8281
MEM 11.609375 1745294945.8293
MEM 11.921875 1745294945.8305
MEM 12.625000 1745294945.8317
MEM 14.652344 1745294945.8386
MEM 14.652344 1745294945.8398
MEM 14.964844 1745294945.8410
MEM 14.964844 1745294945.8422
MEM 15.496094 1745294945.8433
MEM 15.496094 1745294945.8446
MEM 15.964844 1745294945.8457
MEM 15.964844 1745294945.8469
MEM 16.121094 1745294945.8481
MEM 16.121094 1745294945.8493
MEM 16.121094 1745294945.8505
MEM 16.121094 1745294945.8517
MEM 16.277344 1745294945.8529
MEM 16.433594 1745294945.8565
MEM 16.433594 1745294945.8577
MEM 16.433594 1745294945.8589
MEM 16.589844 1745294945.8601
MEM 16.589844 1745294945.8614
MEM 16.589844 1745294945.8625
MEM 16.589844 1745294945.8637
MEM 16.589844 1745294945.8649
MEM 16.589844 1745294945.8661
MEM 16.746094 1745294945.8673
MEM 16.746094 1745294945.8685
MEM 16.746094 1745294945.8696
MEM 16.746094 1745294945.8745
MEM 16.902344 1745294945.8757
MEM 17.058594 1745294945.8769
MEM 17.058594 1745294945.8781
MEM 17.058594 1745294945.8792
MEM 17.527344 1745294945.8804
MEM 17.527344 1745294945.8816
MEM 17.527344 1745294945.8828
MEM 17.527344 1745294945.8840
MEM 17.527344 1745294945.8852
MEM 17.527344 1745294945.8863
MEM 17.683594 1745294945.8915
MEM 17.683594 1745294945.8927
MEM 17.839844 1745294945.8939
MEM 17.839844 1745294945.8951
MEM 17.996094 1745294945.8963
MEM 17.996094 1745294945.8975
MEM 18.152344 1745294945.8987
MEM 18.152344 1745294945.8999
MEM 18.308594 1745294945.9011
MEM 18.308594 1745294945.9022
MEM 18.464844 1745294945.9035
MEM 18.464844 1745294945.9046
MEM 18.464844 1745294945.9058
MEM 18.464844 1745294945.9070
MEM 18.933594 1745294945.9125
MEM 18.933594 1745294945.9137
MEM 18.933594 1745294945.9149
MEM 19.472656 1745294945.9161
MEM 19.472656 1745294945.9173
MEM 19.472656 1745294945.9185
MEM 19.472656 1745294945.9197
MEM 19.472656 1745294945.9208
MEM 19.472656 1745294945.9220
MEM 19.628906 1745294945.9232
MEM 19.628906 1745294945.9244
MEM 19.785156 1745294945.9256
MEM 19.785156 1745294945.9305
MEM 20.101562 1745294945.9318
MEM 20.101562 1745294945.9330
MEM 20.257812 1745294945.9341
