CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/1231.py
MEM 2.960938 1745294945.7690
MEM 6.335938 1745294945.7726
MEM 6.992188 1745294945.7746
MEM 6.992188 1745294945.7757
MEM 6.992188 1745294945.7770
MEM 7.324219 1745294945.7800
MEM 7.480469 1745294945.7812
MEM 8.199219 1745294945.7824
MEM 8.199219 1745294945.7836
MEM 8.199219 1745294945.7848
MEM 8.199219 1745294945.7859
MEM 8.511719 1745294945.7895
MEM 8.511719 1745294945.7907
MEM 8.667969 1745294945.7919
MEM 8.824219 1745294945.7931
MEM 8.980469 1745294945.7942
MEM 9.292969 1745294945.7954
MEM 9.292969 1745294945.7966
MEM 9.292969 1745294945.7978
MEM 9.449219 1745294945.7994
MEM 9.605469 1745294945.8006
MEM 9.761719 1745294945.8017
MEM 9.761719 1745294945.8029
MEM 9.761719 1745294945.8041
MEM 9.761719 1745294945.8053
MEM 9.761719 1745294945.8065
MEM 9.917969 1745294945.8077
MEM 10.074219 1745294945.8089
MEM 10.074219 1745294945.8101
MEM 10.074219 1745294945.8125
MEM 10.074219 1745294945.8137
MEM 10.074219 1745294945.8149
MEM 10.230469 1745294945.8161
MEM 10.230469 1745294945.8173
MEM 10.230469 1745294945.8185
MEM 10.386719 1745294945.8196
MEM 10.707031 1745294945.8208
MEM 11.019531 1745294945.8220
MEM 11.019531 1745294945.8258
MEM 11.019531 1745294945.8270
MEM 11.359375 1745294945.8281
MEM 11.359375 1745294945.8293
MEM 11.359375 1745294945.8305
MEM 11.359375 1745294945.8317
MEM 11.359375 1745294945.8328
MEM 11.523438 1745294945.8356
MEM 11.835938 1745294945.8368
MEM 11.835938 1745294945.8380
MEM 12.003906 1745294945.8395
MEM 14.667969 1745294945.8419
MEM 14.667969 1745294945.8431
MEM 14.667969 1745294945.8443
MEM 14.667969 1745294945.8455
MEM 14.667969 1745294945.8467
MEM 14.667969 1745294945.8479
MEM 14.667969 1745294945.8495
MEM 14.667969 1745294945.8526
MEM 14.667969 1745294945.8555
MEM 15.726562 1745294945.8597
MEM 15.726562 1745294945.8608
MEM 15.726562 1745294945.8620
MEM 15.726562 1745294945.8632
MEM 15.726562 1745294945.8643
MEM 15.726562 1745294945.8655
MEM 15.726562 1745294945.8666
MEM 15.726562 1745294945.8678
MEM 15.882812 1745294945.8690
MEM 16.039062 1745294945.8701
MEM 16.039062 1745294945.8713
MEM 16.351562 1745294945.8733
MEM 16.351562 1745294945.8745
MEM 16.351562 1745294945.8757
MEM 16.507812 1745294945.8768
MEM 16.507812 1745294945.8780
MEM 16.507812 1745294945.8791
MEM 16.664062 1745294945.8807
MEM 16.820312 1745294945.8829
MEM 17.132812 1745294945.8846
MEM 17.445312 1745294945.8858
MEM 17.445312 1745294945.8890
MEM 17.601562 1745294945.8902
MEM 17.601562 1745294945.8913
MEM 17.914062 1745294945.8925
MEM 18.070312 1745294945.8936
