CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/153.py
MEM 5.007812 1745294945.8018
MEM 6.261719 1745294945.8030
MEM 6.601562 1745294945.8041
MEM 7.101562 1745294945.8053
MEM 7.257812 1745294945.8065
MEM 7.414062 1745294945.8076
MEM 7.781250 1745294945.8088
MEM 8.125000 1745294945.8099
MEM 8.281250 1745294945.8111
MEM 8.437500 1745294945.8123
MEM 8.750000 1745294945.8135
MEM 8.906250 1745294945.8146
MEM 8.906250 1745294945.8158
MEM 9.375000 1745294945.8169
MEM 9.531250 1745294945.8181
MEM 9.531250 1745294945.8193
MEM 9.687500 1745294945.8204
MEM 9.843750 1745294945.8216
MEM 10.000000 1745294945.8228
MEM 10.000000 1745294945.8239
MEM 10.000000 1745294945.8251
MEM 10.171875 1745294945.8263
MEM 10.328125 1745294945.8275
MEM 10.484375 1745294945.8286
MEM 10.800781 1745294945.8298
MEM 11.113281 1745294945.8310
MEM 11.113281 1745294945.8321
MEM 11.113281 1745294945.8333
MEM 11.453125 1745294945.8345
MEM 11.453125 1745294945.8356
MEM 11.617188 1745294945.8368
MEM 11.929688 1745294945.8381
MEM 12.097656 1745294945.8393
MEM 12.652344 1745294945.8405
MEM 12.652344 1745294945.8417
MEM 13.539062 1745294945.8428
MEM 14.542969 1745294945.8443
MEM 14.890625 1745294945.8466
MEM 14.890625 1745294945.8478
MEM 14.890625 1745294945.8490
MEM 14.890625 1745294945.8503
MEM 14.890625 1745294945.8516
MEM 14.890625 1745294945.8528
MEM 14.890625 1745294945.8555
MEM 14.890625 1745294945.8568
MEM 15.289062 1745294945.8581
MEM 15.757812 1745294945.8593
MEM 15.914062 1745294945.8605
MEM 16.070312 1745294945.8646
MEM 16.070312 1745294945.8657
MEM 16.070312 1745294945.8669
MEM 16.070312 1745294945.8681
MEM 16.070312 1745294945.8693
MEM 16.070312 1745294945.8704
MEM 16.070312 1745294945.8716
MEM 16.226562 1745294945.8728
MEM 16.226562 1745294945.8741
MEM 16.382812 1745294945.8753
MEM 16.382812 1745294945.8764
MEM 16.382812 1745294945.8775
MEM 16.382812 1745294945.8787
MEM 16.539062 1745294945.8799
MEM 16.703125 1745294945.8811
MEM 16.703125 1745294945.8823
MEM 16.703125 1745294945.8836
MEM 16.703125 1745294945.8847
MEM 16.703125 1745294945.8859
MEM 16.859375 1745294945.8870
MEM 17.015625 1745294945.8882
MEM 17.015625 1745294945.8895
MEM 17.015625 1745294945.8907
MEM 17.015625 1745294945.8919
MEM 17.484375 1745294945.8931
MEM 17.484375 1745294945.8942
MEM 17.484375 1745294945.8954
MEM 17.484375 1745294945.8966
MEM 17.484375 1745294945.8977
MEM 17.484375 1745294945.8989
MEM 17.640625 1745294945.9001
MEM 17.640625 1745294945.9034
MEM 17.640625 1745294945.9046
MEM 17.953125 1745294945.9060
MEM 18.109375 1745294945.9072
MEM 18.109375 1745294945.9084
MEM 18.109375 1745294945.9096
MEM 18.109375 1745294945.9108
MEM 18.265625 1745294945.9119
MEM 18.421875 1745294945.9131
MEM 18.578125 1745294945.9145
MEM 18.734375 1745294945.9157
MEM 18.734375 1745294945.9169
MEM 18.734375 1745294945.9195
MEM 19.238281 1745294945.9207
