CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/2009.py
MEM 5.324219 1745294945.7978
MEM 6.398438 1745294945.7990
MEM 6.554688 1745294945.8002
MEM 7.054688 1745294945.8014
MEM 7.210938 1745294945.8025
MEM 7.367188 1745294945.8037
MEM 7.734375 1745294945.8049
MEM 8.078125 1745294945.8060
MEM 8.234375 1745294945.8072
MEM 8.390625 1745294945.8083
MEM 8.703125 1745294945.8095
MEM 8.859375 1745294945.8106
MEM 8.859375 1745294945.8118
MEM 9.328125 1745294945.8130
MEM 9.484375 1745294945.8141
MEM 9.484375 1745294945.8153
MEM 9.640625 1745294945.8165
MEM 9.640625 1745294945.8176
MEM 9.953125 1745294945.8188
MEM 9.953125 1745294945.8200
MEM 9.953125 1745294945.8212
MEM 10.117188 1745294945.8223
MEM 10.273438 1745294945.8235
MEM 10.429688 1745294945.8246
MEM 10.585938 1745294945.8285
MEM 10.585938 1745294945.8297
MEM 11.085938 1745294945.8309
MEM 11.085938 1745294945.8320
MEM 11.085938 1745294945.8333
MEM 11.085938 1745294945.8346
MEM 11.085938 1745294945.8358
MEM 11.414062 1745294945.8369
MEM 11.414062 1745294945.8381
MEM 11.726562 1745294945.8392
MEM 11.726562 1745294945.8404
MEM 11.882812 1745294945.8417
MEM 13.289062 1745294945.8429
MEM 13.289062 1745294945.8442
MEM 13.289062 1745294945.8465
MEM 13.289062 1745294945.8478
MEM 13.289062 1745294945.8491
MEM 13.289062 1745294945.8503
MEM 14.304688 1745294945.8515
MEM 14.460938 1745294945.8529
MEM 14.773438 1745294945.8556
MEM 14.773438 1745294945.8568
MEM 14.773438 1745294945.8580
MEM 14.773438 1745294945.8592
MEM 14.773438 1745294945.8644
MEM 15.460938 1745294945.8656
MEM 15.773438 1745294945.8668
MEM 15.929688 1745294945.8681
MEM 15.929688 1745294945.8694
MEM 15.929688 1745294945.8705
MEM 15.929688 1745294945.8717
MEM 15.929688 1745294945.8728
MEM 16.085938 1745294945.8740
MEM 16.085938 1745294945.8752
MEM 16.085938 1745294945.8763
MEM 16.085938 1745294945.8776
MEM 16.242188 1745294945.8788
MEM 16.242188 1745294945.8800
MEM 16.242188 1745294945.8811
MEM 16.242188 1745294945.8823
MEM 16.242188 1745294945.8835
MEM 16.398438 1745294945.8846
MEM 16.398438 1745294945.8858
MEM 16.398438 1745294945.8871
MEM 16.398438 1745294945.8883
MEM 16.398438 1745294945.8895
MEM 16.398438 1745294945.8906
MEM 16.398438 1745294945.8918
MEM 16.398438 1745294945.8930
MEM 16.554688 1745294945.8953
MEM 16.710938 1745294945.8965
MEM 16.710938 1745294945.8978
MEM 16.710938 1745294945.8990
MEM 16.710938 1745294945.9002
MEM 17.023438 1745294945.9014
MEM 17.335938 1745294945.9036
MEM 17.335938 1745294945.9047
MEM 17.335938 1745294945.9059
MEM 17.335938 1745294945.9071
MEM 17.335938 1745294945.9083
MEM 17.335938 1745294945.9095
MEM 17.335938 1745294945.9108
MEM 17.335938 1745294945.9121
MEM 17.335938 1745294945.9132
MEM 17.492188 1745294945.9144
MEM 17.492188 1745294945.9156
MEM 17.804688 1745294945.9170
MEM 17.960938 1745294945.9196
MEM 17.960938 1745294945.9208
MEM 18.117188 1745294945.9219
MEM 18.117188 1745294945.9231
MEM 18.117188 1745294945.9243
MEM 18.117188 1745294945.9274
MEM 18.117188 1745294945.9286
MEM 18.273438 1745294945.9299
MEM 18.429688 1745294945.9312
MEM 18.585938 1745294945.9324
MEM 18.585938 1745294945.9336
MEM 18.585938 1745294945.9348
MEM 18.585938 1745294945.9359
MEM 18.742188 1745294945.9371
MEM 19.125000 1745294945.9382
MEM 19.281250 1745294945.9394
MEM 19.281250 1745294945.9406
MEM 19.281250 1745294945.9417
MEM 19.437500 1745294945.9445
MEM 19.593750 1745294945.9457
MEM 19.910156 1745294945.9469
MEM 20.066406 1745294945.9483
MEM 20.222656 1745294945.9525
MEM 20.222656 1745294945.9537
MEM 20.222656 1745294945.9550
MEM 20.222656 1745294945.9561
MEM 20.378906 1745294945.9573
MEM 20.378906 1745294945.9585
MEM 20.535156 1745294945.9596
MEM 20.851562 1745294945.9607
MEM 20.851562 1745294945.9619
MEM 21.007812 1745294945.9630
MEM 21.164062 1745294945.9655
MEM 21.476562 1745294945.9667
MEM 21.476562 1745294945.9678
MEM 21.632812 1745294945.9689
MEM 21.789062 1745294945.9700
MEM 22.101562 1745294945.9712
MEM 22.101562 1745294945.9723
MEM 22.101562 1745294945.9734
MEM 22.101562 1745294945.9746
MEM 22.257812 1745294945.9774
MEM 22.257812 1745294945.9786
MEM 22.570312 1745294945.9799
MEM 22.570312 1745294945.9812
MEM 22.859375 1745294945.9824
MEM 23.015625 1745294945.9836
MEM 23.015625 1745294945.9847
MEM 23.328125 1745294945.9896
MEM 23.328125 1745294945.9908
MEM 23.484375 1745294945.9923
