CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/878.py
MEM 1.179688 1745294946.0333
MEM 3.921875 1745294946.0354
MEM 4.078125 1745294946.0366
MEM 4.078125 1745294946.0378
MEM 4.078125 1745294946.0390
MEM 4.867188 1745294946.0402
MEM 5.585938 1745294946.0413
MEM 6.132812 1745294946.0425
MEM 6.628906 1745294946.0456
MEM 6.628906 1745294946.0468
MEM 6.628906 1745294946.0480
MEM 6.949219 1745294946.0494
MEM 7.105469 1745294946.0505
MEM 7.105469 1745294946.0517
MEM 7.281250 1745294946.0528
MEM 7.621094 1745294946.0540
MEM 7.808594 1745294946.0552
MEM 7.808594 1745294946.0565
MEM 7.808594 1745294946.0576
MEM 8.152344 1745294946.0588
MEM 8.152344 1745294946.0599
MEM 8.152344 1745294946.0611
MEM 8.152344 1745294946.0622
MEM 8.308594 1745294946.0633
MEM 8.308594 1745294946.0645
MEM 8.464844 1745294946.0656
MEM 8.464844 1745294946.0677
MEM 8.464844 1745294946.0689
MEM 8.621094 1745294946.0700
MEM 8.621094 1745294946.0711
MEM 8.777344 1745294946.0722
MEM 8.777344 1745294946.0733
MEM 8.933594 1745294946.0745
MEM 8.933594 1745294946.0756
MEM 8.933594 1745294946.0768
MEM 9.402344 1745294946.0804
MEM 9.402344 1745294946.0816
MEM 9.402344 1745294946.0829
MEM 9.558594 1745294946.0841
MEM 9.558594 1745294946.0853
MEM 9.714844 1745294946.0865
MEM 9.714844 1745294946.0876
MEM 9.714844 1745294946.0888
MEM 9.714844 1745294946.0899
MEM 9.714844 1745294946.0911
MEM 9.871094 1745294946.0922
MEM 9.871094 1745294946.0934
MEM 10.027344 1745294946.0946
MEM 10.027344 1745294946.0958
MEM 10.027344 1745294946.0969
MEM 10.027344 1745294946.0981
MEM 10.027344 1745294946.0993
MEM 10.027344 1745294946.1005
MEM 10.027344 1745294946.1016
MEM 10.183594 1745294946.1056
MEM 10.339844 1745294946.1067
MEM 10.339844 1745294946.1079
MEM 10.542969 1745294946.1090
MEM 10.699219 1745294946.1102
MEM 11.011719 1745294946.1115
MEM 11.011719 1745294946.1127
MEM 11.011719 1745294946.1138
MEM 11.011719 1745294946.1150
MEM 11.011719 1745294946.1161
MEM 11.011719 1745294946.1176
MEM 11.195312 1745294946.1188
MEM 11.195312 1745294946.1200
MEM 11.351562 1745294946.1211
MEM 11.351562 1745294946.1223
MEM 11.351562 1745294946.1235
MEM 11.515625 1745294946.1256
MEM 11.671875 1745294946.1268
MEM 11.671875 1745294946.1280
MEM 11.996094 1745294946.1291
MEM 11.996094 1745294946.1302
MEM 14.214844 1745294946.1347
MEM 14.683594 1745294946.1359
MEM 14.683594 1745294946.1371
MEM 14.683594 1745294946.1382
MEM 14.683594 1745294946.1394
MEM 14.683594 1745294946.1406
MEM 14.683594 1745294946.1418
MEM 15.429688 1745294946.1433
MEM 15.429688 1745294946.1445
MEM 15.742188 1745294946.1456
MEM 15.742188 1745294946.1468
MEM 15.742188 1745294946.1479
MEM 15.742188 1745294946.1491
MEM 15.898438 1745294946.1502
MEM 16.054688 1745294946.1514
MEM 16.054688 1745294946.1527
MEM 16.210938 1745294946.1539
MEM 16.210938 1745294946.1551
MEM 16.367188 1745294946.1562
MEM 16.367188 1745294946.1573
MEM 16.367188 1745294946.1585
MEM 16.367188 1745294946.1596
MEM 16.523438 1745294946.1608
MEM 16.523438 1745294946.1619
MEM 16.523438 1745294946.1634
MEM 16.843750 1745294946.1676
MEM 16.843750 1745294946.1688
MEM 16.843750 1745294946.1700
MEM 16.843750 1745294946.1712
MEM 17.000000 1745294946.1723
MEM 17.000000 1745294946.1735
MEM 17.000000 1745294946.1746
MEM 17.000000 1745294946.1762
MEM 17.156250 1745294946.1774
MEM 17.156250 1745294946.1785
MEM 17.312500 1745294946.1796
MEM 17.468750 1745294946.1808
MEM 17.625000 1745294946.1820
MEM 17.625000 1745294946.1831
MEM 17.625000 1745294946.1843
MEM 17.625000 1745294946.1854
MEM 17.625000 1745294946.1865
MEM 17.625000 1745294946.1879
MEM 17.625000 1745294946.1891
MEM 17.781250 1745294946.1906
MEM 17.937500 1745294946.1945
MEM 18.093750 1745294946.1956
MEM 18.250000 1745294946.1969
MEM 18.250000 1745294946.1983
MEM 18.406250 1745294946.1994
MEM 18.406250 1745294946.2006
MEM 18.562500 1745294946.2017
MEM 18.562500 1745294946.2029
MEM 18.562500 1745294946.2040
MEM 18.562500 1745294946.2054
MEM 18.562500 1745294946.2066
MEM 18.562500 1745294946.2078
MEM 18.875000 1745294946.2089
MEM 19.031250 1745294946.2101
MEM 19.031250 1745294946.2112
MEM 19.187500 1745294946.2124
MEM 19.378906 1745294946.2135
MEM 19.378906 1745294946.2147
MEM 19.535156 1745294946.2185
MEM 19.535156 1745294946.2197
MEM 19.535156 1745294946.2209
MEM 19.691406 1745294946.2224
MEM 19.691406 1745294946.2236
MEM 20.042969 1745294946.2248
MEM 20.042969 1745294946.2259
MEM 20.042969 1745294946.2271
MEM 20.199219 1745294946.2282
MEM 20.199219 1745294946.2294
MEM 20.199219 1745294946.2314
MEM 20.359375 1745294946.2325
MEM 20.359375 1745294946.2337
MEM 20.359375 1745294946.2354
MEM 20.359375 1745294946.2366
MEM 20.515625 1745294946.2379
MEM 20.515625 1745294946.2391
MEM 20.515625 1745294946.2402
MEM 20.515625 1745294946.2414
MEM 20.515625 1745294946.2425
MEM 20.515625 1745294946.2437
MEM 20.828125 1745294946.2475
MEM 21.144531 1745294946.2487
MEM 21.144531 1745294946.2499
MEM 21.144531 1745294946.2510
MEM 21.144531 1745294946.2522
MEM 21.300781 1745294946.2536
MEM 21.300781 1745294946.2548
MEM 21.613281 1745294946.2560
MEM 21.613281 1745294946.2571
MEM 21.613281 1745294946.2583
MEM 21.613281 1745294946.2594
MEM 21.613281 1745294946.2606
MEM 21.613281 1745294946.2617
MEM 21.613281 1745294946.2630
MEM 21.925781 1745294946.2642
MEM 21.925781 1745294946.2653
MEM 22.082031 1745294946.2665
MEM 22.082031 1745294946.2696
MEM 22.082031 1745294946.2708
MEM 22.082031 1745294946.2719
MEM 22.082031 1745294946.2731
MEM 22.082031 1745294946.2743
MEM 22.238281 1745294946.2755
MEM 22.238281 1745294946.2768
MEM 22.238281 1745294946.2781
MEM 22.238281 1745294946.2793
MEM 22.394531 1745294946.2805
MEM 22.394531 1745294946.2817
MEM 22.394531 1745294946.2828
MEM 22.394531 1745294946.2851
MEM 22.707031 1745294946.2862
MEM 23.019531 1745294946.2874
MEM 23.019531 1745294946.2886
MEM 23.019531 1745294946.2898
MEM 23.019531 1745294946.2911
MEM 23.175781 1745294946.2924
MEM 23.332031 1745294946.2976
MEM 23.488281 1745294946.2988
