CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/744.py
MEM 0.332031 1745294945.7894
MEM 4.023438 1745294945.7906
MEM 4.664062 1745294945.7918
MEM 4.976562 1745294945.7929
MEM 4.976562 1745294945.7941
MEM 4.976562 1745294945.7953
MEM 4.976562 1745294945.7964
MEM 6.890625 1745294945.8005
MEM 6.890625 1745294945.8017
MEM 7.070312 1745294945.8029
MEM 7.226562 1745294945.8042
MEM 7.562500 1745294945.8056
MEM 7.562500 1745294945.8068
MEM 7.562500 1745294945.8080
MEM 7.750000 1745294945.8091
MEM 8.093750 1745294945.8103
MEM 8.250000 1745294945.8115
MEM 8.250000 1745294945.8127
MEM 8.250000 1745294945.8141
MEM 8.406250 1745294945.8154
MEM 8.718750 1745294945.8166
MEM 8.875000 1745294945.8178
MEM 8.875000 1745294945.8190
MEM 8.875000 1745294945.8202
MEM 8.875000 1745294945.8218
MEM 9.343750 1745294945.8255
MEM 9.343750 1745294945.8267
MEM 9.500000 1745294945.8279
MEM 9.500000 1745294945.8293
MEM 9.656250 1745294945.8307
MEM 9.656250 1745294945.8319
MEM 9.656250 1745294945.8331
MEM 9.812500 1745294945.8344
MEM 9.968750 1745294945.8356
MEM 9.968750 1745294945.8369
MEM 9.968750 1745294945.8381
MEM 9.968750 1745294945.8392
MEM 10.128906 1745294945.8416
MEM 10.285156 1745294945.8428
MEM 10.441406 1745294945.8440
MEM 10.441406 1745294945.8466
MEM 10.441406 1745294945.8478
MEM 10.597656 1745294945.8490
MEM 11.097656 1745294945.8535
MEM 11.097656 1745294945.8557
MEM 11.425781 1745294945.8599
MEM 11.425781 1745294945.8611
MEM 11.894531 1745294945.8623
MEM 12.207031 1745294945.8635
MEM 14.121094 1745294945.8646
MEM 14.121094 1745294945.8658
MEM 14.121094 1745294945.8670
MEM 14.121094 1745294945.8682
MEM 14.121094 1745294945.8695
MEM 14.277344 1745294945.8708
MEM 14.765625 1745294945.8719
MEM 14.765625 1745294945.8731
MEM 15.453125 1745294945.8743
MEM 15.453125 1745294945.8754
MEM 15.453125 1745294945.8766
MEM 15.453125 1745294945.8781
MEM 15.765625 1745294945.8794
MEM 16.078125 1745294945.8811
MEM 16.078125 1745294945.8832
MEM 16.078125 1745294945.8850
MEM 16.390625 1745294945.8888
MEM 16.390625 1745294945.8900
MEM 16.390625 1745294945.8912
MEM 16.546875 1745294945.8923
MEM 16.703125 1745294945.8935
MEM 16.867188 1745294945.8947
MEM 16.867188 1745294945.8961
MEM 16.867188 1745294945.8973
MEM 16.867188 1745294945.8985
MEM 16.867188 1745294945.8997
MEM 17.023438 1745294945.9009
MEM 17.023438 1745294945.9020
MEM 17.023438 1745294945.9054
MEM 17.179688 1745294945.9066
MEM 17.492188 1745294945.9078
MEM 17.492188 1745294945.9094
MEM 17.492188 1745294945.9107
MEM 17.648438 1745294945.9120
MEM 17.804688 1745294945.9147
MEM 17.804688 1745294945.9158
MEM 17.804688 1745294945.9170
MEM 17.804688 1745294945.9182
MEM 17.804688 1745294945.9194
MEM 17.960938 1745294945.9213
MEM 17.960938 1745294945.9226
MEM 18.273438 1745294945.9239
MEM 18.273438 1745294945.9251
MEM 18.273438 1745294945.9277
MEM 18.585938 1745294945.9288
MEM 18.585938 1745294945.9300
MEM 18.585938 1745294945.9316
MEM 18.585938 1745294945.9330
MEM 18.585938 1745294945.9342
MEM 18.898438 1745294945.9363
MEM 18.898438 1745294945.9375
MEM 19.054688 1745294945.9387
MEM 19.558594 1745294945.9432
MEM 19.558594 1745294945.9444
MEM 19.714844 1745294945.9455
MEM 19.714844 1745294945.9467
MEM 20.226562 1745294945.9479
MEM 20.226562 1745294945.9490
MEM 20.382812 1745294945.9502
MEM 20.382812 1745294945.9513
MEM 20.382812 1745294945.9524
MEM 20.382812 1745294945.9536
MEM 20.539062 1745294945.9548
MEM 20.539062 1745294945.9559
MEM 20.539062 1745294945.9570
MEM 20.539062 1745294945.9582
MEM 20.695312 1745294945.9593
MEM 20.851562 1745294945.9605
MEM 21.175781 1745294945.9616
MEM 21.175781 1745294945.9628
MEM 21.332031 1745294945.9640
MEM 21.332031 1745294945.9653
MEM 21.644531 1745294945.9664
MEM 21.800781 1745294945.9676
MEM 21.800781 1745294945.9687
MEM 21.957031 1745294945.9699
MEM 22.269531 1745294945.9720
MEM 22.269531 1745294945.9732
MEM 22.269531 1745294945.9743
MEM 22.425781 1745294945.9755
MEM 22.425781 1745294945.9767
MEM 22.425781 1745294945.9779
MEM 22.582031 1745294945.9791
MEM 22.738281 1745294945.9802
MEM 23.207031 1745294945.9828
MEM 23.363281 1745294945.9839
MEM 23.363281 1745294945.9851
MEM 23.363281 1745294945.9862
MEM 23.675781 1745294945.9874
MEM 23.675781 1745294945.9885
MEM 23.675781 1745294945.9897
MEM 23.675781 1745294945.9909
MEM 23.675781 1745294945.9927
MEM 24.300781 1745294945.9977
MEM 24.457031 1745294945.9989
MEM 24.457031 1745294946.0000
MEM 24.457031 1745294946.0012
MEM 24.457031 1745294946.0023
MEM 24.457031 1745294946.0035
MEM 24.457031 1745294946.0047
MEM 24.457031 1745294946.0058
MEM 24.613281 1745294946.0070
MEM 24.613281 1745294946.0082
MEM 24.613281 1745294946.0093
MEM 24.613281 1745294946.0105
MEM 24.613281 1745294946.0117
MEM 24.804688 1745294946.0128
MEM 24.960938 1745294946.0140
MEM 25.117188 1745294946.0152
MEM 25.117188 1745294946.0166
MEM 25.117188 1745294946.0177
MEM 25.117188 1745294946.0189
MEM 25.117188 1745294946.0200
MEM 25.273438 1745294946.0215
MEM 25.585938 1745294946.0229
MEM 25.898438 1745294946.0240
MEM 25.898438 1745294946.0251
MEM 26.054688 1745294946.0273
MEM 26.054688 1745294946.0285
MEM 26.210938 1745294946.0297
MEM 26.367188 1745294946.0308
MEM 26.523438 1745294946.0320
MEM 26.679688 1745294946.0365
MEM 26.679688 1745294946.0377
MEM 26.835938 1745294946.0389
MEM 26.835938 1745294946.0401
MEM 26.835938 1745294946.0415
MEM 26.835938 1745294946.0429
MEM 26.835938 1745294946.0442
MEM 26.992188 1745294946.0453
MEM 26.992188 1745294946.0465
MEM 26.992188 1745294946.0477
MEM 26.992188 1745294946.0488
MEM 26.992188 1745294946.0500
MEM 26.992188 1745294946.0512
MEM 26.992188 1745294946.0527
MEM 26.992188 1745294946.0538
MEM 27.148438 1745294946.0567
MEM 27.148438 1745294946.0579
MEM 27.148438 1745294946.0590
MEM 27.148438 1745294946.0602
MEM 27.148438 1745294946.0614
MEM 27.304688 1745294946.0627
MEM 27.304688 1745294946.0640
MEM 27.304688 1745294946.0651
MEM 27.304688 1745294946.0663
MEM 27.304688 1745294946.0674
MEM 27.460938 1745294946.0685
MEM 27.460938 1745294946.0697
MEM 27.617188 1745294946.0708
MEM 27.617188 1745294946.0719
MEM 27.617188 1745294946.0732
MEM 27.617188 1745294946.0743
MEM 27.789062 1745294946.0755
MEM 27.789062 1745294946.0768
MEM 27.945312 1745294946.0780
MEM 27.945312 1745294946.0792
MEM 27.945312 1745294946.0806
MEM 27.945312 1745294946.0855
MEM 28.101562 1745294946.0867
MEM 28.101562 1745294946.0879
MEM 28.101562 1745294946.0890
MEM 28.101562 1745294946.0902
MEM 28.101562 1745294946.0914
MEM 28.257812 1745294946.0928
MEM 28.257812 1745294946.0942
MEM 28.257812 1745294946.0953
MEM 28.257812 1745294946.0965
MEM 28.257812 1745294946.0977
MEM 28.257812 1745294946.0990
MEM 28.257812 1745294946.1003
MEM 28.257812 1745294946.1014
MEM 28.414062 1745294946.1028
MEM 28.414062 1745294946.1040
MEM 28.570312 1745294946.1075
MEM 28.570312 1745294946.1087
MEM 28.882812 1745294946.1099
MEM 28.882812 1745294946.1114
MEM 28.882812 1745294946.1127
MEM 29.039062 1745294946.1139
MEM 29.039062 1745294946.1151
MEM 29.039062 1745294946.1163
MEM 29.039062 1745294946.1175
MEM 29.039062 1745294946.1187
MEM 29.195312 1745294946.1228
MEM 29.195312 1745294946.1240
MEM 29.195312 1745294946.1251
MEM 29.351562 1745294946.1263
MEM 30.214844 1745294946.1274
MEM 30.425781 1745294946.1286
MEM 31.179688 1745294946.1298
MEM 31.359375 1745294946.1309
MEM 31.359375 1745294946.1321
MEM 31.359375 1745294946.1333
MEM 31.515625 1745294946.1345
MEM 31.515625 1745294946.1356
MEM 31.515625 1745294946.1373
MEM 31.515625 1745294946.1386
MEM 31.515625 1745294946.1398
MEM 31.671875 1745294946.1410
