CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/793.py
MEM 0.535156 1745294945.7834
MEM 4.007812 1745294945.7846
MEM 4.648438 1745294945.7858
MEM 5.511719 1745294945.7890
MEM 6.398438 1745294945.7902
MEM 6.875000 1745294945.7914
MEM 6.875000 1745294945.7926
MEM 6.875000 1745294945.7937
MEM 6.875000 1745294945.7949
MEM 7.054688 1745294945.7960
MEM 7.210938 1745294945.7972
MEM 7.546875 1745294945.8008
MEM 7.546875 1745294945.8020
MEM 7.734375 1745294945.8031
MEM 8.078125 1745294945.8043
MEM 8.234375 1745294945.8055
MEM 8.390625 1745294945.8067
MEM 8.390625 1745294945.8078
MEM 8.390625 1745294945.8090
MEM 8.546875 1745294945.8102
MEM 8.859375 1745294945.8114
MEM 8.859375 1745294945.8140
MEM 8.859375 1745294945.8152
MEM 9.015625 1745294945.8164
MEM 9.328125 1745294945.8176
MEM 9.484375 1745294945.8187
MEM 9.484375 1745294945.8204
MEM 9.484375 1745294945.8222
MEM 9.796875 1745294945.8260
MEM 9.796875 1745294945.8271
MEM 9.796875 1745294945.8283
MEM 9.953125 1745294945.8295
MEM 9.953125 1745294945.8306
MEM 9.953125 1745294945.8318
MEM 10.117188 1745294945.8330
MEM 10.117188 1745294945.8341
MEM 10.117188 1745294945.8353
MEM 10.273438 1745294945.8365
MEM 10.429688 1745294945.8376
MEM 10.585938 1745294945.8388
MEM 10.585938 1745294945.8415
MEM 10.585938 1745294945.8428
MEM 10.585938 1745294945.8444
MEM 10.585938 1745294945.8456
MEM 10.585938 1745294945.8470
MEM 11.085938 1745294945.8481
MEM 11.085938 1745294945.8493
MEM 11.085938 1745294945.8524
MEM 11.085938 1745294945.8554
MEM 11.085938 1745294945.8598
MEM 11.085938 1745294945.8610
MEM 11.414062 1745294945.8622
MEM 11.414062 1745294945.8635
MEM 11.726562 1745294945.8647
MEM 11.726562 1745294945.8659
MEM 11.726562 1745294945.8671
MEM 11.726562 1745294945.8683
MEM 11.882812 1745294945.8695
MEM 12.554688 1745294945.8706
MEM 14.070312 1745294945.8718
MEM 14.070312 1745294945.8730
MEM 14.070312 1745294945.8741
MEM 14.539062 1745294945.8753
MEM 14.695312 1745294945.8775
MEM 14.695312 1745294945.8787
MEM 14.695312 1745294945.8799
MEM 14.695312 1745294945.8810
MEM 15.753906 1745294945.8833
MEM 15.910156 1745294945.8849
MEM 16.066406 1745294945.8887
MEM 16.222656 1745294945.8899
MEM 16.222656 1745294945.8910
MEM 16.222656 1745294945.8922
MEM 16.222656 1745294945.8934
MEM 16.378906 1745294945.8953
MEM 16.535156 1745294945.8964
MEM 16.535156 1745294945.8980
MEM 16.535156 1745294945.9000
MEM 16.691406 1745294945.9012
MEM 16.855469 1745294945.9024
MEM 16.855469 1745294945.9057
MEM 16.855469 1745294945.9069
MEM 16.855469 1745294945.9081
MEM 17.011719 1745294945.9092
MEM 17.167969 1745294945.9104
MEM 17.480469 1745294945.9116
MEM 17.480469 1745294945.9145
MEM 17.636719 1745294945.9157
MEM 17.636719 1745294945.9169
MEM 17.636719 1745294945.9183
MEM 17.636719 1745294945.9211
MEM 17.792969 1745294945.9223
MEM 17.792969 1745294945.9235
MEM 17.949219 1745294945.9252
MEM 17.949219 1745294945.9279
MEM 17.949219 1745294945.9291
MEM 17.949219 1745294945.9303
MEM 17.949219 1745294945.9315
MEM 17.949219 1745294945.9327
MEM 18.261719 1745294945.9338
MEM 18.417969 1745294945.9350
MEM 18.574219 1745294945.9365
MEM 18.574219 1745294945.9377
MEM 18.886719 1745294945.9425
MEM 19.042969 1745294945.9437
MEM 19.042969 1745294945.9449
