CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/35.py
MEM 5.324219 1745294945.7757
MEM 6.398438 1745294945.7769
MEM 6.554688 1745294945.7781
MEM 7.210938 1745294945.7793
MEM 7.210938 1745294945.7805
MEM 7.546875 1745294945.7816
MEM 7.921875 1745294945.7828
MEM 8.078125 1745294945.7839
MEM 8.234375 1745294945.7851
MEM 8.546875 1745294945.7863
MEM 8.703125 1745294945.7874
MEM 8.859375 1745294945.7886
MEM 9.015625 1745294945.7897
MEM 9.328125 1745294945.7909
MEM 9.484375 1745294945.7920
MEM 9.484375 1745294945.7932
MEM 9.640625 1745294945.7943
MEM 9.796875 1745294945.7955
MEM 9.953125 1745294945.7967
MEM 9.953125 1745294945.7978
MEM 10.273438 1745294945.8005
MEM 10.429688 1745294945.8017
MEM 10.585938 1745294945.8028
MEM 11.085938 1745294945.8040
MEM 11.085938 1745294945.8052
MEM 11.085938 1745294945.8064
MEM 11.414062 1745294945.8075
MEM 11.414062 1745294945.8087
MEM 11.570312 1745294945.8099
MEM 11.882812 1745294945.8110
MEM 11.882812 1745294945.8122
MEM 13.722656 1745294945.8134
MEM 15.441406 1745294945.8175
MEM 15.910156 1745294945.8187
MEM 16.066406 1745294945.8198
MEM 16.066406 1745294945.8210
MEM 16.222656 1745294945.8222
MEM 16.378906 1745294945.8233
MEM 16.378906 1745294945.8245
MEM 16.535156 1745294945.8256
MEM 16.535156 1745294945.8268
MEM 16.691406 1745294945.8280
MEM 16.855469 1745294945.8291
MEM 16.855469 1745294945.8303
MEM 17.011719 1745294945.8315
MEM 17.167969 1745294945.8326
MEM 17.167969 1745294945.8338
MEM 17.636719 1745294945.8349
MEM 17.636719 1745294945.8361
MEM 17.636719 1745294945.8373
MEM 17.792969 1745294945.8385
MEM 17.792969 1745294945.8397
MEM 18.105469 1745294945.8409
MEM 18.261719 1745294945.8421
MEM 18.417969 1745294945.8432
MEM 18.574219 1745294945.8444
MEM 19.390625 1745294945.8485
MEM 19.390625 1745294945.8497
MEM 19.546875 1745294945.8509
MEM 19.703125 1745294945.8520
MEM 19.898438 1745294945.8532
MEM 20.222656 1745294945.8544
MEM 20.378906 1745294945.8555
MEM 20.378906 1745294945.8567
MEM 20.378906 1745294945.8579
MEM 20.535156 1745294945.8590
MEM 20.535156 1745294945.8602
MEM 20.535156 1745294945.8614
MEM 20.691406 1745294945.8625
MEM 20.847656 1745294945.8637
MEM 21.160156 1745294945.8649
MEM 21.160156 1745294945.8660
MEM 21.316406 1745294945.8672
MEM 21.628906 1745294945.8684
MEM 21.785156 1745294945.8695
MEM 21.785156 1745294945.8707
MEM 22.097656 1745294945.8719
MEM 22.253906 1745294945.8730
MEM 22.253906 1745294945.8742
MEM 22.253906 1745294945.8754
MEM 22.566406 1745294945.8795
MEM 22.722656 1745294945.8807
MEM 23.191406 1745294945.8818
MEM 23.347656 1745294945.8830
MEM 23.347656 1745294945.8841
MEM 23.503906 1745294945.8853
MEM 23.660156 1745294945.8865
MEM 23.660156 1745294945.8876
MEM 23.660156 1745294945.8888
MEM 23.660156 1745294945.8899
