CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/275.py
MEM 3.851562 1745294946.6821
MEM 4.492188 1745294946.6833
MEM 4.648438 1745294946.6844
MEM 4.648438 1745294946.6856
MEM 4.648438 1745294946.6867
MEM 4.648438 1745294946.6880
MEM 5.324219 1745294946.6891
MEM 6.218750 1745294946.6903
MEM 6.554688 1745294946.6914
MEM 6.554688 1745294946.6925
MEM 6.875000 1745294946.6965
MEM 7.210938 1745294946.6977
MEM 7.210938 1745294946.6988
MEM 7.210938 1745294946.6999
MEM 7.210938 1745294946.7011
MEM 7.210938 1745294946.7022
MEM 7.210938 1745294946.7033
MEM 7.210938 1745294946.7044
MEM 7.210938 1745294946.7055
MEM 7.367188 1745294946.7067
MEM 7.546875 1745294946.7078
MEM 7.546875 1745294946.7089
MEM 7.546875 1745294946.7100
MEM 7.734375 1745294946.7112
MEM 8.078125 1745294946.7123
MEM 8.078125 1745294946.7134
MEM 8.234375 1745294946.7145
MEM 8.234375 1745294946.7157
MEM 8.234375 1745294946.7168
MEM 8.234375 1745294946.7179
MEM 8.390625 1745294946.7191
MEM 8.390625 1745294946.7202
MEM 8.703125 1745294946.7213
MEM 8.703125 1745294946.7224
MEM 8.703125 1745294946.7235
MEM 8.703125 1745294946.7247
MEM 8.859375 1745294946.7258
MEM 9.015625 1745294946.7269
MEM 9.171875 1745294946.7280
MEM 9.171875 1745294946.7292
MEM 9.171875 1745294946.7303
MEM 9.171875 1745294946.7314
MEM 9.484375 1745294946.7345
MEM 9.484375 1745294946.7357
MEM 9.484375 1745294946.7368
MEM 9.484375 1745294946.7380
MEM 9.484375 1745294946.7391
MEM 9.640625 1745294946.7403
MEM 9.796875 1745294946.7414
MEM 9.796875 1745294946.7426
MEM 9.796875 1745294946.7437
MEM 9.796875 1745294946.7450
MEM 9.953125 1745294946.7461
MEM 9.953125 1745294946.7473
MEM 9.953125 1745294946.7484
MEM 9.953125 1745294946.7496
MEM 9.953125 1745294946.7507
MEM 9.953125 1745294946.7519
MEM 10.117188 1745294946.7530
MEM 10.429688 1745294946.7555
MEM 10.429688 1745294946.7566
MEM 10.429688 1745294946.7578
MEM 10.585938 1745294946.7589
MEM 11.085938 1745294946.7601
MEM 11.085938 1745294946.7612
MEM 11.085938 1745294946.7624
MEM 11.085938 1745294946.7635
MEM 11.085938 1745294946.7647
MEM 11.085938 1745294946.7658
MEM 11.085938 1745294946.7670
MEM 11.085938 1745294946.7682
MEM 11.085938 1745294946.7725
MEM 11.414062 1745294946.7737
MEM 11.414062 1745294946.7749
MEM 11.726562 1745294946.7760
MEM 11.882812 1745294946.7772
MEM 11.882812 1745294946.7783
MEM 11.882812 1745294946.7795
MEM 11.882812 1745294946.7806
MEM 13.722656 1745294946.7818
MEM 14.695312 1745294946.7829
MEM 14.695312 1745294946.7841
MEM 14.695312 1745294946.7852
MEM 14.695312 1745294946.7864
MEM 14.695312 1745294946.7876
MEM 14.695312 1745294946.7888
MEM 14.695312 1745294946.7899
MEM 15.441406 1745294946.7911
MEM 15.441406 1745294946.7922
MEM 15.441406 1745294946.7934
MEM 15.441406 1745294946.7945
MEM 15.441406 1745294946.7957
MEM 15.910156 1745294946.7968
MEM 15.910156 1745294946.7979
MEM 15.910156 1745294946.7991
MEM 15.910156 1745294946.8002
MEM 15.910156 1745294946.8013
MEM 16.066406 1745294946.8025
MEM 16.066406 1745294946.8037
MEM 16.066406 1745294946.8048
MEM 16.066406 1745294946.8060
MEM 16.222656 1745294946.8085
MEM 16.378906 1745294946.8097
MEM 16.378906 1745294946.8109
MEM 16.535156 1745294946.8120
MEM 16.535156 1745294946.8132
MEM 16.535156 1745294946.8144
MEM 16.535156 1745294946.8155
MEM 16.535156 1745294946.8167
MEM 16.855469 1745294946.8179
MEM 16.855469 1745294946.8190
MEM 16.855469 1745294946.8202
MEM 16.855469 1745294946.8245
MEM 17.011719 1745294946.8257
MEM 17.011719 1745294946.8268
MEM 17.011719 1745294946.8280
MEM 17.011719 1745294946.8291
MEM 17.011719 1745294946.8303
MEM 17.167969 1745294946.8314
MEM 17.324219 1745294946.8326
MEM 17.324219 1745294946.8338
MEM 17.324219 1745294946.8349
MEM 17.480469 1745294946.8361
MEM 17.636719 1745294946.8372
MEM 17.636719 1745294946.8384
MEM 17.636719 1745294946.8395
MEM 17.636719 1745294946.8407
MEM 17.636719 1745294946.8418
MEM 17.792969 1745294946.8430
MEM 17.792969 1745294946.8441
MEM 17.949219 1745294946.8453
MEM 17.949219 1745294946.8464
MEM 17.949219 1745294946.8476
MEM 18.105469 1745294946.8487
MEM 18.261719 1745294946.8499
MEM 18.417969 1745294946.8511
MEM 18.574219 1745294946.8522
MEM 18.574219 1745294946.8534
MEM 18.574219 1745294946.8545
MEM 18.574219 1745294946.8557
MEM 18.574219 1745294946.8568
MEM 18.730469 1745294946.8580
MEM 18.886719 1745294946.8605
MEM 18.886719 1745294946.8617
MEM 19.042969 1745294946.8628
MEM 19.199219 1745294946.8640
MEM 19.390625 1745294946.8651
MEM 19.390625 1745294946.8662
MEM 19.390625 1745294946.8674
MEM 19.390625 1745294946.8685
MEM 19.546875 1745294946.8697
MEM 19.546875 1745294946.8708
MEM 19.703125 1745294946.8720
MEM 19.703125 1745294946.8732
MEM 20.367188 1745294946.8775
MEM 20.367188 1745294946.8787
MEM 20.367188 1745294946.8798
MEM 20.367188 1745294946.8810
MEM 20.367188 1745294946.8821
MEM 20.367188 1745294946.8832
MEM 20.367188 1745294946.8844
MEM 20.367188 1745294946.8856
MEM 20.367188 1745294946.8867
MEM 20.523438 1745294946.8879
MEM 20.523438 1745294946.8890
MEM 20.523438 1745294946.8902
MEM 20.523438 1745294946.8914
MEM 20.523438 1745294946.8925
MEM 20.523438 1745294946.8937
MEM 20.523438 1745294946.8948
MEM 20.679688 1745294946.8960
MEM 20.835938 1745294946.8971
MEM 21.148438 1745294946.8983
MEM 21.148438 1745294946.8995
MEM 21.148438 1745294946.9006
MEM 21.148438 1745294946.9018
MEM 21.148438 1745294946.9029
MEM 21.304688 1745294946.9040
MEM 21.617188 1745294946.9052
MEM 21.773438 1745294946.9064
MEM 21.773438 1745294946.9084
MEM 22.242188 1745294946.9097
MEM 22.242188 1745294946.9135
MEM 22.242188 1745294946.9147
MEM 22.242188 1745294946.9158
MEM 22.242188 1745294946.9170
MEM 22.242188 1745294946.9181
MEM 22.398438 1745294946.9193
MEM 22.398438 1745294946.9204
MEM 22.398438 1745294946.9216
MEM 22.554688 1745294946.9227
MEM 22.710938 1745294946.9239
MEM 22.867188 1745294946.9251
MEM 23.179688 1745294946.9262
MEM 23.335938 1745294946.9273
MEM 23.335938 1745294946.9284
MEM 23.335938 1745294946.9296
MEM 23.335938 1745294946.9307
MEM 23.492188 1745294946.9318
MEM 23.648438 1745294946.9330
MEM 23.648438 1745294946.9341
MEM 23.648438 1745294946.9352
MEM 23.648438 1745294946.9364
MEM 23.804688 1745294946.9376
MEM 23.804688 1745294946.9388
MEM 24.273438 1745294946.9399
MEM 24.273438 1745294946.9411
MEM 24.429688 1745294946.9422
MEM 24.585938 1745294946.9455
MEM 25.089844 1745294946.9467
MEM 25.246094 1745294946.9478
MEM 25.246094 1745294946.9490
MEM 25.402344 1745294946.9501
MEM 25.558594 1745294946.9513
MEM 25.714844 1745294946.9525
MEM 25.871094 1745294946.9536
MEM 26.027344 1745294946.9548
