CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/81.py
MEM 0.000000 1745294946.1064
MEM 4.691406 1745294946.1095
MEM 5.554688 1745294946.1108
MEM 6.441406 1745294946.1121
MEM 6.597656 1745294946.1132
MEM 7.097656 1745294946.1144
MEM 7.253906 1745294946.1155
MEM 7.410156 1745294946.1167
MEM 7.777344 1745294946.1180
MEM 8.148438 1745294946.1192
MEM 8.304688 1745294946.1203
MEM 8.460938 1745294946.1214
MEM 8.773438 1745294946.1226
MEM 8.929688 1745294946.1240
MEM 8.929688 1745294946.1251
MEM 9.710938 1745294946.1295
MEM 9.710938 1745294946.1307
MEM 9.867188 1745294946.1320
MEM 10.023438 1745294946.1332
MEM 10.023438 1745294946.1344
MEM 10.023438 1745294946.1355
MEM 10.023438 1745294946.1367
MEM 10.179688 1745294946.1379
MEM 10.335938 1745294946.1390
MEM 10.699219 1745294946.1402
MEM 11.011719 1745294946.1415
MEM 11.011719 1745294946.1427
MEM 11.011719 1745294946.1439
MEM 11.195312 1745294946.1451
MEM 11.351562 1745294946.1462
MEM 11.515625 1745294946.1474
MEM 11.671875 1745294946.1486
MEM 11.828125 1745294946.1497
MEM 11.996094 1745294946.1534
MEM 14.683594 1745294946.1546
MEM 14.683594 1745294946.1558
MEM 15.429688 1745294946.1570
MEM 15.742188 1745294946.1582
MEM 15.898438 1745294946.1595
MEM 16.054688 1745294946.1606
MEM 16.210938 1745294946.1618
MEM 16.367188 1745294946.1629
MEM 16.367188 1745294946.1641
MEM 16.523438 1745294946.1653
MEM 16.523438 1745294946.1665
MEM 16.679688 1745294946.1677
MEM 16.843750 1745294946.1688
MEM 16.843750 1745294946.1700
MEM 16.843750 1745294946.1713
MEM 17.000000 1745294946.1725
MEM 17.625000 1745294946.1766
MEM 17.625000 1745294946.1778
MEM 17.625000 1745294946.1790
MEM 17.781250 1745294946.1801
MEM 17.937500 1745294946.1813
MEM 18.093750 1745294946.1825
MEM 18.250000 1745294946.1836
MEM 18.406250 1745294946.1848
MEM 18.562500 1745294946.1859
MEM 18.718750 1745294946.1872
MEM 18.875000 1745294946.1884
MEM 19.031250 1745294946.1896
MEM 19.378906 1745294946.1908
MEM 19.378906 1745294946.1919
MEM 19.378906 1745294946.1931
MEM 19.535156 1745294946.1942
MEM 19.691406 1745294946.1954
MEM 19.691406 1745294946.1967
MEM 20.042969 1745294946.1979
MEM 20.199219 1745294946.1991
MEM 20.515625 1745294946.2035
MEM 20.515625 1745294946.2047
MEM 20.515625 1745294946.2058
MEM 20.671875 1745294946.2070
MEM 20.828125 1745294946.2082
MEM 21.140625 1745294946.2093
MEM 21.140625 1745294946.2105
MEM 21.296875 1745294946.2116
MEM 21.296875 1745294946.2128
MEM 21.609375 1745294946.2139
MEM 21.765625 1745294946.2151
MEM 21.765625 1745294946.2162
MEM 22.078125 1745294946.2175
MEM 22.234375 1745294946.2187
MEM 22.234375 1745294946.2198
MEM 22.234375 1745294946.2210
MEM 22.234375 1745294946.2222
MEM 22.390625 1745294946.2233
MEM 22.390625 1745294946.2245
MEM 22.390625 1745294946.2256
MEM 22.546875 1745294946.2268
MEM 22.703125 1745294946.2279
MEM 22.703125 1745294946.2291
MEM 23.171875 1745294946.2303
MEM 23.328125 1745294946.2326
MEM 23.484375 1745294946.2338
MEM 23.640625 1745294946.2349
MEM 23.640625 1745294946.2361
MEM 23.640625 1745294946.2373
MEM 23.640625 1745294946.2386
MEM 23.640625 1745294946.2398
MEM 23.796875 1745294946.2410
MEM 23.953125 1745294946.2421
MEM 24.265625 1745294946.2433
MEM 24.265625 1745294946.2444
MEM 24.421875 1745294946.2456
MEM 24.421875 1745294946.2468
MEM 24.578125 1745294946.2481
MEM 25.113281 1745294946.2516
MEM 25.269531 1745294946.2528
MEM 25.269531 1745294946.2539
MEM 25.269531 1745294946.2551
MEM 25.269531 1745294946.2563
MEM 25.425781 1745294946.2574
MEM 25.582031 1745294946.2587
MEM 25.738281 1745294946.2599
