CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/1439.py
MEM 3.039062 1745294945.7694
MEM 6.230469 1745294945.7735
MEM 6.410156 1745294945.7747
MEM 6.566406 1745294945.7759
MEM 7.222656 1745294945.7771
MEM 7.222656 1745294945.7782
MEM 7.222656 1745294945.7794
MEM 7.222656 1745294945.7806
MEM 7.222656 1745294945.7817
MEM 7.222656 1745294945.7829
MEM 7.378906 1745294945.7841
MEM 7.746094 1745294945.7852
MEM 8.089844 1745294945.7864
MEM 8.089844 1745294945.7876
MEM 8.089844 1745294945.7887
MEM 8.089844 1745294945.7899
MEM 8.246094 1745294945.7910
MEM 8.558594 1745294945.7922
MEM 8.871094 1745294945.7934
MEM 8.871094 1745294945.7945
MEM 8.871094 1745294945.7957
MEM 8.871094 1745294945.7968
MEM 9.027344 1745294945.7980
MEM 9.339844 1745294945.7992
MEM 9.496094 1745294945.8003
MEM 9.496094 1745294945.8015
MEM 9.652344 1745294945.8055
MEM 9.808594 1745294945.8067
MEM 9.808594 1745294945.8078
MEM 9.808594 1745294945.8090
MEM 9.808594 1745294945.8102
MEM 9.964844 1745294945.8114
MEM 9.964844 1745294945.8125
MEM 10.167969 1745294945.8137
MEM 10.324219 1745294945.8149
MEM 10.480469 1745294945.8160
MEM 10.636719 1745294945.8172
MEM 10.949219 1745294945.8184
MEM 10.949219 1745294945.8195
MEM 10.949219 1745294945.8207
MEM 11.421875 1745294945.8218
MEM 11.421875 1745294945.8230
MEM 11.421875 1745294945.8242
MEM 11.421875 1745294945.8253
MEM 11.421875 1745294945.8265
MEM 11.421875 1745294945.8276
MEM 11.734375 1745294945.8288
MEM 11.890625 1745294945.8300
MEM 11.890625 1745294945.8311
MEM 12.949219 1745294945.8323
MEM 14.464844 1745294945.8365
MEM 14.464844 1745294945.8377
MEM 14.777344 1745294945.8389
MEM 14.777344 1745294945.8401
MEM 14.777344 1745294945.8412
MEM 15.308594 1745294945.8424
MEM 15.308594 1745294945.8436
MEM 15.621094 1745294945.8448
MEM 15.621094 1745294945.8459
MEM 15.777344 1745294945.8471
MEM 15.777344 1745294945.8483
MEM 15.933594 1745294945.8494
MEM 15.933594 1745294945.8506
MEM 16.089844 1745294945.8518
MEM 16.089844 1745294945.8530
MEM 16.089844 1745294945.8542
MEM 16.089844 1745294945.8553
MEM 16.089844 1745294945.8565
MEM 16.246094 1745294945.8576
MEM 16.246094 1745294945.8588
MEM 16.246094 1745294945.8600
MEM 16.402344 1745294945.8612
MEM 16.402344 1745294945.8623
MEM 16.402344 1745294945.8635
MEM 16.558594 1745294945.8685
MEM 16.558594 1745294945.8697
MEM 16.558594 1745294945.8709
MEM 16.714844 1745294945.8720
MEM 16.871094 1745294945.8732
MEM 16.871094 1745294945.8744
MEM 16.871094 1745294945.8755
MEM 16.871094 1745294945.8767
MEM 16.871094 1745294945.8779
MEM 16.871094 1745294945.8791
MEM 16.871094 1745294945.8802
MEM 17.027344 1745294945.8814
MEM 17.183594 1745294945.8826
MEM 17.339844 1745294945.8837
MEM 17.339844 1745294945.8865
MEM 17.339844 1745294945.8877
MEM 17.339844 1745294945.8888
MEM 17.339844 1745294945.8900
MEM 17.496094 1745294945.8912
MEM 17.496094 1745294945.8924
MEM 17.496094 1745294945.8935
MEM 17.652344 1745294945.8947
MEM 17.652344 1745294945.8959
MEM 17.808594 1745294945.8971
MEM 17.964844 1745294945.9005
MEM 17.964844 1745294945.9017
MEM 18.121094 1745294945.9029
MEM 18.277344 1745294945.9041
MEM 18.277344 1745294945.9053
MEM 18.277344 1745294945.9065
MEM 18.277344 1745294945.9076
MEM 18.277344 1745294945.9088
