CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/1539.py
MEM 3.707031 1745294945.8268
MEM 4.503906 1745294945.8280
MEM 5.335938 1745294945.8292
MEM 5.707031 1745294945.8335
MEM 6.566406 1745294945.8347
MEM 7.066406 1745294945.8359
MEM 7.066406 1745294945.8371
MEM 7.066406 1745294945.8383
MEM 7.222656 1745294945.8395
MEM 7.222656 1745294945.8407
MEM 7.558594 1745294945.8419
MEM 8.089844 1745294945.8430
MEM 8.089844 1745294945.8442
MEM 8.402344 1745294945.8454
MEM 8.558594 1745294945.8466
MEM 8.871094 1745294945.8478
MEM 9.027344 1745294945.8490
MEM 9.339844 1745294945.8502
MEM 9.496094 1745294945.8514
MEM 9.652344 1745294945.8526
MEM 9.808594 1745294945.8537
MEM 9.964844 1745294945.8549
MEM 9.964844 1745294945.8561
MEM 10.167969 1745294945.8573
MEM 10.324219 1745294945.8585
MEM 10.949219 1745294945.8625
MEM 11.105469 1745294945.8637
MEM 11.421875 1745294945.8649
MEM 11.421875 1745294945.8661
MEM 11.890625 1745294945.8673
MEM 12.605469 1745294945.8685
MEM 14.308594 1745294945.8696
MEM 14.621094 1745294945.8708
MEM 14.777344 1745294945.8720
MEM 15.464844 1745294945.8732
MEM 15.933594 1745294945.8744
MEM 16.089844 1745294945.8756
MEM 16.089844 1745294945.8767
MEM 16.246094 1745294945.8779
MEM 16.402344 1745294945.8791
MEM 16.558594 1745294945.8803
MEM 16.558594 1745294945.8815
MEM 16.714844 1745294945.8827
MEM 16.714844 1745294945.8839
MEM 16.714844 1745294945.8851
MEM 16.871094 1745294945.8862
MEM 17.496094 1745294945.8905
MEM 17.652344 1745294945.8917
MEM 17.808594 1745294945.8929
MEM 17.964844 1745294945.8941
MEM 18.277344 1745294945.8953
MEM 18.433594 1745294945.8965
MEM 18.589844 1745294945.8977
MEM 18.746094 1745294945.8989
MEM 19.441406 1745294945.9001
MEM 19.441406 1745294945.9013
MEM 19.597656 1745294945.9025
MEM 19.753906 1745294945.9037
MEM 19.753906 1745294945.9049
MEM 20.070312 1745294945.9061
MEM 20.226562 1745294945.9072
MEM 20.382812 1745294945.9084
MEM 20.382812 1745294945.9096
MEM 20.539062 1745294945.9108
MEM 20.539062 1745294945.9120
MEM 20.539062 1745294945.9132
MEM 20.851562 1745294945.9144
MEM 21.476562 1745294945.9195
MEM 21.632812 1745294945.9207
MEM 21.945312 1745294945.9219
MEM 22.101562 1745294945.9230
MEM 22.101562 1745294945.9242
MEM 22.101562 1745294945.9254
MEM 22.101562 1745294945.9266
MEM 22.257812 1745294945.9277
MEM 22.414062 1745294945.9289
MEM 22.726562 1745294945.9301
MEM 23.195312 1745294945.9313
MEM 23.351562 1745294945.9325
MEM 23.351562 1745294945.9336
MEM 23.507812 1745294945.9348
MEM 23.664062 1745294945.9360
MEM 23.664062 1745294945.9372
MEM 23.664062 1745294945.9384
MEM 23.664062 1745294945.9396
MEM 23.664062 1745294945.9408
MEM 23.664062 1745294945.9419
MEM 23.664062 1745294945.9431
MEM 23.664062 1745294945.9443
MEM 23.820312 1745294945.9455
MEM 24.132812 1745294945.9466
MEM 24.289062 1745294945.9478
MEM 24.289062 1745294945.9490
MEM 24.289062 1745294945.9502
MEM 24.289062 1745294945.9514
MEM 24.289062 1745294945.9525
MEM 24.445312 1745294945.9537
MEM 24.445312 1745294945.9586
MEM 24.601562 1745294945.9598
MEM 24.601562 1745294945.9609
MEM 24.601562 1745294945.9621
MEM 24.601562 1745294945.9633
MEM 24.601562 1745294945.9645
MEM 24.765625 1745294945.9656
MEM 24.921875 1745294945.9668
MEM 24.921875 1745294945.9680
MEM 24.921875 1745294945.9691
MEM 24.921875 1745294945.9703
MEM 24.921875 1745294945.9715
MEM 24.921875 1745294945.9726
MEM 24.921875 1745294945.9738
MEM 25.078125 1745294945.9751
MEM 25.078125 1745294945.9764
MEM 25.078125 1745294945.9776
MEM 25.078125 1745294945.9788
MEM 25.078125 1745294945.9800
MEM 25.078125 1745294945.9812
MEM 25.078125 1745294945.9825
MEM 25.078125 1745294945.9837
MEM 25.078125 1745294945.9849
MEM 25.390625 1745294945.9886
MEM 25.558594 1745294945.9898
MEM 25.558594 1745294945.9910
MEM 25.558594 1745294945.9922
MEM 25.714844 1745294945.9934
MEM 25.871094 1745294945.9945
MEM 26.027344 1745294945.9957
MEM 26.195312 1745294945.9970
MEM 26.507812 1745294945.9982
MEM 26.664062 1745294945.9993
MEM 26.664062 1745294946.0005
MEM 26.664062 1745294946.0017
MEM 26.820312 1745294946.0028
MEM 26.820312 1745294946.0040
MEM 26.976562 1745294946.0053
MEM 26.976562 1745294946.0066
MEM 27.132812 1745294946.0077
MEM 27.132812 1745294946.0089
MEM 27.132812 1745294946.0101
MEM 27.132812 1745294946.0113
MEM 27.289062 1745294946.0124
MEM 27.289062 1745294946.0136
MEM 27.445312 1745294946.0148
MEM 27.601562 1745294946.0169
MEM 27.601562 1745294946.0180
MEM 27.757812 1745294946.0192
MEM 27.757812 1745294946.0203
MEM 27.914062 1745294946.0215
MEM 27.914062 1745294946.0226
MEM 27.914062 1745294946.0238
MEM 27.914062 1745294946.0265
MEM 28.070312 1745294946.0277
MEM 28.070312 1745294946.0289
MEM 28.070312 1745294946.0302
MEM 28.070312 1745294946.0315
MEM 28.226562 1745294946.0327
MEM 28.226562 1745294946.0338
MEM 28.226562 1745294946.0355
