CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/DeepSeek-V3/400.py
MEM 1.179688 1745294947.2881
MEM 4.234375 1745294947.2893
MEM 5.585938 1745294947.2905
MEM 6.628906 1745294947.2916
MEM 7.105469 1745294947.2928
MEM 7.437500 1745294947.2939
MEM 8.152344 1745294947.2951
MEM 8.464844 1745294947.2962
MEM 8.933594 1745294947.2974
MEM 9.246094 1745294947.2985
MEM 9.558594 1745294947.2996
MEM 9.714844 1745294947.3007
MEM 10.027344 1745294947.3019
MEM 10.027344 1745294947.3030
MEM 10.183594 1745294947.3041
MEM 10.707031 1745294947.3053
MEM 11.019531 1745294947.3065
MEM 11.359375 1745294947.3077
MEM 11.523438 1745294947.3088
MEM 12.003906 1745294947.3100
MEM 14.222656 1745294947.3112
MEM 14.691406 1745294947.3123
MEM 15.437500 1745294947.3135
MEM 15.906250 1745294947.3147
MEM 16.062500 1745294947.3158
MEM 16.375000 1745294947.3169
MEM 16.531250 1745294947.3181
MEM 16.687500 1745294947.3192
MEM 16.851562 1745294947.3203
MEM 17.007812 1745294947.3214
MEM 17.476562 1745294947.3225
MEM 17.632812 1745294947.3237
MEM 17.789062 1745294947.3248
MEM 18.101562 1745294947.3259
MEM 18.414062 1745294947.3271
MEM 18.726562 1745294947.3282
MEM 19.039062 1745294947.3295
MEM 19.386719 1745294947.3307
MEM 19.699219 1745294947.3318
MEM 20.042969 1745294947.3330
MEM 20.355469 1745294947.3342
MEM 20.511719 1745294947.3355
MEM 20.511719 1745294947.3366
MEM 20.667969 1745294947.3378
MEM 21.156250 1745294947.3389
MEM 21.312500 1745294947.3401
MEM 21.781250 1745294947.3413
MEM 21.937500 1745294947.3425
MEM 22.250000 1745294947.3436
MEM 22.250000 1745294947.3448
MEM 22.406250 1745294947.3459
MEM 22.562500 1745294947.3472
MEM 23.031250 1745294947.3483
MEM 23.343750 1745294947.3494
MEM 23.656250 1745294947.3506
MEM 23.656250 1745294947.3517
MEM 23.656250 1745294947.3528
MEM 23.812500 1745294947.3540
MEM 24.281250 1745294947.3551
MEM 24.437500 1745294947.3562
MEM 24.593750 1745294947.3573
MEM 24.937500 1745294947.3585
MEM 25.250000 1745294947.3596
MEM 25.250000 1745294947.3608
MEM 25.406250 1745294947.3619
MEM 25.562500 1745294947.3630
MEM 25.875000 1745294947.3641
MEM 26.031250 1745294947.3653
MEM 26.500000 1745294947.3664
MEM 26.500000 1745294947.3676
MEM 26.656250 1745294947.3687
MEM 26.812500 1745294947.3698
MEM 26.968750 1745294947.3709
MEM 27.125000 1745294947.3721
MEM 27.125000 1745294947.3732
MEM 27.437500 1745294947.3743
MEM 27.593750 1745294947.3754
MEM 27.945312 1745294947.3766
MEM 28.101562 1745294947.3777
MEM 28.101562 1745294947.3789
MEM 28.257812 1745294947.3800
MEM 28.257812 1745294947.3811
MEM 28.414062 1745294947.3822
MEM 28.882812 1745294947.3834
MEM 29.039062 1745294947.3845
MEM 29.195312 1745294947.3857
MEM 29.195312 1745294947.3868
MEM 29.351562 1745294947.3879
MEM 31.359375 1745294947.3890
MEM 31.515625 1745294947.3902
MEM 31.671875 1745294947.3913
MEM 31.828125 1745294947.3924
MEM 32.140625 1745294947.3936
MEM 32.453125 1745294947.3947
MEM 32.609375 1745294947.3958
MEM 32.921875 1745294947.3969
MEM 33.234375 1745294947.3980
MEM 33.234375 1745294947.3991
MEM 33.390625 1745294947.4003
MEM 33.703125 1745294947.4014
MEM 33.859375 1745294947.4026
MEM 33.859375 1745294947.4037
MEM 34.015625 1745294947.4049
MEM 34.722656 1745294947.4061
MEM 34.878906 1745294947.4073
MEM 34.878906 1745294947.4085
MEM 35.035156 1745294947.4096
MEM 35.035156 1745294947.4108
MEM 35.191406 1745294947.4119
MEM 35.347656 1745294947.4131
MEM 36.097656 1745294947.4143
MEM 36.253906 1745294947.4155
MEM 36.410156 1745294947.4167
MEM 36.410156 1745294947.4178
MEM 36.722656 1745294947.4190
MEM 36.878906 1745294947.4202
MEM 37.035156 1745294947.4214
MEM 37.191406 1745294947.4225
MEM 37.191406 1745294947.4237
MEM 37.503906 1745294947.4249
MEM 37.660156 1745294947.4261
MEM 37.972656 1745294947.4274
MEM 38.128906 1745294947.4286
MEM 38.128906 1745294947.4298
MEM 38.285156 1745294947.4310
MEM 38.753906 1745294947.4322
MEM 38.910156 1745294947.4334
MEM 39.066406 1745294947.4345
MEM 39.378906 1745294947.4356
MEM 39.691406 1745294947.4368
MEM 39.847656 1745294947.4380
MEM 40.003906 1745294947.4392
MEM 40.160156 1745294947.4406
MEM 40.636719 1745294947.4417
MEM 40.949219 1745294947.4430
MEM 40.949219 1745294947.4444
MEM 41.105469 1745294947.4457
MEM 41.417969 1745294947.4469
MEM 41.417969 1745294947.4482
MEM 41.730469 1745294947.4494
MEM 41.886719 1745294947.4506
MEM 42.042969 1745294947.4519
MEM 42.042969 1745294947.4532
MEM 42.355469 1745294947.4545
MEM 42.667969 1745294947.4557
MEM 42.980469 1745294947.4570
MEM 42.980469 1745294947.4583
MEM 43.449219 1745294947.4596
MEM 43.605469 1745294947.4608
MEM 43.761719 1745294947.4621
MEM 44.074219 1745294947.4634
MEM 44.074219 1745294947.4646
MEM 44.386719 1745294947.4658
MEM 44.542969 1745294947.4672
MEM 44.855469 1745294947.4684
MEM 45.011719 1745294947.4696
MEM 46.261719 1745294947.4708
MEM 46.324219 1745294947.4721
MEM 46.480469 1745294947.4734
MEM 46.636719 1745294947.4746
MEM 46.792969 1745294947.4757
MEM 46.949219 1745294947.4769
MEM 47.105469 1745294947.4781
MEM 47.105469 1745294947.4793
MEM 47.261719 1745294947.4805
MEM 47.261719 1745294947.4817
MEM 47.417969 1745294947.4829
MEM 47.417969 1745294947.4841
MEM 47.417969 1745294947.4853
MEM 47.417969 1745294947.4865
MEM 47.417969 1745294947.4877
MEM 47.417969 1745294947.4889
MEM 47.417969 1745294947.4901
MEM 47.417969 1745294947.4915
MEM 47.417969 1745294947.4927
MEM 47.417969 1745294947.4939
MEM 47.886719 1745294947.4951
MEM 48.042969 1745294947.4963
MEM 48.042969 1745294947.4976
MEM 48.355469 1745294947.4989
MEM 48.511719 1745294947.5002
MEM 48.511719 1745294947.5015
MEM 48.511719 1745294947.5025
MEM 48.667969 1745294947.5036
MEM 48.824219 1745294947.5047
MEM 48.824219 1745294947.5058
MEM 48.824219 1745294947.5070
MEM 48.980469 1745294947.5081
MEM 49.605469 1745294947.5092
MEM 49.917969 1745294947.5103
MEM 49.917969 1745294947.5114
MEM 49.917969 1745294947.5124
MEM 49.917969 1745294947.5135
MEM 49.917969 1745294947.5146
MEM 49.917969 1745294947.5157
MEM 49.917969 1745294947.5168
MEM 49.917969 1745294947.5179
MEM 49.917969 1745294947.5190
MEM 49.917969 1745294947.5202
MEM 49.917969 1745294947.5213
MEM 49.917969 1745294947.5224
MEM 49.917969 1745294947.5235
MEM 49.917969 1745294947.5245
MEM 49.917969 1745294947.5256
