CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/754.py
MEM 0.535156 1745297047.3679
MEM 3.851562 1745297047.3691
MEM 4.492188 1745297047.3702
MEM 5.511719 1745297047.3714
MEM 6.554688 1745297047.3726
MEM 7.054688 1745297047.3737
MEM 7.210938 1745297047.3749
MEM 7.367188 1745297047.3761
MEM 7.734375 1745297047.3772
MEM 8.078125 1745297047.3783
MEM 8.234375 1745297047.3795
MEM 8.546875 1745297047.3807
MEM 8.859375 1745297047.3818
MEM 9.171875 1745297047.3830
MEM 9.484375 1745297047.3842
MEM 9.640625 1745297047.3853
MEM 9.796875 1745297047.3864
MEM 9.953125 1745297047.3875
MEM 10.109375 1745297047.3886
MEM 10.433594 1745297047.3898
MEM 10.746094 1745297047.3909
MEM 10.746094 1745297047.3920
MEM 11.085938 1745297047.3932
MEM 11.406250 1745297047.3943
MEM 11.886719 1745297047.3955
MEM 13.925781 1745297047.3966
MEM 14.550781 1745297047.3977
MEM 15.144531 1745297047.3989
MEM 15.769531 1745297047.4000
MEM 15.925781 1745297047.4011
MEM 16.238281 1745297047.4022
MEM 16.394531 1745297047.4034
MEM 16.558594 1745297047.4045
MEM 16.714844 1745297047.4056
MEM 16.871094 1745297047.4067
MEM 17.496094 1745297047.4078
MEM 17.496094 1745297047.4090
MEM 17.652344 1745297047.4101
MEM 17.964844 1745297047.4112
MEM 18.433594 1745297047.4123
MEM 18.589844 1745297047.4134
MEM 18.902344 1745297047.4145
MEM 19.250000 1745297047.4156
MEM 19.406250 1745297047.4167
MEM 19.917969 1745297047.4178
MEM 20.230469 1745297047.4189
MEM 20.230469 1745297047.4200
MEM 20.386719 1745297047.4211
MEM 20.386719 1745297047.4222
MEM 20.867188 1745297047.4233
MEM 21.023438 1745297047.4244
MEM 21.335938 1745297047.4256
MEM 21.492188 1745297047.4267
MEM 22.117188 1745297047.4278
MEM 22.117188 1745297047.4289
MEM 22.117188 1745297047.4301
MEM 22.273438 1745297047.4312
MEM 22.585938 1745297047.4323
MEM 23.042969 1745297047.4334
MEM 23.199219 1745297047.4345
MEM 23.355469 1745297047.4356
MEM 23.511719 1745297047.4367
MEM 23.511719 1745297047.4379
MEM 23.667969 1745297047.4390
MEM 24.136719 1745297047.4401
MEM 24.292969 1745297047.4412
MEM 24.292969 1745297047.4423
MEM 24.820312 1745297047.4434
MEM 24.976562 1745297047.4445
MEM 25.132812 1745297047.4456
MEM 25.132812 1745297047.4467
MEM 25.445312 1745297047.4478
MEM 25.757812 1745297047.4489
MEM 25.914062 1745297047.4500
MEM 26.226562 1745297047.4512
MEM 26.382812 1745297047.4523
MEM 26.539062 1745297047.4534
MEM 26.695312 1745297047.4545
MEM 26.851562 1745297047.4556
MEM 27.007812 1745297047.4567
MEM 27.007812 1745297047.4578
MEM 27.320312 1745297047.4590
MEM 27.656250 1745297047.4601
MEM 27.812500 1745297047.4612
MEM 27.812500 1745297047.4623
MEM 27.968750 1745297047.4634
MEM 27.968750 1745297047.4645
MEM 28.125000 1745297047.4656
MEM 28.125000 1745297047.4667
MEM 28.437500 1745297047.4678
MEM 28.750000 1745297047.4689
MEM 28.906250 1745297047.4700
MEM 29.062500 1745297047.4711
MEM 29.062500 1745297047.4722
MEM 30.500000 1745297047.4733
MEM 31.226562 1745297047.4744
MEM 31.382812 1745297047.4755
MEM 31.539062 1745297047.4766
MEM 31.695312 1745297047.4777
MEM 32.007812 1745297047.4788
MEM 32.320312 1745297047.4799
MEM 32.476562 1745297047.4810
MEM 32.789062 1745297047.4821
MEM 32.945312 1745297047.4833
MEM 33.101562 1745297047.4844
MEM 33.101562 1745297047.4855
MEM 33.570312 1745297047.4866
MEM 33.726562 1745297047.4877
MEM 33.726562 1745297047.4888
MEM 33.882812 1745297047.4899
MEM 34.773438 1745297047.4910
MEM 34.773438 1745297047.4921
MEM 34.773438 1745297047.4932
MEM 34.929688 1745297047.4943
MEM 35.085938 1745297047.4954
MEM 35.085938 1745297047.4965
MEM 35.085938 1745297047.4976
MEM 35.398438 1745297047.4987
MEM 36.492188 1745297047.4998
MEM 36.250000 1745297047.5009
MEM 36.406250 1745297047.5020
MEM 36.406250 1745297047.5031
MEM 36.562500 1745297047.5042
MEM 36.718750 1745297047.5053
MEM 36.875000 1745297047.5064
