CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/1539.py
MEM 5.316406 1745297045.9088
MEM 6.390625 1745297045.9100
MEM 6.546875 1745297045.9112
MEM 7.046875 1745297045.9124
MEM 7.203125 1745297045.9135
MEM 7.359375 1745297045.9147
MEM 7.726562 1745297045.9158
MEM 8.070312 1745297045.9170
MEM 8.226562 1745297045.9182
MEM 8.539062 1745297045.9193
MEM 8.695312 1745297045.9205
MEM 8.851562 1745297045.9216
MEM 9.007812 1745297045.9228
MEM 9.320312 1745297045.9240
MEM 9.476562 1745297045.9251
MEM 9.632812 1745297045.9263
MEM 9.632812 1745297045.9305
MEM 9.789062 1745297045.9316
MEM 9.945312 1745297045.9328
MEM 9.945312 1745297045.9339
MEM 9.945312 1745297045.9351
MEM 9.945312 1745297045.9363
MEM 9.945312 1745297045.9374
MEM 9.945312 1745297045.9386
MEM 10.109375 1745297045.9397
MEM 10.265625 1745297045.9435
MEM 10.421875 1745297045.9447
MEM 10.578125 1745297045.9459
MEM 11.406250 1745297045.9505
MEM 11.406250 1745297045.9517
MEM 11.406250 1745297045.9531
MEM 11.406250 1745297045.9544
MEM 11.406250 1745297045.9556
MEM 11.718750 1745297045.9568
MEM 11.875000 1745297045.9579
MEM 13.714844 1745297045.9591
MEM 14.062500 1745297045.9602
MEM 14.062500 1745297045.9615
MEM 14.218750 1745297045.9627
MEM 14.687500 1745297045.9638
MEM 14.687500 1745297045.9650
MEM 15.437500 1745297045.9661
MEM 15.437500 1745297045.9673
MEM 15.437500 1745297045.9686
MEM 15.593750 1745297045.9698
MEM 15.906250 1745297045.9710
MEM 16.062500 1745297045.9721
MEM 16.218750 1745297045.9733
MEM 16.218750 1745297045.9745
MEM 16.218750 1745297045.9756
MEM 16.218750 1745297045.9775
MEM 16.218750 1745297045.9787
MEM 16.218750 1745297045.9800
MEM 16.375000 1745297045.9813
MEM 16.531250 1745297045.9824
MEM 16.531250 1745297045.9836
MEM 16.531250 1745297045.9847
MEM 16.531250 1745297045.9858
MEM 16.687500 1745297045.9870
MEM 16.851562 1745297045.9882
MEM 17.007812 1745297045.9907
MEM 17.007812 1745297045.9919
MEM 17.007812 1745297045.9931
MEM 17.007812 1745297045.9942
MEM 17.164062 1745297045.9954
MEM 17.632812 1745297045.9966
MEM 17.632812 1745297045.9978
MEM 17.632812 1745297045.9991
MEM 17.789062 1745297046.0003
MEM 18.570312 1745297046.0047
MEM 18.726562 1745297046.0059
MEM 18.882812 1745297046.0070
