CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/275.py
MEM 4.019531 1745297048.9605
MEM 4.660156 1745297048.9617
MEM 5.335938 1745297048.9665
MEM 5.707031 1745297048.9677
MEM 6.566406 1745297048.9689
MEM 7.066406 1745297048.9703
MEM 7.066406 1745297048.9718
MEM 7.066406 1745297048.9730
MEM 7.066406 1745297048.9742
MEM 7.066406 1745297048.9753
MEM 7.222656 1745297048.9765
MEM 7.222656 1745297048.9776
MEM 7.402344 1745297048.9788
MEM 7.558594 1745297048.9800
MEM 7.746094 1745297048.9811
MEM 7.933594 1745297048.9827
MEM 8.089844 1745297048.9845
MEM 8.089844 1745297048.9858
MEM 8.246094 1745297048.9873
MEM 8.402344 1745297048.9887
MEM 8.714844 1745297048.9905
MEM 9.339844 1745297048.9948
MEM 9.339844 1745297048.9960
MEM 9.496094 1745297048.9972
MEM 9.496094 1745297048.9983
MEM 9.496094 1745297048.9994
MEM 9.496094 1745297049.0006
MEM 9.652344 1745297049.0018
MEM 9.652344 1745297049.0029
MEM 9.652344 1745297049.0041
MEM 9.808594 1745297049.0053
MEM 9.808594 1745297049.0064
MEM 9.808594 1745297049.0076
MEM 9.808594 1745297049.0088
MEM 9.808594 1745297049.0099
MEM 9.964844 1745297049.0113
MEM 10.167969 1745297049.0139
MEM 10.324219 1745297049.0151
MEM 10.324219 1745297049.0167
MEM 10.480469 1745297049.0183
MEM 10.480469 1745297049.0206
MEM 10.480469 1745297049.0218
MEM 10.636719 1745297049.0230
MEM 10.792969 1745297049.0242
MEM 10.792969 1745297049.0267
MEM 10.792969 1745297049.0279
MEM 11.105469 1745297049.0290
MEM 11.105469 1745297049.0302
MEM 11.265625 1745297049.0314
MEM 11.265625 1745297049.0326
MEM 11.265625 1745297049.0342
MEM 11.421875 1745297049.0354
MEM 11.578125 1745297049.0398
MEM 11.734375 1745297049.0410
MEM 11.734375 1745297049.0422
MEM 11.890625 1745297049.0433
MEM 11.890625 1745297049.0445
MEM 12.609375 1745297049.0457
MEM 12.609375 1745297049.0469
MEM 13.652344 1745297049.0480
MEM 14.152344 1745297049.0492
MEM 14.152344 1745297049.0504
MEM 14.464844 1745297049.0515
MEM 14.464844 1745297049.0527
MEM 14.464844 1745297049.0539
MEM 14.621094 1745297049.0550
MEM 14.621094 1745297049.0562
MEM 14.781250 1745297049.0574
MEM 14.781250 1745297049.0586
MEM 14.781250 1745297049.0597
MEM 15.312500 1745297049.0609
MEM 15.312500 1745297049.0621
MEM 15.312500 1745297049.0636
MEM 15.312500 1745297049.0648
MEM 15.781250 1745297049.0659
MEM 15.781250 1745297049.0671
MEM 16.093750 1745297049.0716
MEM 16.093750 1745297049.0728
MEM 16.093750 1745297049.0740
MEM 16.250000 1745297049.0751
MEM 16.250000 1745297049.0763
MEM 16.250000 1745297049.0774
MEM 16.250000 1745297049.0786
MEM 16.406250 1745297049.0797
MEM 16.406250 1745297049.0809
MEM 16.562500 1745297049.0835
MEM 16.562500 1745297049.0847
MEM 16.718750 1745297049.0858
MEM 16.718750 1745297049.0870
MEM 16.718750 1745297049.0881
MEM 16.718750 1745297049.0893
MEM 17.031250 1745297049.0927
MEM 17.031250 1745297049.0938
MEM 17.500000 1745297049.0950
