CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/153.py
MEM 3.703125 1745297046.1698
MEM 4.500000 1745297046.1710
MEM 5.519531 1745297046.1722
MEM 5.703125 1745297046.1734
MEM 5.703125 1745297046.1745
MEM 5.703125 1745297046.1757
MEM 5.703125 1745297046.1769
MEM 6.406250 1745297046.1780
MEM 6.562500 1745297046.1792
MEM 7.218750 1745297046.1804
MEM 7.218750 1745297046.1816
MEM 7.218750 1745297046.1828
MEM 8.085938 1745297046.1875
MEM 8.085938 1745297046.1887
MEM 8.085938 1745297046.1898
MEM 8.085938 1745297046.1910
MEM 8.242188 1745297046.1922
MEM 8.398438 1745297046.1933
MEM 8.710938 1745297046.1945
MEM 8.867188 1745297046.1957
MEM 8.867188 1745297046.1968
MEM 8.867188 1745297046.1980
MEM 8.867188 1745297046.1991
MEM 8.867188 1745297046.2003
MEM 9.335938 1745297046.2015
MEM 9.492188 1745297046.2026
MEM 9.492188 1745297046.2038
MEM 9.492188 1745297046.2049
MEM 9.492188 1745297046.2061
MEM 9.492188 1745297046.2072
MEM 9.648438 1745297046.2084
MEM 9.648438 1745297046.2096
MEM 9.648438 1745297046.2107
MEM 9.648438 1745297046.2119
MEM 9.804688 1745297046.2130
MEM 9.960938 1745297046.2142
MEM 9.960938 1745297046.2154
MEM 10.125000 1745297046.2165
MEM 10.281250 1745297046.2177
MEM 10.281250 1745297046.2188
MEM 10.281250 1745297046.2200
MEM 10.281250 1745297046.2211
MEM 10.281250 1745297046.2223
MEM 10.437500 1745297046.2235
MEM 10.593750 1745297046.2265
MEM 10.593750 1745297046.2277
MEM 11.093750 1745297046.2288
MEM 11.093750 1745297046.2300
MEM 11.093750 1745297046.2312
MEM 11.421875 1745297046.2323
MEM 11.421875 1745297046.2335
MEM 11.421875 1745297046.2347
MEM 11.421875 1745297046.2359
MEM 11.421875 1745297046.2371
MEM 11.890625 1745297046.2382
MEM 11.890625 1745297046.2394
MEM 11.890625 1745297046.2405
MEM 11.890625 1745297046.2417
MEM 13.785156 1745297046.2429
MEM 14.765625 1745297046.2475
MEM 14.765625 1745297046.2487
MEM 14.765625 1745297046.2498
MEM 14.765625 1745297046.2510
MEM 15.453125 1745297046.2522
MEM 15.921875 1745297046.2534
MEM 16.078125 1745297046.2545
MEM 16.078125 1745297046.2557
MEM 16.078125 1745297046.2569
MEM 16.078125 1745297046.2580
MEM 16.234375 1745297046.2592
MEM 16.234375 1745297046.2604
MEM 16.234375 1745297046.2615
MEM 16.234375 1745297046.2627
MEM 16.390625 1745297046.2638
MEM 16.546875 1745297046.2650
MEM 16.546875 1745297046.2662
MEM 16.703125 1745297046.2673
MEM 16.703125 1745297046.2685
MEM 16.703125 1745297046.2697
MEM 16.703125 1745297046.2708
MEM 16.867188 1745297046.2720
MEM 16.867188 1745297046.2732
MEM 17.023438 1745297046.2743
MEM 17.179688 1745297046.2755
MEM 17.179688 1745297046.2767
MEM 17.179688 1745297046.2778
MEM 17.179688 1745297046.2790
MEM 17.648438 1745297046.2802
MEM 17.648438 1745297046.2825
MEM 17.648438 1745297046.2836
MEM 17.648438 1745297046.2848
MEM 17.648438 1745297046.2860
MEM 17.648438 1745297046.2871
MEM 17.648438 1745297046.2883
MEM 17.648438 1745297046.2895
MEM 17.804688 1745297046.2906
MEM 17.804688 1745297046.2918
MEM 18.273438 1745297046.2965
MEM 18.273438 1745297046.2977
MEM 18.273438 1745297046.2988
MEM 18.429688 1745297046.3000
MEM 18.585938 1745297046.3012
MEM 18.585938 1745297046.3024
MEM 18.585938 1745297046.3035
MEM 18.585938 1745297046.3047
MEM 18.742188 1745297046.3059
MEM 18.898438 1745297046.3070
MEM 19.054688 1745297046.3082
MEM 19.054688 1745297046.3093
MEM 19.402344 1745297046.3104
MEM 19.402344 1745297046.3116
MEM 19.402344 1745297046.3127
MEM 19.402344 1745297046.3139
MEM 19.402344 1745297046.3150
MEM 19.558594 1745297046.3162
MEM 19.558594 1745297046.3173
MEM 19.558594 1745297046.3185
MEM 19.714844 1745297046.3196
MEM 19.714844 1745297046.3208
MEM 19.910156 1745297046.3219
MEM 19.910156 1745297046.3231
MEM 20.226562 1745297046.3243
MEM 20.226562 1745297046.3254
MEM 20.382812 1745297046.3266
MEM 20.382812 1745297046.3278
MEM 20.382812 1745297046.3289
MEM 20.382812 1745297046.3301
MEM 20.382812 1745297046.3313
MEM 20.539062 1745297046.3345
MEM 20.539062 1745297046.3357
MEM 20.539062 1745297046.3369
MEM 20.539062 1745297046.3380
MEM 20.539062 1745297046.3392
MEM 20.539062 1745297046.3403
MEM 20.539062 1745297046.3415
MEM 20.539062 1745297046.3426
MEM 20.695312 1745297046.3438
MEM 20.695312 1745297046.3449
MEM 20.851562 1745297046.3461
MEM 20.851562 1745297046.3472
MEM 20.851562 1745297046.3484
MEM 21.175781 1745297046.3496
MEM 21.175781 1745297046.3507
MEM 21.175781 1745297046.3519
MEM 21.332031 1745297046.3530
MEM 21.332031 1745297046.3542
MEM 21.644531 1745297046.3586
MEM 21.644531 1745297046.3597
MEM 21.644531 1745297046.3609
MEM 21.800781 1745297046.3621
MEM 21.800781 1745297046.3632
MEM 22.113281 1745297046.3644
MEM 22.269531 1745297046.3656
MEM 22.269531 1745297046.3668
MEM 22.269531 1745297046.3680
MEM 22.269531 1745297046.3691
MEM 22.269531 1745297046.3703
MEM 22.269531 1745297046.3714
MEM 22.269531 1745297046.3726
MEM 22.269531 1745297046.3738
MEM 22.269531 1745297046.3749
MEM 22.269531 1745297046.3761
MEM 22.269531 1745297046.3772
MEM 22.425781 1745297046.3784
MEM 22.425781 1745297046.3796
MEM 22.425781 1745297046.3807
MEM 22.425781 1745297046.3819
MEM 22.425781 1745297046.3830
MEM 22.425781 1745297046.3842
MEM 22.738281 1745297046.3854
MEM 23.050781 1745297046.3865
MEM 23.363281 1745297046.3877
MEM 23.363281 1745297046.3888
MEM 23.363281 1745297046.3900
MEM 23.519531 1745297046.3935
MEM 23.675781 1745297046.3947
MEM 23.675781 1745297046.3959
MEM 23.675781 1745297046.3971
MEM 23.675781 1745297046.3982
MEM 23.675781 1745297046.3994
MEM 23.675781 1745297046.4006
MEM 23.675781 1745297046.4018
MEM 23.675781 1745297046.4030
MEM 23.675781 1745297046.4041
MEM 23.675781 1745297046.4053
MEM 23.675781 1745297046.4065
MEM 23.832031 1745297046.4076
MEM 24.300781 1745297046.4088
MEM 24.300781 1745297046.4100
MEM 24.300781 1745297046.4111
MEM 24.300781 1745297046.4123
MEM 24.300781 1745297046.4135
MEM 24.457031 1745297046.4185
MEM 24.457031 1745297046.4197
MEM 24.457031 1745297046.4208
MEM 24.613281 1745297046.4220
MEM 24.613281 1745297046.4232
MEM 24.613281 1745297046.4243
MEM 24.613281 1745297046.4255
MEM 24.960938 1745297046.4266
MEM 24.960938 1745297046.4278
MEM 24.960938 1745297046.4289
MEM 25.117188 1745297046.4301
MEM 25.117188 1745297046.4313
MEM 25.117188 1745297046.4325
MEM 25.117188 1745297046.4337
MEM 25.117188 1745297046.4348
MEM 25.117188 1745297046.4360
MEM 25.117188 1745297046.4372
MEM 25.117188 1745297046.4383
MEM 25.117188 1745297046.4395
MEM 25.273438 1745297046.4406
MEM 25.273438 1745297046.4418
MEM 25.429688 1745297046.4430
MEM 25.429688 1745297046.4442
MEM 25.742188 1745297046.4453
MEM 25.742188 1745297046.4465
MEM 25.898438 1745297046.4476
MEM 26.054688 1745297046.4488
MEM 26.054688 1745297046.4500
MEM 26.210938 1745297046.4511
MEM 26.210938 1745297046.4523
MEM 26.210938 1745297046.4535
MEM 26.210938 1745297046.4546
MEM 26.523438 1745297046.4595
MEM 26.523438 1745297046.4607
MEM 26.523438 1745297046.4618
MEM 26.523438 1745297046.4630
MEM 26.523438 1745297046.4641
MEM 26.523438 1745297046.4653
MEM 26.679688 1745297046.4665
MEM 26.679688 1745297046.4676
MEM 26.679688 1745297046.4688
MEM 26.679688 1745297046.4700
MEM 26.835938 1745297046.4712
MEM 26.835938 1745297046.4723
MEM 26.835938 1745297046.4735
MEM 26.835938 1745297046.4746
MEM 26.992188 1745297046.4758
MEM 26.992188 1745297046.4769
MEM 26.992188 1745297046.4781
MEM 26.992188 1745297046.4792
MEM 26.992188 1745297046.4803
MEM 26.992188 1745297046.4814
MEM 26.992188 1745297046.4826
MEM 26.992188 1745297046.4837
MEM 26.992188 1745297046.4849
MEM 27.148438 1745297046.4875
MEM 27.148438 1745297046.4887
MEM 27.148438 1745297046.4899
MEM 27.304688 1745297046.4910
MEM 27.304688 1745297046.4922
MEM 27.304688 1745297046.4934
MEM 27.460938 1745297046.4946
MEM 27.617188 1745297046.4985
MEM 27.617188 1745297046.4997
MEM 27.617188 1745297046.5009
MEM 27.785156 1745297046.5021
MEM 27.785156 1745297046.5033
MEM 27.785156 1745297046.5044
MEM 27.941406 1745297046.5056
MEM 27.941406 1745297046.5068
MEM 27.941406 1745297046.5080
MEM 27.941406 1745297046.5091
MEM 27.941406 1745297046.5103
MEM 28.097656 1745297046.5115
MEM 28.097656 1745297046.5126
MEM 28.097656 1745297046.5138
MEM 28.253906 1745297046.5149
MEM 28.253906 1745297046.5161
MEM 28.253906 1745297046.5172
MEM 28.253906 1745297046.5184
MEM 28.410156 1745297046.5196
MEM 28.410156 1745297046.5207
MEM 28.722656 1745297046.5219
MEM 28.878906 1745297046.5231
MEM 29.035156 1745297046.5255
MEM 29.191406 1745297046.5267
MEM 29.191406 1745297046.5278
MEM 29.191406 1745297046.5290
MEM 29.347656 1745297046.5302
MEM 30.449219 1745297046.5313
MEM 30.628906 1745297046.5325
MEM 31.175781 1745297046.5336
MEM 31.355469 1745297046.5348
MEM 31.355469 1745297046.5359
MEM 31.511719 1745297046.5378
MEM 31.511719 1745297046.5390
MEM 31.511719 1745297046.5401
MEM 31.511719 1745297046.5413
MEM 31.511719 1745297046.5425
MEM 31.511719 1745297046.5436
MEM 31.667969 1745297046.5485
MEM 31.824219 1745297046.5497
MEM 31.824219 1745297046.5508
MEM 31.980469 1745297046.5520
MEM 31.980469 1745297046.5531
MEM 31.980469 1745297046.5543
MEM 31.980469 1745297046.5554
MEM 32.136719 1745297046.5566
MEM 32.136719 1745297046.5577
MEM 32.136719 1745297046.5589
MEM 32.136719 1745297046.5600
MEM 32.292969 1745297046.5611
MEM 32.449219 1745297046.5623
MEM 32.605469 1745297046.5634
MEM 32.605469 1745297046.5646
MEM 32.605469 1745297046.5658
MEM 32.605469 1745297046.5669
MEM 32.605469 1745297046.5681
MEM 32.761719 1745297046.5692
MEM 32.761719 1745297046.5703
MEM 32.761719 1745297046.5714
MEM 32.761719 1745297046.5726
MEM 32.761719 1745297046.5737
MEM 33.074219 1745297046.5749
MEM 33.074219 1745297046.5760
MEM 33.074219 1745297046.5772
MEM 33.074219 1745297046.5783
MEM 33.074219 1745297046.5795
MEM 33.074219 1745297046.5806
MEM 33.074219 1745297046.5818
MEM 33.074219 1745297046.5829
MEM 33.074219 1745297046.5841
MEM 33.074219 1745297046.5852
MEM 33.074219 1745297046.5864
MEM 33.230469 1745297046.5875
MEM 33.230469 1745297046.5887
MEM 33.230469 1745297046.5935
MEM 33.230469 1745297046.5947
MEM 33.230469 1745297046.5958
MEM 33.230469 1745297046.5970
MEM 33.542969 1745297046.5981
MEM 33.699219 1745297046.5993
MEM 33.699219 1745297046.6004
MEM 33.699219 1745297046.6016
MEM 33.699219 1745297046.6027
MEM 33.699219 1745297046.6038
MEM 33.699219 1745297046.6050
MEM 33.699219 1745297046.6061
MEM 33.699219 1745297046.6073
MEM 33.699219 1745297046.6084
MEM 33.699219 1745297046.6096
MEM 33.699219 1745297046.6107
MEM 33.855469 1745297046.6119
MEM 33.855469 1745297046.6130
MEM 33.855469 1745297046.6142
MEM 33.855469 1745297046.6153
MEM 33.855469 1745297046.6165
MEM 34.011719 1745297046.6176
