CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/367.py
MEM 5.519531 1745297048.2908
MEM 5.519531 1745297048.2920
MEM 6.406250 1745297048.2932
MEM 6.406250 1745297048.2943
MEM 6.562500 1745297048.2955
MEM 7.082031 1745297048.2995
MEM 7.238281 1745297048.3007
MEM 7.953125 1745297048.3019
MEM 7.953125 1745297048.3030
MEM 8.109375 1745297048.3042
MEM 8.421875 1745297048.3054
MEM 8.734375 1745297048.3066
MEM 8.734375 1745297048.3078
MEM 8.890625 1745297048.3089
MEM 9.203125 1745297048.3101
MEM 9.359375 1745297048.3113
MEM 9.359375 1745297048.3125
MEM 9.515625 1745297048.3136
MEM 9.671875 1745297048.3148
MEM 9.828125 1745297048.3162
MEM 9.828125 1745297048.3174
MEM 9.992188 1745297048.3186
MEM 10.148438 1745297048.3198
MEM 10.304688 1745297048.3211
MEM 10.460938 1745297048.3222
MEM 10.773438 1745297048.3233
MEM 10.773438 1745297048.3244
MEM 10.773438 1745297048.3256
MEM 11.085938 1745297048.3268
MEM 11.246094 1745297048.3286
MEM 11.246094 1745297048.3298
MEM 11.402344 1745297048.3310
MEM 11.871094 1745297048.3332
MEM 13.472656 1745297048.3343
MEM 14.445312 1745297048.3355
MEM 14.445312 1745297048.3367
MEM 14.761719 1745297048.3378
MEM 15.292969 1745297048.3390
MEM 15.917969 1745297048.3415
MEM 16.074219 1745297048.3427
MEM 16.074219 1745297048.3438
MEM 16.386719 1745297048.3467
MEM 16.386719 1745297048.3478
MEM 16.542969 1745297048.3490
MEM 16.542969 1745297048.3501
MEM 16.542969 1745297048.3513
MEM 16.699219 1745297048.3524
MEM 16.855469 1745297048.3536
MEM 16.855469 1745297048.3547
MEM 17.167969 1745297048.3560
MEM 17.324219 1745297048.3572
MEM 17.324219 1745297048.3585
MEM 17.480469 1745297048.3596
MEM 17.480469 1745297048.3608
MEM 17.636719 1745297048.3619
MEM 17.792969 1745297048.3631
MEM 18.417969 1745297048.3676
MEM 18.574219 1745297048.3688
MEM 18.886719 1745297048.3700
MEM 19.269531 1745297048.3714
MEM 19.425781 1745297048.3726
MEM 19.425781 1745297048.3738
MEM 19.582031 1745297048.3750
MEM 19.738281 1745297048.3761
MEM 20.210938 1745297048.3772
MEM 20.210938 1745297048.3784
MEM 20.367188 1745297048.3795
MEM 20.367188 1745297048.3808
MEM 20.367188 1745297048.3820
MEM 20.367188 1745297048.3832
MEM 20.367188 1745297048.3843
MEM 20.523438 1745297048.3854
MEM 20.835938 1745297048.3866
MEM 20.992188 1745297048.3878
MEM 21.148438 1745297048.3889
MEM 21.148438 1745297048.3901
MEM 21.617188 1745297048.3916
