CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/2111.py
MEM 5.175781 1745297045.9197
MEM 6.437500 1745297045.9209
MEM 6.593750 1745297045.9221
MEM 7.093750 1745297045.9232
MEM 7.250000 1745297045.9244
MEM 7.585938 1745297045.9255
MEM 8.117188 1745297045.9267
MEM 8.273438 1745297045.9278
MEM 8.429688 1745297045.9290
MEM 8.585938 1745297045.9301
MEM 8.898438 1745297045.9313
MEM 8.898438 1745297045.9324
MEM 9.367188 1745297045.9336
MEM 9.523438 1745297045.9348
MEM 9.835938 1745297045.9385
MEM 9.992188 1745297045.9397
MEM 9.992188 1745297045.9409
MEM 9.992188 1745297045.9421
MEM 10.199219 1745297045.9432
MEM 10.355469 1745297045.9444
MEM 10.511719 1745297045.9456
MEM 10.667969 1745297045.9467
MEM 10.980469 1745297045.9479
MEM 10.980469 1745297045.9490
MEM 11.136719 1745297045.9502
MEM 11.453125 1745297045.9513
MEM 11.453125 1745297045.9524
MEM 11.921875 1745297045.9536
MEM 12.964844 1745297045.9547
MEM 14.339844 1745297045.9559
MEM 14.652344 1745297045.9571
MEM 14.652344 1745297045.9583
MEM 14.968750 1745297045.9594
MEM 15.656250 1745297045.9606
MEM 15.968750 1745297045.9618
MEM 16.125000 1745297045.9629
MEM 16.593750 1745297045.9666
MEM 16.593750 1745297045.9677
MEM 16.750000 1745297045.9690
MEM 16.750000 1745297045.9702
MEM 16.750000 1745297045.9713
MEM 16.750000 1745297045.9725
MEM 17.062500 1745297045.9756
MEM 17.375000 1745297045.9768
MEM 17.531250 1745297045.9780
MEM 17.531250 1745297045.9791
MEM 17.531250 1745297045.9803
MEM 17.687500 1745297045.9815
MEM 17.843750 1745297045.9827
MEM 18.000000 1745297045.9838
MEM 18.156250 1745297045.9850
MEM 18.468750 1745297045.9862
MEM 18.468750 1745297045.9873
MEM 18.781250 1745297045.9884
MEM 18.937500 1745297045.9896
MEM 19.476562 1745297045.9908
MEM 19.476562 1745297045.9919
MEM 19.632812 1745297045.9931
MEM 19.789062 1745297045.9942
MEM 19.789062 1745297045.9954
MEM 20.105469 1745297045.9967
MEM 20.261719 1745297045.9978
MEM 20.417969 1745297045.9990
MEM 20.574219 1745297046.0001
MEM 20.886719 1745297046.0045
MEM 21.042969 1745297046.0057
MEM 21.042969 1745297046.0068
MEM 21.199219 1745297046.0080
MEM 21.199219 1745297046.0091
MEM 21.511719 1745297046.0103
MEM 21.667969 1745297046.0115
MEM 21.667969 1745297046.0126
MEM 21.824219 1745297046.0138
MEM 22.136719 1745297046.0149
MEM 22.136719 1745297046.0160
MEM 22.136719 1745297046.0172
MEM 22.136719 1745297046.0184
MEM 22.292969 1745297046.0196
MEM 22.292969 1745297046.0207
