CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/154.py
MEM 5.023438 1745297048.3238
MEM 5.023438 1745297048.3251
MEM 5.023438 1745297048.3262
MEM 5.023438 1745297048.3274
MEM 6.472656 1745297048.3286
MEM 6.628906 1745297048.3298
MEM 7.105469 1745297048.3310
MEM 7.105469 1745297048.3322
MEM 7.105469 1745297048.3334
MEM 7.105469 1745297048.3346
MEM 7.105469 1745297048.3358
MEM 7.437500 1745297048.3370
MEM 7.996094 1745297048.3381
MEM 8.152344 1745297048.3394
MEM 8.152344 1745297048.3406
MEM 8.152344 1745297048.3418
MEM 8.152344 1745297048.3429
MEM 8.308594 1745297048.3441
MEM 8.621094 1745297048.3453
MEM 8.621094 1745297048.3465
MEM 8.621094 1745297048.3477
MEM 9.402344 1745297048.3525
MEM 9.402344 1745297048.3537
MEM 9.402344 1745297048.3549
MEM 9.402344 1745297048.3561
MEM 9.558594 1745297048.3573
MEM 9.714844 1745297048.3585
MEM 9.714844 1745297048.3597
MEM 9.714844 1745297048.3608
MEM 9.714844 1745297048.3620
MEM 9.714844 1745297048.3632
MEM 9.714844 1745297048.3644
MEM 9.714844 1745297048.3656
MEM 9.871094 1745297048.3668
MEM 10.027344 1745297048.3680
MEM 10.027344 1745297048.3692
MEM 10.027344 1745297048.3704
MEM 10.027344 1745297048.3716
MEM 10.027344 1745297048.3728
MEM 10.027344 1745297048.3739
MEM 10.183594 1745297048.3751
MEM 10.554688 1745297048.3763
MEM 10.554688 1745297048.3775
MEM 10.554688 1745297048.3787
MEM 10.554688 1745297048.3798
MEM 10.710938 1745297048.3810
MEM 11.023438 1745297048.3822
MEM 11.023438 1745297048.3855
MEM 11.023438 1745297048.3867
MEM 11.207031 1745297048.3879
MEM 11.363281 1745297048.3891
MEM 11.527344 1745297048.3903
MEM 11.839844 1745297048.3915
MEM 11.839844 1745297048.3926
MEM 11.839844 1745297048.3938
MEM 12.007812 1745297048.3950
MEM 12.710938 1745297048.3962
MEM 14.226562 1745297048.3974
MEM 14.226562 1745297048.3986
MEM 14.226562 1745297048.3997
MEM 14.226562 1745297048.4009
MEM 14.539062 1745297048.4021
MEM 15.855469 1745297048.4065
MEM 16.011719 1745297048.4077
MEM 16.167969 1745297048.4089
MEM 16.324219 1745297048.4100
MEM 16.324219 1745297048.4112
MEM 16.480469 1745297048.4124
MEM 16.480469 1745297048.4136
MEM 16.636719 1745297048.4147
MEM 16.636719 1745297048.4159
MEM 16.636719 1745297048.4171
MEM 16.792969 1745297048.4183
MEM 16.792969 1745297048.4195
MEM 16.792969 1745297048.4206
MEM 16.792969 1745297048.4218
MEM 16.792969 1745297048.4230
MEM 16.949219 1745297048.4242
MEM 17.261719 1745297048.4254
MEM 17.417969 1745297048.4266
MEM 17.417969 1745297048.4278
MEM 17.417969 1745297048.4290
MEM 17.417969 1745297048.4302
MEM 17.417969 1745297048.4314
MEM 17.417969 1745297048.4325
MEM 17.417969 1745297048.4337
MEM 17.574219 1745297048.4386
MEM 17.730469 1745297048.4397
MEM 17.886719 1745297048.4409
MEM 18.042969 1745297048.4421
MEM 18.042969 1745297048.4432
MEM 18.042969 1745297048.4444
MEM 18.042969 1745297048.4456
MEM 18.199219 1745297048.4467
MEM 18.355469 1745297048.4479
MEM 18.355469 1745297048.4491
MEM 18.511719 1745297048.4502
MEM 18.511719 1745297048.4514
MEM 18.511719 1745297048.4526
MEM 18.667969 1745297048.4538
MEM 19.148438 1745297048.4549
MEM 19.148438 1745297048.4561
MEM 19.148438 1745297048.4574
MEM 19.148438 1745297048.4586
MEM 19.148438 1745297048.4597
MEM 19.148438 1745297048.4609
MEM 19.363281 1745297048.4621
MEM 19.363281 1745297048.4633
MEM 19.519531 1745297048.4645
MEM 19.519531 1745297048.4657
MEM 19.519531 1745297048.4669
MEM 19.519531 1745297048.4685
MEM 19.675781 1745297048.4697
MEM 19.675781 1745297048.4725
MEM 19.675781 1745297048.4737
MEM 19.675781 1745297048.4749
MEM 19.992188 1745297048.4760
MEM 20.148438 1745297048.4773
MEM 20.304688 1745297048.4786
MEM 20.304688 1745297048.4798
MEM 20.304688 1745297048.4809
MEM 20.304688 1745297048.4821
MEM 20.304688 1745297048.4832
MEM 20.460938 1745297048.4855
MEM 20.460938 1745297048.4867
MEM 20.460938 1745297048.4879
MEM 20.460938 1745297048.4892
MEM 20.460938 1745297048.4904
MEM 20.617188 1745297048.4916
MEM 20.617188 1745297048.4928
MEM 20.617188 1745297048.4945
MEM 21.242188 1745297048.4987
MEM 21.242188 1745297048.4998
MEM 21.242188 1745297048.5010
MEM 21.242188 1745297048.5022
MEM 21.242188 1745297048.5033
MEM 21.242188 1745297048.5045
MEM 21.554688 1745297048.5056
MEM 21.710938 1745297048.5068
MEM 21.710938 1745297048.5080
MEM 21.710938 1745297048.5093
MEM 21.710938 1745297048.5106
MEM 21.710938 1745297048.5118
MEM 22.179688 1745297048.5129
MEM 22.179688 1745297048.5141
MEM 22.179688 1745297048.5153
MEM 22.335938 1745297048.5166
MEM 22.335938 1745297048.5179
MEM 22.335938 1745297048.5191
MEM 22.648438 1745297048.5203
MEM 22.804688 1745297048.5215
MEM 23.117188 1745297048.5228
MEM 23.585938 1745297048.5265
MEM 23.585938 1745297048.5278
MEM 23.585938 1745297048.5290
MEM 23.742188 1745297048.5317
MEM 24.210938 1745297048.5329
MEM 24.210938 1745297048.5340
MEM 24.367188 1745297048.5352
MEM 24.367188 1745297048.5364
MEM 24.523438 1745297048.5376
MEM 24.523438 1745297048.5387
MEM 25.003906 1745297048.5416
MEM 25.003906 1745297048.5429
MEM 25.160156 1745297048.5442
MEM 25.160156 1745297048.5453
MEM 25.480469 1745297048.5465
MEM 25.792969 1745297048.5477
MEM 25.949219 1745297048.5488
MEM 25.949219 1745297048.5500
MEM 26.261719 1745297048.5524
MEM 26.417969 1745297048.5536
MEM 26.574219 1745297048.5547
MEM 26.574219 1745297048.5560
MEM 26.730469 1745297048.5573
MEM 26.730469 1745297048.5584
MEM 26.730469 1745297048.5596
MEM 26.730469 1745297048.5608
MEM 26.886719 1745297048.5645
MEM 26.886719 1745297048.5657
MEM 26.886719 1745297048.5669
MEM 26.886719 1745297048.5680
MEM 27.042969 1745297048.5692
MEM 27.042969 1745297048.5706
MEM 27.199219 1745297048.5718
MEM 27.199219 1745297048.5730
MEM 27.199219 1745297048.5742
MEM 27.199219 1745297048.5754
MEM 27.199219 1745297048.5765
MEM 27.355469 1745297048.5777
MEM 27.511719 1745297048.5790
MEM 27.667969 1745297048.5802
MEM 27.667969 1745297048.5814
MEM 27.667969 1745297048.5826
MEM 27.824219 1745297048.5856
MEM 27.980469 1745297048.5868
MEM 27.980469 1745297048.5880
MEM 27.980469 1745297048.5891
MEM 27.980469 1745297048.5903
MEM 27.980469 1745297048.5915
MEM 27.980469 1745297048.5927
MEM 27.980469 1745297048.5940
