CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/Human/540.py
MEM 0.480469 1745297049.7703
MEM 3.960938 1745297049.7714
MEM 4.585938 1745297049.7725
MEM 6.382812 1745297049.7737
MEM 6.859375 1745297049.7748
MEM 7.347656 1745297049.7760
MEM 8.062500 1745297049.7771
MEM 8.218750 1745297049.7782
MEM 8.687500 1745297049.7794
MEM 8.843750 1745297049.7806
MEM 9.312500 1745297049.7818
MEM 9.468750 1745297049.7829
MEM 9.781250 1745297049.7841
MEM 9.937500 1745297049.7853
MEM 9.937500 1745297049.7864
MEM 9.937500 1745297049.7876
MEM 10.093750 1745297049.7887
MEM 10.250000 1745297049.7898
MEM 10.429688 1745297049.7910
MEM 10.898438 1745297049.7921
MEM 10.898438 1745297049.7933
MEM 10.898438 1745297049.7944
MEM 11.238281 1745297049.7955
MEM 11.402344 1745297049.7967
MEM 11.558594 1745297049.7978
MEM 11.882812 1745297049.7990
MEM 12.593750 1745297049.8001
MEM 13.921875 1745297049.8013
MEM 14.546875 1745297049.8024
MEM 14.546875 1745297049.8036
MEM 14.898438 1745297049.8047
MEM 15.296875 1745297049.8059
MEM 15.765625 1745297049.8070
MEM 15.921875 1745297049.8082
MEM 16.078125 1745297049.8093
MEM 16.234375 1745297049.8104
MEM 16.234375 1745297049.8116
MEM 16.390625 1745297049.8127
MEM 16.390625 1745297049.8139
MEM 16.710938 1745297049.8150
MEM 16.710938 1745297049.8162
MEM 16.710938 1745297049.8173
MEM 16.867188 1745297049.8185
MEM 17.023438 1745297049.8196
MEM 17.492188 1745297049.8208
MEM 17.492188 1745297049.8219
MEM 17.492188 1745297049.8230
MEM 17.648438 1745297049.8242
MEM 17.804688 1745297049.8253
MEM 17.960938 1745297049.8264
MEM 18.117188 1745297049.8275
MEM 18.429688 1745297049.8287
MEM 18.429688 1745297049.8298
MEM 18.742188 1745297049.8310
MEM 18.898438 1745297049.8321
MEM 19.246094 1745297049.8333
MEM 19.246094 1745297049.8344
MEM 19.402344 1745297049.8356
MEM 19.402344 1745297049.8367
MEM 19.558594 1745297049.8378
MEM 19.910156 1745297049.8389
MEM 20.066406 1745297049.8400
MEM 20.226562 1745297049.8412
MEM 20.226562 1745297049.8423
MEM 20.382812 1745297049.8434
MEM 20.382812 1745297049.8446
MEM 20.382812 1745297049.8457
MEM 20.539062 1745297049.8468
MEM 20.851562 1745297049.8479
MEM 21.011719 1745297049.8491
MEM 21.167969 1745297049.8501
MEM 21.167969 1745297049.8513
MEM 21.480469 1745297049.8524
MEM 21.636719 1745297049.8535
MEM 21.636719 1745297049.8547
MEM 22.105469 1745297049.8558
MEM 22.105469 1745297049.8569
MEM 22.105469 1745297049.8581
MEM 22.105469 1745297049.8592
MEM 22.261719 1745297049.8603
MEM 22.261719 1745297049.8614
MEM 22.417969 1745297049.8625
MEM 22.574219 1745297049.8636
MEM 23.042969 1745297049.8648
MEM 23.199219 1745297049.8659
MEM 23.199219 1745297049.8670
MEM 23.511719 1745297049.8682
MEM 23.511719 1745297049.8693
MEM 23.511719 1745297049.8704
MEM 23.511719 1745297049.8716
MEM 23.667969 1745297049.8728
MEM 23.824219 1745297049.8739
MEM 24.136719 1745297049.8751
MEM 24.292969 1745297049.8762
MEM 24.292969 1745297049.8774
MEM 24.449219 1745297049.8785
MEM 24.449219 1745297049.8797
MEM 24.773438 1745297049.8808
MEM 24.773438 1745297049.8819
MEM 24.929688 1745297049.8830
MEM 24.929688 1745297049.8842
MEM 24.929688 1745297049.8853
MEM 25.085938 1745297049.8865
MEM 25.398438 1745297049.8876
MEM 25.710938 1745297049.8888
MEM 25.867188 1745297049.8899
MEM 25.867188 1745297049.8911
MEM 26.179688 1745297049.8922
