CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/1213.py
MEM 0.535156 1745297046.1223
MEM 3.687500 1745297046.1235
MEM 4.640625 1745297046.1255
MEM 5.316406 1745297046.1267
MEM 6.390625 1745297046.1278
MEM 6.546875 1745297046.1290
MEM 7.046875 1745297046.1302
MEM 7.203125 1745297046.1314
MEM 7.203125 1745297046.1325
MEM 7.726562 1745297046.1348
MEM 8.070312 1745297046.1360
MEM 8.070312 1745297046.1372
MEM 8.226562 1745297046.1384
MEM 8.382812 1745297046.1395
MEM 8.851562 1745297046.1417
MEM 8.851562 1745297046.1428
MEM 9.007812 1745297046.1440
MEM 9.320312 1745297046.1452
MEM 9.476562 1745297046.1464
MEM 9.476562 1745297046.1476
MEM 9.476562 1745297046.1488
MEM 9.632812 1745297046.1512
MEM 9.945312 1745297046.1524
MEM 9.945312 1745297046.1536
MEM 9.945312 1745297046.1554
MEM 10.109375 1745297046.1566
MEM 10.265625 1745297046.1578
MEM 10.421875 1745297046.1590
MEM 11.078125 1745297046.1637
MEM 11.078125 1745297046.1649
MEM 11.406250 1745297046.1660
MEM 11.406250 1745297046.1672
MEM 11.562500 1745297046.1684
MEM 11.875000 1745297046.1696
MEM 11.875000 1745297046.1709
MEM 13.250000 1745297046.1722
MEM 14.421875 1745297046.1734
MEM 14.421875 1745297046.1746
MEM 14.578125 1745297046.1758
MEM 14.578125 1745297046.1769
MEM 14.578125 1745297046.1781
MEM 14.578125 1745297046.1793
MEM 14.578125 1745297046.1805
MEM 14.734375 1745297046.1819
MEM 15.578125 1745297046.1843
MEM 15.578125 1745297046.1855
MEM 15.578125 1745297046.1867
MEM 15.578125 1745297046.1878
MEM 15.734375 1745297046.1890
MEM 15.734375 1745297046.1902
MEM 15.734375 1745297046.1913
MEM 15.890625 1745297046.1926
MEM 16.046875 1745297046.1963
MEM 16.046875 1745297046.1975
MEM 16.046875 1745297046.1988
MEM 16.203125 1745297046.2001
MEM 16.203125 1745297046.2012
MEM 16.203125 1745297046.2024
MEM 16.203125 1745297046.2036
MEM 16.203125 1745297046.2048
MEM 16.359375 1745297046.2060
MEM 16.359375 1745297046.2071
MEM 16.523438 1745297046.2086
MEM 16.523438 1745297046.2097
MEM 16.835938 1745297046.2109
MEM 16.835938 1745297046.2122
MEM 16.992188 1745297046.2134
MEM 17.460938 1745297046.2167
MEM 17.460938 1745297046.2178
MEM 17.460938 1745297046.2190
MEM 17.617188 1745297046.2201
MEM 17.773438 1745297046.2213
MEM 17.929688 1745297046.2225
MEM 18.085938 1745297046.2237
MEM 18.242188 1745297046.2249
MEM 18.398438 1745297046.2260
MEM 18.554688 1745297046.2275
MEM 18.867188 1745297046.2295
MEM 19.058594 1745297046.2307
MEM 19.214844 1745297046.2319
MEM 19.214844 1745297046.2330
MEM 19.371094 1745297046.2342
MEM 19.722656 1745297046.2354
MEM 20.039062 1745297046.2370
MEM 20.195312 1745297046.2382
MEM 20.195312 1745297046.2394
MEM 20.351562 1745297046.2445
MEM 20.664062 1745297046.2457
MEM 20.832031 1745297046.2469
MEM 20.832031 1745297046.2481
MEM 20.988281 1745297046.2493
MEM 21.144531 1745297046.2505
MEM 21.457031 1745297046.2516
MEM 21.457031 1745297046.2528
MEM 21.457031 1745297046.2540
MEM 21.925781 1745297046.2552
MEM 21.925781 1745297046.2563
MEM 21.925781 1745297046.2575
MEM 21.925781 1745297046.2586
MEM 22.082031 1745297046.2598
MEM 22.082031 1745297046.2610
MEM 22.238281 1745297046.2622
MEM 22.238281 1745297046.2634
MEM 22.550781 1745297046.2646
MEM 22.863281 1745297046.2658
MEM 23.019531 1745297046.2670
MEM 23.175781 1745297046.2681
MEM 23.332031 1745297046.2693
MEM 23.332031 1745297046.2705
MEM 23.332031 1745297046.2717
MEM 23.488281 1745297046.2729
MEM 23.488281 1745297046.2740
MEM 23.488281 1745297046.2752
MEM 23.800781 1745297046.2764
MEM 23.957031 1745297046.2775
MEM 24.113281 1745297046.2787
MEM 24.269531 1745297046.2835
MEM 24.632812 1745297046.2847
MEM 24.789062 1745297046.2859
MEM 24.789062 1745297046.2871
MEM 24.789062 1745297046.2883
MEM 24.945312 1745297046.2894
MEM 24.945312 1745297046.2906
MEM 25.101562 1745297046.2918
MEM 25.257812 1745297046.2930
MEM 25.570312 1745297046.2942
MEM 25.726562 1745297046.2953
MEM 25.882812 1745297046.2965
MEM 26.214844 1745297046.2977
MEM 26.371094 1745297046.2989
MEM 26.371094 1745297046.3001
MEM 26.527344 1745297046.3012
MEM 26.527344 1745297046.3024
MEM 26.683594 1745297046.3036
MEM 26.683594 1745297046.3048
MEM 26.839844 1745297046.3059
MEM 26.839844 1745297046.3071
MEM 26.839844 1745297046.3083
MEM 26.996094 1745297046.3095
MEM 26.996094 1745297046.3106
MEM 27.152344 1745297046.3118
MEM 27.152344 1745297046.3130
MEM 27.308594 1745297046.3142
MEM 27.308594 1745297046.3154
MEM 27.621094 1745297046.3195
MEM 27.777344 1745297046.3207
MEM 27.777344 1745297046.3219
MEM 27.777344 1745297046.3231
MEM 27.777344 1745297046.3242
MEM 27.933594 1745297046.3254
MEM 27.933594 1745297046.3266
MEM 27.933594 1745297046.3278
MEM 27.933594 1745297046.3290
MEM 28.089844 1745297046.3302
MEM 28.089844 1745297046.3314
MEM 28.089844 1745297046.3325
MEM 28.558594 1745297046.3337
MEM 28.714844 1745297046.3349
MEM 28.714844 1745297046.3361
MEM 28.871094 1745297046.3373
MEM 28.871094 1745297046.3385
MEM 28.871094 1745297046.3396
MEM 29.027344 1745297046.3408
MEM 29.027344 1745297046.3420
MEM 30.101562 1745297046.3432
MEM 31.363281 1745297046.3475
MEM 31.519531 1745297046.3487
MEM 31.675781 1745297046.3499
MEM 31.832031 1745297046.3511
MEM 31.832031 1745297046.3523
MEM 31.988281 1745297046.3535
MEM 31.988281 1745297046.3546
MEM 32.300781 1745297046.3558
MEM 32.457031 1745297046.3570
MEM 32.613281 1745297046.3582
MEM 32.769531 1745297046.3594
MEM 32.769531 1745297046.3605
MEM 33.082031 1745297046.3617
MEM 33.082031 1745297046.3629
MEM 33.082031 1745297046.3641
MEM 33.082031 1745297046.3653
MEM 33.238281 1745297046.3665
MEM 33.238281 1745297046.3676
MEM 33.394531 1745297046.3688
MEM 33.550781 1745297046.3700
MEM 33.707031 1745297046.3712
MEM 33.707031 1745297046.3724
MEM 33.707031 1745297046.3735
MEM 33.707031 1745297046.3747
MEM 34.019531 1745297046.3795
MEM 34.183594 1745297046.3807
MEM 34.582031 1745297046.3819
MEM 34.738281 1745297046.3831
MEM 34.738281 1745297046.3843
MEM 34.738281 1745297046.3855
MEM 34.894531 1745297046.3866
MEM 34.894531 1745297046.3878
MEM 34.894531 1745297046.3890
MEM 34.894531 1745297046.3902
MEM 34.894531 1745297046.3914
MEM 34.894531 1745297046.3925
MEM 35.050781 1745297046.3937
MEM 35.050781 1745297046.3949
MEM 35.050781 1745297046.3961
MEM 35.207031 1745297046.3973
MEM 35.207031 1745297046.3985
MEM 35.363281 1745297046.3996
MEM 36.300781 1745297046.4008
MEM 35.996094 1745297046.4020
MEM 36.152344 1745297046.4032
MEM 36.152344 1745297046.4044
MEM 36.308594 1745297046.4055
MEM 36.308594 1745297046.4067
MEM 36.308594 1745297046.4079
MEM 36.308594 1745297046.4091
MEM 36.464844 1745297046.4102
MEM 36.777344 1745297046.4145
MEM 36.777344 1745297046.4157
MEM 36.933594 1745297046.4169
MEM 36.933594 1745297046.4180
MEM 37.089844 1745297046.4192
MEM 37.089844 1745297046.4204
MEM 37.089844 1745297046.4215
MEM 37.246094 1745297046.4227
MEM 37.246094 1745297046.4239
MEM 37.402344 1745297046.4251
MEM 37.402344 1745297046.4262
MEM 37.558594 1745297046.4274
MEM 37.558594 1745297046.4286
MEM 37.871094 1745297046.4298
MEM 37.871094 1745297046.4310
MEM 38.027344 1745297046.4321
MEM 38.027344 1745297046.4333
MEM 38.027344 1745297046.4345
MEM 38.027344 1745297046.4357
MEM 38.027344 1745297046.4368
MEM 38.183594 1745297046.4380
MEM 38.183594 1745297046.4392
MEM 38.339844 1745297046.4404
MEM 38.496094 1745297046.4416
MEM 38.808594 1745297046.4465
MEM 38.808594 1745297046.4477
MEM 38.964844 1745297046.4489
MEM 38.964844 1745297046.4501
MEM 39.121094 1745297046.4513
MEM 39.121094 1745297046.4525
MEM 39.121094 1745297046.4536
MEM 39.277344 1745297046.4548
MEM 39.433594 1745297046.4560
MEM 39.589844 1745297046.4572
MEM 39.589844 1745297046.4583
MEM 39.589844 1745297046.4595
MEM 39.589844 1745297046.4606
MEM 39.589844 1745297046.4618
MEM 39.746094 1745297046.4630
MEM 39.746094 1745297046.4642
MEM 39.746094 1745297046.4653
MEM 39.746094 1745297046.4665
MEM 39.902344 1745297046.4676
MEM 39.902344 1745297046.4688
MEM 39.902344 1745297046.4700
