CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/704.py
MEM 5.023438 1745294932.6198
MEM 6.289062 1745294932.6211
MEM 6.628906 1745294932.6222
MEM 6.949219 1745294932.6234
MEM 7.105469 1745294932.6246
MEM 7.281250 1745294932.6258
MEM 7.437500 1745294932.6270
MEM 7.996094 1745294932.6281
MEM 8.152344 1745294932.6293
MEM 8.308594 1745294932.6305
MEM 8.464844 1745294932.6317
MEM 8.777344 1745294932.6328
MEM 8.933594 1745294932.6340
MEM 8.933594 1745294932.6352
MEM 9.402344 1745294932.6364
MEM 9.402344 1745294932.6376
MEM 9.558594 1745294932.6387
MEM 9.714844 1745294932.6399
MEM 9.714844 1745294932.6411
MEM 9.871094 1745294932.6423
MEM 10.027344 1745294932.6435
MEM 10.027344 1745294932.6447
MEM 10.027344 1745294932.6459
MEM 10.027344 1745294932.6470
MEM 10.183594 1745294932.6482
MEM 11.023438 1745294932.6515
MEM 11.023438 1745294932.6527
MEM 11.207031 1745294932.6539
MEM 11.363281 1745294932.6551
MEM 11.363281 1745294932.6563
MEM 11.527344 1745294932.6575
MEM 11.839844 1745294932.6587
MEM 12.007812 1745294932.6599
MEM 13.242188 1745294932.6611
MEM 13.242188 1745294932.6623
MEM 13.242188 1745294932.6635
MEM 13.242188 1745294932.6646
MEM 13.722656 1745294932.6658
MEM 14.539062 1745294932.6670
MEM 14.886719 1745294932.6715
MEM 15.285156 1745294932.6727
MEM 15.597656 1745294932.6739
MEM 15.910156 1745294932.6751
MEM 15.910156 1745294932.6762
MEM 15.910156 1745294932.6774
MEM 15.910156 1745294932.6786
MEM 16.066406 1745294932.6798
MEM 16.066406 1745294932.6810
MEM 16.066406 1745294932.6822
MEM 16.066406 1745294932.6834
MEM 16.066406 1745294932.6845
MEM 16.222656 1745294932.6858
MEM 16.378906 1745294932.6870
MEM 16.378906 1745294932.6881
MEM 16.535156 1745294932.6893
MEM 16.535156 1745294932.6905
MEM 16.535156 1745294932.6916
MEM 16.535156 1745294932.6928
MEM 16.699219 1745294932.6940
MEM 16.699219 1745294932.6952
MEM 16.699219 1745294932.6964
MEM 16.699219 1745294932.6976
MEM 16.699219 1745294932.6987
MEM 16.699219 1745294932.6999
MEM 17.167969 1745294932.7035
MEM 17.636719 1745294932.7047
MEM 17.636719 1745294932.7059
MEM 17.636719 1745294932.7070
MEM 17.636719 1745294932.7082
MEM 17.636719 1745294932.7094
MEM 17.636719 1745294932.7105
MEM 17.636719 1745294932.7117
MEM 17.636719 1745294932.7129
MEM 17.636719 1745294932.7140
MEM 17.636719 1745294932.7152
MEM 17.636719 1745294932.7164
MEM 17.949219 1745294932.7176
MEM 18.105469 1745294932.7188
MEM 18.261719 1745294932.7200
MEM 18.261719 1745294932.7211
MEM 18.261719 1745294932.7223
MEM 18.417969 1745294932.7235
MEM 19.062500 1745294932.7285
MEM 19.218750 1745294932.7297
MEM 19.218750 1745294932.7309
MEM 19.218750 1745294932.7320
MEM 19.531250 1745294932.7332
MEM 19.726562 1745294932.7344
MEM 20.039062 1745294932.7356
MEM 20.195312 1745294932.7368
MEM 20.195312 1745294932.7379
MEM 20.195312 1745294932.7391
MEM 20.195312 1745294932.7403
MEM 20.351562 1745294932.7415
MEM 20.351562 1745294932.7427
MEM 20.351562 1745294932.7439
MEM 20.664062 1745294932.7450
MEM 20.820312 1745294932.7462
MEM 20.976562 1745294932.7474
MEM 21.132812 1745294932.7486
MEM 21.132812 1745294932.7498
MEM 21.445312 1745294932.7509
MEM 21.445312 1745294932.7522
MEM 21.601562 1745294932.7533
MEM 21.914062 1745294932.7545
MEM 22.070312 1745294932.7557
MEM 22.070312 1745294932.7568
MEM 22.070312 1745294932.7580
MEM 22.070312 1745294932.7592
MEM 22.539062 1745294932.7644
MEM 22.539062 1745294932.7656
