CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/754.py
MEM 0.328125 1745294934.0543
MEM 3.851562 1745294934.0555
MEM 4.492188 1745294934.0566
MEM 5.324219 1745294934.0578
MEM 6.398438 1745294934.0590
MEM 6.710938 1745294934.0601
MEM 7.210938 1745294934.0613
MEM 7.210938 1745294934.0625
MEM 7.546875 1745294934.0636
MEM 7.734375 1745294934.0648
MEM 8.078125 1745294934.0659
MEM 8.234375 1745294934.0670
MEM 8.546875 1745294934.0681
MEM 8.859375 1745294934.0692
MEM 8.859375 1745294934.0703
MEM 9.328125 1745294934.0714
MEM 9.484375 1745294934.0725
MEM 9.484375 1745294934.0736
MEM 9.796875 1745294934.0748
MEM 9.953125 1745294934.0759
MEM 9.953125 1745294934.0771
MEM 9.953125 1745294934.0782
MEM 10.273438 1745294934.0794
MEM 10.429688 1745294934.0805
MEM 10.585938 1745294934.0816
MEM 11.085938 1745294934.0827
MEM 11.085938 1745294934.0839
MEM 11.085938 1745294934.0850
MEM 11.414062 1745294934.0861
MEM 11.414062 1745294934.0873
MEM 11.726562 1745294934.0884
MEM 11.882812 1745294934.0895
MEM 13.722656 1745294934.0906
MEM 14.695312 1745294934.0917
MEM 14.695312 1745294934.0929
MEM 14.695312 1745294934.0940
MEM 15.441406 1745294934.0952
MEM 15.753906 1745294934.0963
MEM 15.910156 1745294934.0974
MEM 16.066406 1745294934.0986
MEM 16.222656 1745294934.0997
MEM 16.378906 1745294934.1008
MEM 16.378906 1745294934.1019
MEM 16.535156 1745294934.1030
MEM 16.691406 1745294934.1042
MEM 16.855469 1745294934.1054
MEM 16.855469 1745294934.1065
MEM 17.011719 1745294934.1076
MEM 17.167969 1745294934.1087
MEM 17.636719 1745294934.1099
MEM 17.636719 1745294934.1110
MEM 17.636719 1745294934.1122
MEM 17.792969 1745294934.1133
MEM 17.949219 1745294934.1144
MEM 18.105469 1745294934.1155
MEM 18.417969 1745294934.1167
MEM 18.574219 1745294934.1178
MEM 18.730469 1745294934.1189
MEM 18.886719 1745294934.1200
MEM 19.199219 1745294934.1211
MEM 19.390625 1745294934.1223
MEM 19.390625 1745294934.1234
MEM 19.546875 1745294934.1246
MEM 19.703125 1745294934.1258
MEM 20.214844 1745294934.1269
MEM 20.371094 1745294934.1281
MEM 20.371094 1745294934.1292
MEM 20.371094 1745294934.1304
MEM 20.527344 1745294934.1316
MEM 20.527344 1745294934.1328
MEM 20.683594 1745294934.1339
MEM 20.839844 1745294934.1351
MEM 21.164062 1745294934.1362
MEM 21.164062 1745294934.1374
MEM 21.320312 1745294934.1385
MEM 21.632812 1745294934.1397
MEM 21.789062 1745294934.1408
MEM 21.789062 1745294934.1420
MEM 22.257812 1745294934.1432
MEM 22.257812 1745294934.1443
MEM 22.257812 1745294934.1454
MEM 22.414062 1745294934.1466
MEM 22.414062 1745294934.1478
MEM 22.414062 1745294934.1489
MEM 22.570312 1745294934.1500
MEM 22.726562 1745294934.1512
MEM 22.882812 1745294934.1524
MEM 23.195312 1745294934.1535
MEM 23.351562 1745294934.1546
MEM 23.507812 1745294934.1558
MEM 23.664062 1745294934.1569
MEM 23.664062 1745294934.1581
MEM 23.664062 1745294934.1592
MEM 23.664062 1745294934.1603
MEM 23.820312 1745294934.1614
MEM 24.132812 1745294934.1625
MEM 24.289062 1745294934.1637
MEM 24.445312 1745294934.1648
MEM 24.445312 1745294934.1659
MEM 24.601562 1745294934.1671
MEM 24.964844 1745294934.1682
MEM 25.121094 1745294934.1693
MEM 25.277344 1745294934.1705
MEM 25.277344 1745294934.1716
MEM 25.277344 1745294934.1727
MEM 25.433594 1745294934.1738
MEM 25.589844 1745294934.1750
MEM 25.902344 1745294934.1761
MEM 25.902344 1745294934.1772
MEM 26.058594 1745294934.1784
MEM 26.214844 1745294934.1795
MEM 26.371094 1745294934.1806
MEM 26.527344 1745294934.1817
MEM 26.683594 1745294934.1828
MEM 26.839844 1745294934.1839
MEM 26.839844 1745294934.1850
MEM 26.996094 1745294934.1862
MEM 27.152344 1745294934.1873
MEM 27.464844 1745294934.1885
MEM 27.621094 1745294934.1896
MEM 27.621094 1745294934.1907
MEM 27.777344 1745294934.1918
MEM 27.933594 1745294934.1930
MEM 27.933594 1745294934.1941
MEM 28.089844 1745294934.1953
MEM 28.402344 1745294934.1965
MEM 28.714844 1745294934.1976
MEM 28.871094 1745294934.1987
MEM 28.871094 1745294934.1998
MEM 29.027344 1745294934.2010
MEM 31.027344 1745294934.2021
