CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/1150.py
MEM 5.523438 1745294932.7288
MEM 5.523438 1745294932.7300
MEM 5.523438 1745294932.7312
MEM 6.410156 1745294932.7324
MEM 7.066406 1745294932.7355
MEM 7.066406 1745294932.7367
MEM 7.066406 1745294932.7379
MEM 7.222656 1745294932.7391
MEM 7.746094 1745294932.7425
MEM 7.746094 1745294932.7437
MEM 7.933594 1745294932.7448
MEM 8.089844 1745294932.7460
MEM 8.246094 1745294932.7472
MEM 8.402344 1745294932.7484
MEM 8.558594 1745294932.7495
MEM 8.714844 1745294932.7507
MEM 8.714844 1745294932.7519
MEM 8.714844 1745294932.7530
MEM 8.714844 1745294932.7542
MEM 8.714844 1745294932.7553
MEM 8.714844 1745294932.7565
MEM 9.027344 1745294932.7576
MEM 9.183594 1745294932.7588
MEM 9.183594 1745294932.7599
MEM 9.339844 1745294932.7611
MEM 9.339844 1745294932.7622
MEM 9.339844 1745294932.7634
MEM 9.339844 1745294932.7646
MEM 9.339844 1745294932.7657
MEM 9.339844 1745294932.7669
MEM 9.496094 1745294932.7680
MEM 9.496094 1745294932.7692
MEM 9.496094 1745294932.7704
MEM 9.496094 1745294932.7715
MEM 9.652344 1745294932.7727
MEM 9.652344 1745294932.7739
MEM 9.808594 1745294932.7750
MEM 9.808594 1745294932.7775
MEM 9.808594 1745294932.7786
MEM 9.808594 1745294932.7798
MEM 9.808594 1745294932.7810
MEM 9.808594 1745294932.7821
MEM 10.136719 1745294932.7833
MEM 10.292969 1745294932.7845
MEM 10.292969 1745294932.7856
MEM 10.605469 1745294932.7870
MEM 10.949219 1745294932.7895
MEM 10.949219 1745294932.7909
MEM 11.105469 1745294932.7922
MEM 11.277344 1745294932.7934
MEM 11.277344 1745294932.7945
MEM 11.589844 1745294932.7957
MEM 11.746094 1745294932.7969
MEM 12.761719 1745294932.7986
MEM 14.089844 1745294932.7998
MEM 14.558594 1745294932.8010
MEM 14.558594 1745294932.8021
MEM 14.714844 1745294932.8033
MEM 15.304688 1745294932.8074
MEM 16.085938 1745294932.8086
MEM 16.085938 1745294932.8098
MEM 16.242188 1745294932.8110
MEM 16.398438 1745294932.8123
MEM 16.398438 1745294932.8135
MEM 16.554688 1745294932.8146
MEM 16.554688 1745294932.8158
MEM 16.718750 1745294932.8169
MEM 16.718750 1745294932.8182
MEM 16.875000 1745294932.8195
MEM 17.031250 1745294932.8207
MEM 17.031250 1745294932.8219
MEM 17.343750 1745294932.8230
MEM 17.656250 1745294932.8243
MEM 17.656250 1745294932.8256
MEM 17.656250 1745294932.8267
MEM 17.656250 1745294932.8279
MEM 17.812500 1745294932.8290
MEM 18.125000 1745294932.8315
MEM 18.437500 1745294932.8326
MEM 18.437500 1745294932.8340
MEM 18.593750 1745294932.8352
MEM 18.750000 1745294932.8364
MEM 18.906250 1745294932.8375
MEM 19.062500 1745294932.8387
MEM 19.253906 1745294932.8399
MEM 19.410156 1745294932.8410
MEM 19.566406 1745294932.8435
MEM 19.917969 1745294932.8448
MEM 20.078125 1745294932.8460
MEM 20.234375 1745294932.8472
MEM 20.390625 1745294932.8484
MEM 20.390625 1745294932.8515
MEM 20.390625 1745294932.8527
MEM 20.546875 1745294932.8538
MEM 20.703125 1745294932.8550
MEM 21.042969 1745294932.8562
MEM 21.042969 1745294932.8574
MEM 21.042969 1745294932.8585
MEM 21.199219 1745294932.8598
MEM 21.355469 1745294932.8610
MEM 21.667969 1745294932.8622
MEM 21.667969 1745294932.8634
MEM 21.824219 1745294932.8646
MEM 22.136719 1745294932.8658
MEM 22.136719 1745294932.8669
MEM 22.136719 1745294932.8681
MEM 22.136719 1745294932.8692
MEM 22.292969 1745294932.8704
MEM 22.292969 1745294932.8715
MEM 22.761719 1745294932.8754
MEM 22.917969 1745294932.8767
MEM 22.917969 1745294932.8778
MEM 23.074219 1745294932.8790
MEM 23.074219 1745294932.8802
MEM 23.230469 1745294932.8827
MEM 23.230469 1745294932.8839
MEM 23.230469 1745294932.8862
MEM 23.386719 1745294932.8874
MEM 23.386719 1745294932.8886
MEM 23.542969 1745294932.8898
MEM 23.542969 1745294932.8909
MEM 23.542969 1745294932.8936
MEM 23.542969 1745294932.8947
MEM 23.699219 1745294932.8996
MEM 23.699219 1745294932.9009
MEM 23.699219 1745294932.9021
MEM 23.699219 1745294932.9033
MEM 23.699219 1745294932.9045
MEM 23.699219 1745294932.9056
MEM 23.699219 1745294932.9068
MEM 23.699219 1745294932.9080
MEM 24.011719 1745294932.9091
MEM 24.011719 1745294932.9103
MEM 24.324219 1745294932.9167
MEM 24.324219 1745294932.9179
MEM 24.324219 1745294932.9191
MEM 24.324219 1745294932.9203
MEM 24.324219 1745294932.9215
MEM 24.480469 1745294932.9226
MEM 24.480469 1745294932.9238
MEM 24.480469 1745294932.9249
MEM 24.480469 1745294932.9261
MEM 24.480469 1745294932.9273
MEM 24.480469 1745294932.9285
MEM 24.480469 1745294932.9296
MEM 24.480469 1745294932.9308
MEM 24.828125 1745294932.9320
MEM 24.828125 1745294932.9332
MEM 24.828125 1745294932.9343
MEM 24.984375 1745294932.9370
MEM 24.984375 1745294932.9382
MEM 24.984375 1745294932.9393
MEM 24.984375 1745294932.9405
MEM 24.984375 1745294932.9416
