CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/540.py
MEM 0.531250 1745294933.9899
MEM 4.335938 1745294933.9912
MEM 6.218750 1745294933.9924
MEM 6.875000 1745294933.9936
MEM 7.210938 1745294933.9947
MEM 8.078125 1745294933.9959
MEM 8.234375 1745294933.9972
MEM 8.703125 1745294933.9984
MEM 9.015625 1745294933.9996
MEM 9.484375 1745294934.0007
MEM 9.640625 1745294934.0019
MEM 9.796875 1745294934.0032
MEM 9.953125 1745294934.0044
MEM 10.273438 1745294934.0055
MEM 10.429688 1745294934.0067
MEM 11.085938 1745294934.0078
MEM 11.085938 1745294934.0090
MEM 11.414062 1745294934.0102
MEM 11.882812 1745294934.0115
MEM 13.722656 1745294934.0127
MEM 14.695312 1745294934.0138
MEM 15.441406 1745294934.0150
MEM 15.910156 1745294934.0162
MEM 16.222656 1745294934.0175
MEM 16.378906 1745294934.0187
MEM 16.535156 1745294934.0198
MEM 16.855469 1745294934.0211
MEM 16.855469 1745294934.0224
MEM 17.167969 1745294934.0236
MEM 17.636719 1745294934.0247
MEM 17.636719 1745294934.0259
MEM 17.949219 1745294934.0272
MEM 18.261719 1745294934.0285
MEM 18.574219 1745294934.0297
MEM 18.886719 1745294934.0309
MEM 19.199219 1745294934.0322
MEM 19.546875 1745294934.0334
MEM 19.703125 1745294934.0346
MEM 20.214844 1745294934.0358
MEM 20.371094 1745294934.0370
MEM 20.527344 1745294934.0383
MEM 20.527344 1745294934.0396
MEM 20.683594 1745294934.0408
MEM 21.164062 1745294934.0420
MEM 21.320312 1745294934.0431
MEM 21.632812 1745294934.0443
MEM 21.789062 1745294934.0455
MEM 22.257812 1745294934.0466
MEM 22.257812 1745294934.0478
MEM 22.414062 1745294934.0490
MEM 22.414062 1745294934.0501
MEM 22.726562 1745294934.0514
MEM 23.195312 1745294934.0525
MEM 23.351562 1745294934.0537
MEM 23.664062 1745294934.0549
MEM 23.664062 1745294934.0561
MEM 23.664062 1745294934.0573
MEM 23.820312 1745294934.0586
MEM 24.289062 1745294934.0597
MEM 24.445312 1745294934.0610
MEM 24.445312 1745294934.0622
MEM 24.601562 1745294934.0634
MEM 24.964844 1745294934.0645
MEM 25.121094 1745294934.0657
MEM 25.121094 1745294934.0668
MEM 25.277344 1745294934.0679
MEM 25.589844 1745294934.0691
MEM 25.902344 1745294934.0702
MEM 26.214844 1745294934.0713
MEM 26.527344 1745294934.0725
MEM 26.683594 1745294934.0736
MEM 26.839844 1745294934.0748
MEM 26.996094 1745294934.0759
MEM 26.996094 1745294934.0771
MEM 27.152344 1745294934.0782
MEM 27.308594 1745294934.0794
MEM 27.464844 1745294934.0805
MEM 27.621094 1745294934.0816
MEM 27.945312 1745294934.0828
MEM 28.101562 1745294934.0839
MEM 28.101562 1745294934.0851
MEM 28.257812 1745294934.0862
MEM 28.257812 1745294934.0874
MEM 28.414062 1745294934.0885
MEM 28.414062 1745294934.0897
MEM 28.882812 1745294934.0908
MEM 29.039062 1745294934.0919
MEM 29.195312 1745294934.0931
MEM 29.195312 1745294934.0942
MEM 29.351562 1745294934.0954
MEM 30.789062 1745294934.0965
MEM 31.359375 1745294934.0976
MEM 31.515625 1745294934.0987
MEM 31.515625 1745294934.0998
MEM 31.671875 1745294934.1010
MEM 31.984375 1745294934.1021
MEM 32.140625 1745294934.1032
MEM 32.609375 1745294934.1043
MEM 32.765625 1745294934.1054
MEM 33.078125 1745294934.1065
MEM 33.234375 1745294934.1076
MEM 33.234375 1745294934.1088
MEM 33.546875 1745294934.1099
MEM 33.859375 1745294934.1110
MEM 33.859375 1745294934.1122
MEM 33.859375 1745294934.1133
MEM 34.015625 1745294934.1144
MEM 34.929688 1745294934.1156
MEM 35.085938 1745294934.1167
MEM 35.085938 1745294934.1179
MEM 35.242188 1745294934.1190
MEM 35.242188 1745294934.1202
MEM 35.398438 1745294934.1213
MEM 35.554688 1745294934.1226
MEM 36.023438 1745294934.1237
MEM 36.304688 1745294934.1248
MEM 36.460938 1745294934.1260
MEM 36.617188 1745294934.1271
MEM 36.773438 1745294934.1283
MEM 36.929688 1745294934.1295
MEM 37.085938 1745294934.1306
MEM 37.242188 1745294934.1318
MEM 37.398438 1745294934.1330
MEM 37.554688 1745294934.1341
MEM 37.710938 1745294934.1353
MEM 37.867188 1745294934.1366
MEM 38.179688 1745294934.1377
MEM 38.335938 1745294934.1389
MEM 38.335938 1745294934.1401
MEM 38.492188 1745294934.1412
MEM 38.648438 1745294934.1424
MEM 38.960938 1745294934.1436
MEM 39.117188 1745294934.1448
MEM 39.273438 1745294934.1459
MEM 39.429688 1745294934.1471
MEM 39.898438 1745294934.1483
MEM 40.054688 1745294934.1495
MEM 40.054688 1745294934.1506
MEM 40.210938 1745294934.1518
MEM 40.523438 1745294934.1530
MEM 40.855469 1745294934.1542
MEM 41.011719 1745294934.1553
MEM 41.011719 1745294934.1565
MEM 41.167969 1745294934.1576
MEM 41.480469 1745294934.1588
MEM 41.480469 1745294934.1599
MEM 41.792969 1745294934.1611
MEM 41.949219 1745294934.1622
MEM 42.105469 1745294934.1634
MEM 42.261719 1745294934.1645
MEM 42.261719 1745294934.1656
MEM 42.574219 1745294934.1668
MEM 42.886719 1745294934.1679
MEM 43.042969 1745294934.1691
MEM 43.199219 1745294934.1702
MEM 43.355469 1745294934.1714
MEM 43.667969 1745294934.1725
MEM 43.824219 1745294934.1736
MEM 43.980469 1745294934.1748
MEM 44.136719 1745294934.1759
MEM 44.292969 1745294934.1771
MEM 44.292969 1745294934.1782
MEM 44.605469 1745294934.1794
MEM 44.761719 1745294934.1806
MEM 45.074219 1745294934.1817
MEM 45.074219 1745294934.1829
MEM 45.386719 1745294934.1841
MEM 46.386719 1745294934.1852
MEM 46.542969 1745294934.1864
MEM 46.699219 1745294934.1875
MEM 46.855469 1745294934.1887
MEM 47.011719 1745294934.1898
MEM 47.167969 1745294934.1909
MEM 47.167969 1745294934.1920
MEM 47.324219 1745294934.1932
MEM 47.324219 1745294934.1943
MEM 47.480469 1745294934.1955
MEM 47.480469 1745294934.1966
MEM 47.636719 1745294934.1977
MEM 47.636719 1745294934.1989
MEM 47.636719 1745294934.2000
MEM 47.636719 1745294934.2012
MEM 47.636719 1745294934.2023
MEM 47.636719 1745294934.2034
MEM 47.636719 1745294934.2046
MEM 47.636719 1745294934.2058
MEM 47.636719 1745294934.2069
MEM 47.636719 1745294934.2080
MEM 47.636719 1745294934.2092
MEM 47.636719 1745294934.2103
MEM 47.636719 1745294934.2114
MEM 47.636719 1745294934.2126
MEM 47.636719 1745294934.2137
MEM 47.636719 1745294934.2148
MEM 47.636719 1745294934.2159
MEM 47.792969 1745294934.2171
MEM 48.105469 1745294934.2182
MEM 48.261719 1745294934.2193
MEM 48.261719 1745294934.2205
MEM 48.574219 1745294934.2216
