CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/1064.py
MEM 0.324219 1745294932.5630
MEM 4.078125 1745294932.5642
MEM 4.546875 1745294932.5653
MEM 5.585938 1745294932.5665
MEM 5.585938 1745294932.5706
MEM 5.585938 1745294932.5718
MEM 6.289062 1745294932.5730
MEM 6.628906 1745294932.5741
MEM 6.949219 1745294932.5753
MEM 7.105469 1745294932.5765
MEM 7.105469 1745294932.5777
MEM 7.105469 1745294932.5789
MEM 7.105469 1745294932.5802
MEM 7.437500 1745294932.5813
MEM 7.996094 1745294932.5825
MEM 8.152344 1745294932.5836
MEM 8.464844 1745294932.5848
MEM 8.621094 1745294932.5860
MEM 8.621094 1745294932.5871
MEM 8.621094 1745294932.5883
MEM 8.777344 1745294932.5895
MEM 8.933594 1745294932.5907
MEM 9.089844 1745294932.5919
MEM 9.089844 1745294932.5930
MEM 9.089844 1745294932.5942
MEM 9.089844 1745294932.5953
MEM 9.089844 1745294932.5965
MEM 9.402344 1745294932.5979
MEM 9.871094 1745294932.6025
MEM 10.027344 1745294932.6037
MEM 10.027344 1745294932.6049
MEM 10.027344 1745294932.6063
MEM 10.027344 1745294932.6075
MEM 10.183594 1745294932.6086
MEM 10.339844 1745294932.6098
MEM 10.496094 1745294932.6110
MEM 11.023438 1745294932.6123
MEM 11.023438 1745294932.6135
MEM 11.023438 1745294932.6146
MEM 11.351562 1745294932.6158
MEM 11.351562 1745294932.6170
MEM 11.507812 1745294932.6181
MEM 11.820312 1745294932.6193
MEM 11.976562 1745294932.6205
MEM 14.007812 1745294932.6217
MEM 14.632812 1745294932.6229
MEM 14.632812 1745294932.6241
MEM 14.980469 1745294932.6253
MEM 15.535156 1745294932.6264
MEM 15.847656 1745294932.6276
MEM 16.316406 1745294932.6315
MEM 16.316406 1745294932.6327
MEM 16.472656 1745294932.6339
MEM 16.472656 1745294932.6352
MEM 16.792969 1745294932.6364
MEM 16.792969 1745294932.6376
MEM 16.792969 1745294932.6387
MEM 16.949219 1745294932.6399
MEM 17.105469 1745294932.6410
MEM 17.574219 1745294932.6422
MEM 17.574219 1745294932.6434
MEM 17.574219 1745294932.6447
MEM 17.730469 1745294932.6459
MEM 17.730469 1745294932.6470
MEM 18.042969 1745294932.6482
MEM 18.199219 1745294932.6494
MEM 18.355469 1745294932.6505
MEM 18.511719 1745294932.6517
MEM 18.980469 1745294932.6544
MEM 19.328125 1745294932.6556
MEM 19.328125 1745294932.6569
MEM 19.484375 1745294932.6582
MEM 19.484375 1745294932.6593
MEM 19.640625 1745294932.6605
MEM 19.992188 1745294932.6617
MEM 19.992188 1745294932.6628
MEM 20.148438 1745294932.6640
MEM 20.308594 1745294932.6652
MEM 20.464844 1745294932.6695
MEM 20.621094 1745294932.6707
MEM 20.777344 1745294932.6718
MEM 21.093750 1745294932.6730
MEM 21.093750 1745294932.6742
MEM 21.250000 1745294932.6753
MEM 21.562500 1745294932.6765
MEM 21.718750 1745294932.6777
MEM 21.718750 1745294932.6788
MEM 22.187500 1745294932.6800
MEM 22.187500 1745294932.6811
MEM 22.187500 1745294932.6823
MEM 22.187500 1745294932.6835
MEM 22.187500 1745294932.6846
MEM 22.343750 1745294932.6858
MEM 22.343750 1745294932.6869
MEM 22.656250 1745294932.6881
MEM 22.656250 1745294932.6893
MEM 23.125000 1745294932.6904
MEM 23.281250 1745294932.6916
MEM 23.281250 1745294932.6927
MEM 23.437500 1745294932.6939
MEM 23.593750 1745294932.6951
MEM 23.593750 1745294932.6963
MEM 23.593750 1745294932.6975
MEM 23.593750 1745294932.6986
MEM 23.593750 1745294932.6998
MEM 24.375000 1745294932.7045
MEM 24.375000 1745294932.7057
MEM 24.375000 1745294932.7069
MEM 24.531250 1745294932.7080
MEM 24.531250 1745294932.7092
MEM 25.027344 1745294932.7104
MEM 25.183594 1745294932.7115
MEM 25.183594 1745294932.7127
MEM 25.183594 1745294932.7139
MEM 25.183594 1745294932.7150
MEM 25.339844 1745294932.7162
MEM 25.496094 1745294932.7173
MEM 25.808594 1745294932.7185
MEM 25.964844 1745294932.7197
MEM 25.964844 1745294932.7208
MEM 26.328125 1745294932.7220
MEM 26.640625 1745294932.7231
MEM 26.640625 1745294932.7243
MEM 26.640625 1745294932.7255
MEM 26.796875 1745294932.7295
MEM 26.796875 1745294932.7307
MEM 26.953125 1745294932.7318
MEM 26.953125 1745294932.7330
MEM 26.953125 1745294932.7342
MEM 26.953125 1745294932.7353
MEM 26.953125 1745294932.7365
MEM 27.109375 1745294932.7405
MEM 27.109375 1745294932.7417
MEM 27.109375 1745294932.7428
MEM 27.109375 1745294932.7440
MEM 27.265625 1745294932.7451
MEM 27.265625 1745294932.7463
MEM 27.265625 1745294932.7475
MEM 27.265625 1745294932.7486
MEM 27.265625 1745294932.7498
MEM 27.421875 1745294932.7510
MEM 27.421875 1745294932.7521
MEM 27.421875 1745294932.7533
MEM 27.421875 1745294932.7545
MEM 27.578125 1745294932.7556
MEM 27.578125 1745294932.7568
MEM 27.734375 1745294932.7579
MEM 27.734375 1745294932.7591
MEM 27.734375 1745294932.7603
MEM 27.734375 1745294932.7614
MEM 27.890625 1745294932.7626
MEM 27.890625 1745294932.7637
MEM 27.890625 1745294932.7649
MEM 27.890625 1745294932.7661
MEM 27.890625 1745294932.7672
MEM 27.890625 1745294932.7684
MEM 27.890625 1745294932.7695
MEM 27.890625 1745294932.7707
MEM 27.890625 1745294932.7719
MEM 27.890625 1745294932.7730
MEM 28.046875 1745294932.7742
MEM 28.046875 1745294932.7765
MEM 28.046875 1745294932.7777
MEM 28.046875 1745294932.7788
MEM 28.046875 1745294932.7800
MEM 28.203125 1745294932.7812
MEM 28.203125 1745294932.7823
MEM 28.203125 1745294932.7835
MEM 28.203125 1745294932.7846
MEM 28.515625 1745294932.7858
MEM 28.828125 1745294932.7906
MEM 28.828125 1745294932.7918
MEM 28.828125 1745294932.7929
MEM 28.828125 1745294932.7941
MEM 28.828125 1745294932.7953
MEM 28.828125 1745294932.7964
MEM 28.984375 1745294932.7976
MEM 28.984375 1745294932.7987
MEM 28.984375 1745294932.7999
MEM 28.984375 1745294932.8010
MEM 28.984375 1745294932.8022
MEM 28.984375 1745294932.8033
MEM 29.140625 1745294932.8044
MEM 29.140625 1745294932.8056
MEM 29.140625 1745294932.8068
MEM 30.570312 1745294932.8079
MEM 30.570312 1745294932.8091
MEM 31.308594 1745294932.8102
MEM 31.308594 1745294932.8114
MEM 31.464844 1745294932.8126
MEM 31.464844 1745294932.8137
MEM 31.464844 1745294932.8149
MEM 31.464844 1745294932.8160
