CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/gpt-4-turbo/668.py
MEM 0.531250 1745294932.5538
MEM 4.007812 1745294932.5550
MEM 4.648438 1745294932.5565
MEM 5.695312 1745294932.5577
MEM 7.210938 1745294932.5605
MEM 7.210938 1745294932.5617
MEM 7.546875 1745294932.5628
MEM 8.078125 1745294932.5640
MEM 8.234375 1745294932.5652
MEM 8.390625 1745294932.5664
MEM 8.546875 1745294932.5675
MEM 8.703125 1745294932.5688
MEM 9.171875 1745294932.5700
MEM 9.328125 1745294932.5712
MEM 9.640625 1745294932.5724
MEM 9.796875 1745294932.5736
MEM 9.796875 1745294932.5748
MEM 9.953125 1745294932.5760
MEM 10.277344 1745294932.5771
MEM 10.746094 1745294932.5783
MEM 10.746094 1745294932.5795
MEM 11.085938 1745294932.5807
MEM 11.250000 1745294932.5819
MEM 11.730469 1745294932.5831
MEM 13.445312 1745294932.5842
MEM 14.417969 1745294932.5854
MEM 14.765625 1745294932.5866
MEM 15.632812 1745294932.5878
MEM 15.789062 1745294932.5889
MEM 16.101562 1745294932.5901
MEM 16.257812 1745294932.5913
MEM 16.578125 1745294932.5946
MEM 16.578125 1745294932.5958
MEM 16.734375 1745294932.5970
MEM 16.734375 1745294932.5981
MEM 16.734375 1745294932.5993
MEM 16.734375 1745294932.6005
MEM 16.890625 1745294932.6016
MEM 16.890625 1745294932.6028
MEM 17.046875 1745294932.6040
MEM 17.046875 1745294932.6051
MEM 17.046875 1745294932.6063
MEM 17.359375 1745294932.6075
MEM 17.359375 1745294932.6086
MEM 17.359375 1745294932.6098
MEM 17.359375 1745294932.6110
MEM 17.515625 1745294932.6144
MEM 18.140625 1745294932.6156
MEM 18.296875 1745294932.6169
MEM 18.453125 1745294932.6182
MEM 18.609375 1745294932.6193
MEM 18.765625 1745294932.6205
MEM 19.097656 1745294932.6217
MEM 19.097656 1745294932.6228
MEM 19.253906 1745294932.6240
MEM 19.410156 1745294932.6263
MEM 20.078125 1745294932.6275
MEM 20.078125 1745294932.6288
MEM 20.078125 1745294932.6300
MEM 20.078125 1745294932.6312
MEM 20.234375 1745294932.6324
MEM 20.234375 1745294932.6335
MEM 20.234375 1745294932.6347
MEM 20.871094 1745294932.6385
MEM 21.027344 1745294932.6397
MEM 21.183594 1745294932.6410
MEM 21.339844 1745294932.6422
MEM 21.496094 1745294932.6434
MEM 21.808594 1745294932.6446
MEM 21.964844 1745294932.6457
MEM 21.964844 1745294932.6469
MEM 21.964844 1745294932.6481
MEM 21.964844 1745294932.6492
MEM 22.121094 1745294932.6517
MEM 22.277344 1745294932.6529
MEM 22.433594 1745294932.6540
MEM 22.902344 1745294932.6552
MEM 22.902344 1745294932.6564
MEM 23.058594 1745294932.6576
MEM 23.214844 1745294932.6589
MEM 23.214844 1745294932.6601
MEM 23.214844 1745294932.6614
MEM 23.371094 1745294932.6646
MEM 23.996094 1745294932.6685
MEM 24.152344 1745294932.6697
MEM 24.152344 1745294932.6710
MEM 24.308594 1745294932.6722
MEM 24.308594 1745294932.6734
MEM 24.656250 1745294932.6746
MEM 24.656250 1745294932.6757
MEM 24.812500 1745294932.6769
MEM 24.812500 1745294932.6781
MEM 24.812500 1745294932.6792
MEM 24.968750 1745294932.6806
MEM 25.281250 1745294932.6817
MEM 25.593750 1745294932.6829
MEM 25.750000 1745294932.6840
MEM 25.750000 1745294932.6852
MEM 25.906250 1745294932.6864
MEM 26.062500 1745294932.6875
MEM 26.218750 1745294932.6924
MEM 26.531250 1745294932.6936
MEM 26.687500 1745294932.6948
MEM 26.687500 1745294932.6961
MEM 26.687500 1745294932.6973
MEM 26.843750 1745294932.6985
MEM 26.843750 1745294932.6997
MEM 27.000000 1745294932.7009
MEM 27.000000 1745294932.7020
MEM 27.156250 1745294932.7032
MEM 27.312500 1745294932.7044
MEM 27.480469 1745294932.7057
MEM 27.636719 1745294932.7069
MEM 27.636719 1745294932.7081
MEM 27.636719 1745294932.7092
MEM 27.636719 1745294932.7104
MEM 27.636719 1745294932.7116
MEM 27.636719 1745294932.7129
MEM 27.792969 1745294932.7141
MEM 27.792969 1745294932.7153
MEM 27.949219 1745294932.7205
MEM 27.949219 1745294932.7217
MEM 27.949219 1745294932.7228
MEM 27.949219 1745294932.7241
MEM 27.949219 1745294932.7254
MEM 27.949219 1745294932.7266
MEM 27.949219 1745294932.7277
MEM 27.949219 1745294932.7289
MEM 28.105469 1745294932.7300
MEM 28.105469 1745294932.7313
MEM 28.105469 1745294932.7325
MEM 28.105469 1745294932.7337
MEM 28.105469 1745294932.7348
MEM 28.261719 1745294932.7360
MEM 28.417969 1745294932.7372
MEM 28.574219 1745294932.7384
MEM 28.574219 1745294932.7397
MEM 28.730469 1745294932.7408
MEM 28.730469 1745294932.7420
MEM 28.730469 1745294932.7431
MEM 28.886719 1745294932.7475
MEM 28.886719 1745294932.7487
MEM 28.886719 1745294932.7500
MEM 28.886719 1745294932.7512
MEM 28.886719 1745294932.7524
MEM 28.886719 1745294932.7536
MEM 28.886719 1745294932.7548
MEM 30.324219 1745294932.7579
MEM 31.050781 1745294932.7591
MEM 31.050781 1745294932.7603
MEM 31.050781 1745294932.7614
MEM 31.207031 1745294932.7626
MEM 31.207031 1745294932.7638
MEM 31.207031 1745294932.7650
MEM 31.207031 1745294932.7661
MEM 31.207031 1745294932.7673
MEM 31.207031 1745294932.7685
MEM 31.207031 1745294932.7696
MEM 31.363281 1745294932.7708
MEM 31.363281 1745294932.7720
MEM 31.519531 1745294932.7731
MEM 31.519531 1745294932.7743
MEM 31.519531 1745294932.7755
MEM 31.519531 1745294932.7766
MEM 31.675781 1745294932.7778
MEM 31.832031 1745294932.7815
MEM 31.988281 1745294932.7827
MEM 32.300781 1745294932.7842
MEM 32.300781 1745294932.7860
MEM 32.300781 1745294932.7873
MEM 32.300781 1745294932.7885
MEM 32.300781 1745294932.7896
MEM 32.769531 1745294932.7933
MEM 32.925781 1745294932.7946
MEM 32.925781 1745294932.7958
MEM 32.925781 1745294932.7969
MEM 32.925781 1745294932.7981
MEM 32.925781 1745294932.7992
MEM 33.238281 1745294932.8004
MEM 33.394531 1745294932.8015
MEM 33.550781 1745294932.8027
MEM 33.550781 1745294932.8038
MEM 33.550781 1745294932.8050
MEM 33.550781 1745294932.8061
MEM 33.550781 1745294932.8073
MEM 33.707031 1745294932.8085
MEM 34.597656 1745294932.8115
MEM 34.753906 1745294932.8127
MEM 34.753906 1745294932.8138
MEM 34.753906 1745294932.8150
MEM 34.753906 1745294932.8162
MEM 34.910156 1745294932.8174
MEM 34.910156 1745294932.8185
MEM 34.910156 1745294932.8197
MEM 34.910156 1745294932.8209
MEM 35.066406 1745294932.8220
MEM 35.066406 1745294932.8232
MEM 35.222656 1745294932.8244
MEM 36.316406 1745294932.8256
MEM 36.062500 1745294932.8267
MEM 36.062500 1745294932.8279
MEM 36.375000 1745294932.8315
MEM 36.375000 1745294932.8327
MEM 36.531250 1745294932.8338
MEM 36.531250 1745294932.8350
MEM 36.687500 1745294932.8362
MEM 36.687500 1745294932.8373
MEM 36.843750 1745294932.8385
MEM 37.000000 1745294932.8396
MEM 37.000000 1745294932.8408
MEM 37.000000 1745294932.8419
MEM 37.156250 1745294932.8431
MEM 37.156250 1745294932.8442
MEM 37.312500 1745294932.8454
MEM 37.468750 1745294932.8466
MEM 37.468750 1745294932.8477
MEM 37.781250 1745294932.8489
MEM 37.937500 1745294932.8501
MEM 37.937500 1745294932.8512
MEM 37.937500 1745294932.8524
MEM 37.937500 1745294932.8535
MEM 38.093750 1745294932.8547
MEM 38.562500 1745294932.8595
MEM 38.718750 1745294932.8607
MEM 38.718750 1745294932.8619
MEM 38.875000 1745294932.8630
MEM 39.031250 1745294932.8642
MEM 39.031250 1745294932.8654
MEM 39.187500 1745294932.8666
MEM 39.500000 1745294932.8677
MEM 39.500000 1745294932.8689
MEM 39.656250 1745294932.8700
MEM 39.656250 1745294932.8711
MEM 39.656250 1745294932.8723
MEM 39.656250 1745294932.8734
MEM 39.656250 1745294932.8746
MEM 39.656250 1745294932.8757
MEM 39.656250 1745294932.8769
MEM 39.812500 1745294932.8780
MEM 39.812500 1745294932.8792
MEM 39.968750 1745294932.8803
MEM 40.125000 1745294932.8814
MEM 40.281250 1745294932.8826
MEM 40.281250 1745294932.8838
MEM 40.437500 1745294932.8849
MEM 40.437500 1745294932.8861
MEM 40.437500 1745294932.8872
MEM 40.437500 1745294932.8884
MEM 40.437500 1745294932.8895
MEM 40.437500 1745294932.8907
MEM 40.593750 1745294932.8919
MEM 40.750000 1745294932.8932
MEM 40.750000 1745294932.8944
MEM 40.906250 1745294932.8955
MEM 40.906250 1745294932.8968
MEM 41.226562 1745294932.9001
MEM 41.226562 1745294932.9013
MEM 41.382812 1745294932.9025
MEM 41.382812 1745294932.9036
MEM 41.539062 1745294932.9048
MEM 41.695312 1745294932.9059
MEM 41.695312 1745294932.9072
MEM 41.695312 1745294932.9083
MEM 41.851562 1745294932.9097
MEM 41.851562 1745294932.9109
MEM 41.851562 1745294932.9120
MEM 41.851562 1745294932.9132
MEM 42.164062 1745294932.9165
MEM 42.320312 1745294932.9177
MEM 42.632812 1745294932.9235
MEM 42.789062 1745294932.9248
MEM 42.789062 1745294932.9259
MEM 42.945312 1745294932.9271
MEM 42.945312 1745294932.9283
MEM 42.945312 1745294932.9295
MEM 43.101562 1745294932.9306
MEM 43.101562 1745294932.9318
MEM 43.257812 1745294932.9329
MEM 43.414062 1745294932.9355
MEM 43.414062 1745294932.9367
MEM 43.570312 1745294932.9378
MEM 43.570312 1745294932.9390
MEM 43.570312 1745294932.9402
MEM 43.726562 1745294932.9413
MEM 43.726562 1745294932.9424
MEM 43.726562 1745294932.9436
MEM 43.726562 1745294932.9465
MEM 43.726562 1745294932.9477
MEM 43.882812 1745294932.9489
MEM 44.351562 1745294932.9547
MEM 44.507812 1745294932.9559
MEM 44.507812 1745294932.9570
MEM 44.664062 1745294932.9582
MEM 44.664062 1745294932.9594
MEM 44.664062 1745294932.9605
MEM 44.820312 1745294932.9617
MEM 44.820312 1745294932.9629
MEM 45.289062 1745294932.9640
MEM 45.875000 1745294932.9652
MEM 45.875000 1745294932.9663
MEM 45.875000 1745294932.9674
