CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/367.py
MEM 5.335938 1745297045.8998
MEM 5.707031 1745297045.9010
MEM 5.707031 1745297045.9022
MEM 5.707031 1745297045.9034
MEM 5.707031 1745297045.9046
MEM 5.707031 1745297045.9058
MEM 6.410156 1745297045.9070
MEM 6.566406 1745297045.9081
MEM 7.222656 1745297045.9093
MEM 7.222656 1745297045.9105
MEM 7.558594 1745297045.9116
MEM 8.089844 1745297045.9128
MEM 8.246094 1745297045.9140
MEM 8.246094 1745297045.9151
MEM 8.246094 1745297045.9163
MEM 8.246094 1745297045.9174
MEM 8.246094 1745297045.9186
MEM 8.246094 1745297045.9197
MEM 8.246094 1745297045.9209
MEM 8.402344 1745297045.9220
MEM 8.714844 1745297045.9232
MEM 8.871094 1745297045.9275
MEM 8.871094 1745297045.9287
MEM 9.339844 1745297045.9299
MEM 9.496094 1745297045.9310
MEM 9.496094 1745297045.9322
MEM 9.652344 1745297045.9334
MEM 9.808594 1745297045.9345
MEM 9.964844 1745297045.9357
MEM 9.964844 1745297045.9369
MEM 9.964844 1745297045.9380
MEM 9.964844 1745297045.9392
MEM 9.964844 1745297045.9403
MEM 9.964844 1745297045.9415
MEM 10.167969 1745297045.9426
MEM 10.167969 1745297045.9438
MEM 10.167969 1745297045.9450
MEM 10.167969 1745297045.9461
MEM 10.324219 1745297045.9473
MEM 10.480469 1745297045.9485
MEM 10.636719 1745297045.9496
MEM 10.949219 1745297045.9508
MEM 10.949219 1745297045.9519
MEM 10.949219 1745297045.9531
MEM 10.949219 1745297045.9542
MEM 11.105469 1745297045.9554
MEM 11.421875 1745297045.9566
MEM 11.421875 1745297045.9577
MEM 11.421875 1745297045.9625
MEM 11.890625 1745297045.9637
MEM 11.890625 1745297045.9648
MEM 11.890625 1745297045.9661
MEM 11.890625 1745297045.9672
MEM 11.890625 1745297045.9684
MEM 13.656250 1745297045.9696
MEM 14.621094 1745297045.9707
MEM 14.621094 1745297045.9719
MEM 14.621094 1745297045.9731
MEM 14.621094 1745297045.9742
MEM 14.621094 1745297045.9754
MEM 14.621094 1745297045.9765
MEM 15.464844 1745297045.9777
MEM 15.777344 1745297045.9788
MEM 15.933594 1745297045.9800
MEM 15.933594 1745297045.9812
MEM 15.933594 1745297045.9823
MEM 15.933594 1745297045.9835
MEM 16.089844 1745297045.9846
MEM 16.246094 1745297045.9858
MEM 16.402344 1745297045.9869
MEM 16.402344 1745297045.9881
MEM 16.402344 1745297045.9893
MEM 16.402344 1745297045.9904
MEM 16.558594 1745297045.9916
MEM 16.558594 1745297045.9928
MEM 16.714844 1745297045.9940
MEM 16.714844 1745297045.9951
MEM 16.714844 1745297045.9963
MEM 16.714844 1745297045.9975
MEM 16.871094 1745297046.0015
MEM 17.027344 1745297046.0027
MEM 17.027344 1745297046.0038
MEM 17.027344 1745297046.0050
MEM 17.027344 1745297046.0062
MEM 17.496094 1745297046.0073
MEM 17.496094 1745297046.0085
MEM 17.496094 1745297046.0096
MEM 17.496094 1745297046.0108
MEM 17.496094 1745297046.0119
MEM 17.496094 1745297046.0131
MEM 17.496094 1745297046.0143
MEM 17.496094 1745297046.0155
MEM 17.652344 1745297046.0166
MEM 17.808594 1745297046.0178
MEM 17.964844 1745297046.0191
MEM 18.121094 1745297046.0203
MEM 18.121094 1745297046.0215
