CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/1231.py
MEM 4.812500 1745297045.9258
MEM 5.882812 1745297045.9270
MEM 6.562500 1745297045.9281
MEM 7.062500 1745297045.9293
MEM 7.218750 1745297045.9305
MEM 7.218750 1745297045.9316
MEM 7.742188 1745297045.9328
MEM 8.085938 1745297045.9339
MEM 8.242188 1745297045.9351
MEM 8.398438 1745297045.9362
MEM 8.710938 1745297045.9374
MEM 8.867188 1745297045.9386
MEM 9.023438 1745297045.9397
MEM 9.335938 1745297045.9409
MEM 9.492188 1745297045.9421
MEM 9.492188 1745297045.9432
MEM 9.960938 1745297045.9465
MEM 9.960938 1745297045.9477
MEM 10.125000 1745297045.9488
MEM 10.125000 1745297045.9500
MEM 10.281250 1745297045.9512
MEM 10.281250 1745297045.9523
MEM 10.437500 1745297045.9535
MEM 11.093750 1745297045.9575
MEM 11.093750 1745297045.9587
MEM 11.093750 1745297045.9599
MEM 11.093750 1745297045.9610
MEM 11.093750 1745297045.9622
MEM 11.093750 1745297045.9634
MEM 11.093750 1745297045.9645
MEM 11.421875 1745297045.9685
MEM 11.421875 1745297045.9697
MEM 11.734375 1745297045.9708
MEM 11.734375 1745297045.9720
MEM 11.890625 1745297045.9732
MEM 11.890625 1745297045.9743
MEM 12.718750 1745297045.9755
MEM 12.718750 1745297045.9767
MEM 14.234375 1745297045.9779
MEM 14.234375 1745297045.9790
MEM 14.703125 1745297045.9802
MEM 14.703125 1745297045.9814
MEM 14.703125 1745297045.9825
MEM 14.703125 1745297045.9837
MEM 15.054688 1745297045.9849
MEM 15.453125 1745297045.9895
MEM 15.921875 1745297045.9907
MEM 16.078125 1745297045.9918
MEM 16.078125 1745297045.9930
MEM 16.078125 1745297045.9942
MEM 16.234375 1745297045.9954
MEM 16.234375 1745297045.9966
MEM 16.390625 1745297045.9978
MEM 16.390625 1745297045.9989
MEM 16.390625 1745297046.0001
MEM 16.390625 1745297046.0013
MEM 16.703125 1745297046.0065
MEM 16.703125 1745297046.0077
MEM 16.867188 1745297046.0089
MEM 16.867188 1745297046.0100
MEM 16.867188 1745297046.0112
MEM 16.867188 1745297046.0124
MEM 16.867188 1745297046.0136
MEM 16.867188 1745297046.0148
MEM 17.023438 1745297046.0159
MEM 17.023438 1745297046.0171
MEM 17.179688 1745297046.0183
MEM 17.179688 1745297046.0194
MEM 17.179688 1745297046.0206
MEM 17.179688 1745297046.0218
MEM 17.648438 1745297046.0229
MEM 17.648438 1745297046.0241
MEM 17.648438 1745297046.0253
MEM 17.648438 1745297046.0265
MEM 17.648438 1745297046.0276
MEM 17.648438 1745297046.0288
MEM 17.960938 1745297046.0346
MEM 17.960938 1745297046.0358
MEM 18.273438 1745297046.0371
MEM 18.273438 1745297046.0384
MEM 18.273438 1745297046.0396
MEM 18.273438 1745297046.0409
MEM 18.273438 1745297046.0420
MEM 18.273438 1745297046.0432
MEM 18.585938 1745297046.0496
MEM 18.585938 1745297046.0508
MEM 18.742188 1745297046.0521
MEM 18.742188 1745297046.0532
MEM 18.898438 1745297046.0544
MEM 18.898438 1745297046.0556
MEM 19.054688 1745297046.0568
MEM 19.054688 1745297046.0579
MEM 19.402344 1745297046.0591
MEM 19.402344 1745297046.0603
MEM 19.402344 1745297046.0614
MEM 19.402344 1745297046.0626
MEM 19.558594 1745297046.0638
MEM 19.558594 1745297046.0650
MEM 19.558594 1745297046.0661
MEM 19.558594 1745297046.0673
MEM 19.714844 1745297046.0685
MEM 19.714844 1745297046.0697
MEM 20.066406 1745297046.0709
MEM 20.066406 1745297046.0721
MEM 20.066406 1745297046.0734
MEM 20.066406 1745297046.0745
MEM 20.390625 1745297046.0785
MEM 20.390625 1745297046.0797
MEM 20.390625 1745297046.0808
MEM 20.390625 1745297046.0820
MEM 20.390625 1745297046.0832
MEM 20.390625 1745297046.0844
MEM 20.390625 1745297046.0855
MEM 20.546875 1745297046.0867
MEM 20.546875 1745297046.0879
MEM 20.546875 1745297046.0890
MEM 20.546875 1745297046.0902
MEM 20.546875 1745297046.0914
MEM 20.546875 1745297046.0965
MEM 20.859375 1745297046.0977
MEM 21.183594 1745297046.0988
MEM 21.183594 1745297046.1000
MEM 21.183594 1745297046.1011
MEM 21.339844 1745297046.1023
MEM 21.339844 1745297046.1034
MEM 21.339844 1745297046.1046
MEM 21.339844 1745297046.1058
MEM 21.652344 1745297046.1069
MEM 21.652344 1745297046.1081
MEM 21.808594 1745297046.1092
MEM 21.808594 1745297046.1104
MEM 21.808594 1745297046.1116
MEM 21.808594 1745297046.1127
MEM 22.121094 1745297046.1139
MEM 22.121094 1745297046.1151
MEM 22.277344 1745297046.1205
MEM 22.277344 1745297046.1217
MEM 22.433594 1745297046.1228
MEM 22.433594 1745297046.1240
MEM 22.433594 1745297046.1252
MEM 22.433594 1745297046.1263
MEM 22.433594 1745297046.1275
MEM 22.433594 1745297046.1286
MEM 22.589844 1745297046.1298
MEM 22.589844 1745297046.1310
MEM 22.746094 1745297046.1321
MEM 22.746094 1745297046.1333
MEM 23.058594 1745297046.1344
MEM 23.058594 1745297046.1356
MEM 23.371094 1745297046.1368
MEM 23.371094 1745297046.1379
MEM 23.527344 1745297046.1415
MEM 23.527344 1745297046.1427
MEM 23.527344 1745297046.1439
MEM 23.683594 1745297046.1451
MEM 23.683594 1745297046.1462
MEM 23.683594 1745297046.1474
MEM 23.683594 1745297046.1486
MEM 23.683594 1745297046.1498
MEM 23.683594 1745297046.1510
MEM 23.683594 1745297046.1521
MEM 23.683594 1745297046.1533
MEM 23.839844 1745297046.1545
MEM 23.996094 1745297046.1556
MEM 24.308594 1745297046.1568
MEM 24.308594 1745297046.1579
MEM 24.464844 1745297046.1591
MEM 24.464844 1745297046.1603
MEM 24.621094 1745297046.1614
MEM 24.621094 1745297046.1626
MEM 24.968750 1745297046.1638
MEM 25.125000 1745297046.1649
MEM 25.281250 1745297046.1686
MEM 25.281250 1745297046.1698
MEM 25.597656 1745297046.1710
MEM 25.910156 1745297046.1721
MEM 26.066406 1745297046.1733
MEM 26.066406 1745297046.1745
MEM 26.378906 1745297046.1756
MEM 26.535156 1745297046.1768
MEM 26.535156 1745297046.1780
MEM 26.535156 1745297046.1807
MEM 26.691406 1745297046.1819
MEM 26.847656 1745297046.1831
MEM 26.847656 1745297046.1842
MEM 27.003906 1745297046.1854
MEM 27.003906 1745297046.1866
MEM 27.003906 1745297046.1878
MEM 27.160156 1745297046.1889
MEM 27.160156 1745297046.1901
MEM 27.316406 1745297046.1912
MEM 27.316406 1745297046.1924
MEM 27.472656 1745297046.1936
MEM 27.628906 1745297046.1947
MEM 27.796875 1745297046.1959
MEM 27.953125 1745297046.1970
MEM 27.953125 1745297046.1982
MEM 28.109375 1745297046.1993
MEM 28.109375 1745297046.2004
MEM 28.109375 1745297046.2016
MEM 28.265625 1745297046.2027
MEM 28.265625 1745297046.2039
MEM 28.265625 1745297046.2051
MEM 28.265625 1745297046.2062
MEM 28.421875 1745297046.2094
MEM 28.734375 1745297046.2106
MEM 28.890625 1745297046.2118
MEM 29.046875 1745297046.2129
MEM 29.046875 1745297046.2141
MEM 29.203125 1745297046.2153
MEM 29.203125 1745297046.2164
MEM 29.203125 1745297046.2176
MEM 29.359375 1745297046.2187
MEM 30.796875 1745297046.2199
MEM 31.367188 1745297046.2210
MEM 31.523438 1745297046.2222
MEM 31.523438 1745297046.2234
MEM 31.992188 1745297046.2275
MEM 32.148438 1745297046.2287
MEM 32.148438 1745297046.2298
MEM 32.460938 1745297046.2310
MEM 32.617188 1745297046.2321
MEM 32.773438 1745297046.2333
MEM 32.929688 1745297046.2345
MEM 33.085938 1745297046.2356
MEM 33.242188 1745297046.2368
MEM 33.242188 1745297046.2379
MEM 33.242188 1745297046.2391
MEM 33.242188 1745297046.2403
MEM 33.242188 1745297046.2414
MEM 33.710938 1745297046.2426
MEM 33.710938 1745297046.2437
MEM 33.867188 1745297046.2449
MEM 33.867188 1745297046.2461
MEM 33.867188 1745297046.2472
MEM 33.867188 1745297046.2484
MEM 34.023438 1745297046.2496
MEM 34.023438 1745297046.2507
MEM 34.773438 1745297046.2519
MEM 34.929688 1745297046.2530
MEM 34.929688 1745297046.2542
MEM 34.929688 1745297046.2553
MEM 34.929688 1745297046.2565
MEM 35.085938 1745297046.2595
MEM 35.085938 1745297046.2607
MEM 35.085938 1745297046.2618
MEM 35.242188 1745297046.2630
MEM 35.398438 1745297046.2642
MEM 35.398438 1745297046.2653
MEM 36.492188 1745297046.2665
MEM 36.148438 1745297046.2676
MEM 36.304688 1745297046.2688
MEM 36.304688 1745297046.2700
MEM 36.460938 1745297046.2711
MEM 36.460938 1745297046.2723
MEM 36.617188 1745297046.2735
MEM 36.773438 1745297046.2746
