CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/852.py
MEM 2.402344 1745297047.2937
MEM 4.390625 1745297047.2949
MEM 5.398438 1745297047.2960
MEM 6.628906 1745297047.2972
MEM 7.105469 1745297047.2983
MEM 7.281250 1745297047.2994
MEM 8.152344 1745297047.3006
MEM 8.308594 1745297047.3017
MEM 8.621094 1745297047.3029
MEM 8.933594 1745297047.3041
MEM 9.402344 1745297047.3052
MEM 9.558594 1745297047.3065
MEM 9.714844 1745297047.3076
MEM 9.871094 1745297047.3087
MEM 10.027344 1745297047.3099
MEM 10.027344 1745297047.3110
MEM 10.339844 1745297047.3121
MEM 10.710938 1745297047.3132
MEM 11.023438 1745297047.3144
MEM 11.207031 1745297047.3155
MEM 11.363281 1745297047.3166
MEM 11.683594 1745297047.3177
MEM 12.902344 1745297047.3189
MEM 14.679688 1745297047.3200
MEM 14.679688 1745297047.3211
MEM 15.585938 1745297047.3222
MEM 16.054688 1745297047.3234
MEM 16.210938 1745297047.3245
MEM 16.367188 1745297047.3256
MEM 16.523438 1745297047.3267
MEM 16.847656 1745297047.3278
MEM 16.847656 1745297047.3290
MEM 17.160156 1745297047.3301
MEM 17.628906 1745297047.3312
MEM 17.628906 1745297047.3323
MEM 17.785156 1745297047.3334
MEM 18.097656 1745297047.3346
MEM 18.410156 1745297047.3357
MEM 18.722656 1745297047.3368
MEM 19.035156 1745297047.3380
MEM 19.382812 1745297047.3391
MEM 19.539062 1745297047.3402
MEM 19.890625 1745297047.3413
MEM 20.203125 1745297047.3424
MEM 20.363281 1745297047.3435
MEM 20.519531 1745297047.3446
MEM 20.519531 1745297047.3458
MEM 20.988281 1745297047.3469
MEM 21.148438 1745297047.3480
MEM 21.460938 1745297047.3491
MEM 21.773438 1745297047.3502
MEM 22.242188 1745297047.3514
MEM 22.242188 1745297047.3525
MEM 22.242188 1745297047.3536
MEM 22.398438 1745297047.3547
MEM 22.710938 1745297047.3559
MEM 23.179688 1745297047.3571
MEM 23.335938 1745297047.3582
MEM 23.648438 1745297047.3593
MEM 23.648438 1745297047.3605
MEM 23.648438 1745297047.3617
MEM 23.960938 1745297047.3628
MEM 24.273438 1745297047.3639
MEM 24.429688 1745297047.3650
MEM 24.585938 1745297047.3662
MEM 25.082031 1745297047.3673
MEM 25.238281 1745297047.3684
MEM 25.238281 1745297047.3695
MEM 25.394531 1745297047.3705
MEM 25.707031 1745297047.3716
MEM 25.863281 1745297047.3727
MEM 26.175781 1745297047.3738
MEM 26.488281 1745297047.3749
MEM 26.488281 1745297047.3760
MEM 26.644531 1745297047.3771
MEM 26.800781 1745297047.3783
MEM 26.957031 1745297047.3794
MEM 27.113281 1745297047.3806
MEM 27.113281 1745297047.3817
MEM 27.269531 1745297047.3830
MEM 27.582031 1745297047.3842
MEM 27.929688 1745297047.3854
MEM 28.085938 1745297047.3865
MEM 28.085938 1745297047.3876
MEM 28.242188 1745297047.3888
MEM 28.242188 1745297047.3899
MEM 28.398438 1745297047.3911
MEM 28.398438 1745297047.3922
MEM 28.867188 1745297047.3934
MEM 29.023438 1745297047.3945
MEM 29.179688 1745297047.3957
MEM 29.179688 1745297047.3968
MEM 29.335938 1745297047.3979
MEM 31.343750 1745297047.3990
MEM 31.500000 1745297047.4002
MEM 31.656250 1745297047.4013
MEM 31.812500 1745297047.4024
MEM 32.125000 1745297047.4035
MEM 32.437500 1745297047.4046
MEM 32.593750 1745297047.4057
MEM 32.906250 1745297047.4068
MEM 33.218750 1745297047.4079
MEM 33.218750 1745297047.4090
MEM 33.218750 1745297047.4102
MEM 33.687500 1745297047.4114
MEM 33.843750 1745297047.4125
MEM 33.843750 1745297047.4137
MEM 34.000000 1745297047.4148
MEM 34.703125 1745297047.4160
MEM 34.859375 1745297047.4171
MEM 34.859375 1745297047.4183
MEM 35.015625 1745297047.4194
MEM 35.015625 1745297047.4205
MEM 35.015625 1745297047.4215
MEM 35.171875 1745297047.4226
MEM 35.484375 1745297047.4237
MEM 36.074219 1745297047.4248
MEM 36.230469 1745297047.4259
MEM 36.386719 1745297047.4270
MEM 36.542969 1745297047.4281
MEM 36.699219 1745297047.4293
MEM 36.855469 1745297047.4304
MEM 37.011719 1745297047.4314
MEM 37.167969 1745297047.4325
MEM 37.324219 1745297047.4336
MEM 37.480469 1745297047.4347
MEM 37.636719 1745297047.4358
MEM 37.949219 1745297047.4369
MEM 38.105469 1745297047.4381
MEM 38.105469 1745297047.4391
MEM 38.261719 1745297047.4402
MEM 38.417969 1745297047.4413
MEM 38.730469 1745297047.4424
MEM 38.886719 1745297047.4435
MEM 39.042969 1745297047.4446
MEM 39.199219 1745297047.4457
MEM 39.667969 1745297047.4468
MEM 39.824219 1745297047.4479
MEM 39.824219 1745297047.4491
MEM 40.136719 1745297047.4502
MEM 40.292969 1745297047.4513
MEM 40.769531 1745297047.4524
MEM 40.925781 1745297047.4535
MEM 40.925781 1745297047.4545
MEM 41.238281 1745297047.4556
MEM 41.394531 1745297047.4567
MEM 41.550781 1745297047.4578
MEM 41.707031 1745297047.4589
MEM 41.863281 1745297047.4599
MEM 42.019531 1745297047.4610
MEM 42.175781 1745297047.4621
MEM 42.175781 1745297047.4632
MEM 42.488281 1745297047.4644
MEM 42.644531 1745297047.4655
MEM 42.800781 1745297047.4667
MEM 42.957031 1745297047.4678
MEM 43.113281 1745297047.4689
MEM 43.425781 1745297047.4700
MEM 43.582031 1745297047.4712
MEM 43.738281 1745297047.4723
MEM 43.894531 1745297047.4734
MEM 44.050781 1745297047.4745
MEM 44.050781 1745297047.4756
MEM 44.363281 1745297047.4767
MEM 44.519531 1745297047.4779
MEM 44.832031 1745297047.4790
MEM 44.832031 1745297047.4802
MEM 45.144531 1745297047.4813
MEM 46.210938 1745297047.4825
MEM 46.210938 1745297047.4836
MEM 46.367188 1745297047.4847
MEM 46.523438 1745297047.4858
MEM 46.835938 1745297047.4870
MEM 46.835938 1745297047.4881
MEM 46.992188 1745297047.4892
MEM 47.148438 1745297047.4904
MEM 47.148438 1745297047.4915
MEM 47.148438 1745297047.4926
MEM 47.304688 1745297047.4938
MEM 47.304688 1745297047.4949
MEM 47.304688 1745297047.4960
MEM 47.460938 1745297047.4971
MEM 47.460938 1745297047.4983
MEM 47.460938 1745297047.4994
MEM 47.460938 1745297047.5005
MEM 47.460938 1745297047.5016
MEM 47.460938 1745297047.5028
MEM 47.460938 1745297047.5039
MEM 47.460938 1745297047.5051
MEM 47.460938 1745297047.5062
MEM 47.460938 1745297047.5074
MEM 47.460938 1745297047.5085
MEM 47.460938 1745297047.5096
MEM 47.460938 1745297047.5108
MEM 47.460938 1745297047.5119
MEM 47.460938 1745297047.5131
MEM 47.460938 1745297047.5142
MEM 47.460938 1745297047.5154
MEM 47.773438 1745297047.5165
MEM 47.929688 1745297047.5176
MEM 48.085938 1745297047.5187
MEM 48.242188 1745297047.5198
MEM 48.554688 1745297047.5210
MEM 48.554688 1745297047.5221
MEM 48.554688 1745297047.5233
MEM 48.710938 1745297047.5244
MEM 48.867188 1745297047.5255
MEM 48.867188 1745297047.5266
MEM 48.867188 1745297047.5277
MEM 49.023438 1745297047.5289
MEM 49.023438 1745297047.5300
MEM 49.179688 1745297047.5312
MEM 49.960938 1745297047.5323
MEM 51.367188 1745297047.5334
MEM 52.460938 1745297047.5346
MEM 53.867188 1745297047.5357
MEM 54.335938 1745297047.5368
MEM 54.335938 1745297047.5380
MEM 54.335938 1745297047.5391
MEM 54.335938 1745297047.5403
MEM 54.335938 1745297047.5414
MEM 54.335938 1745297047.5425
MEM 54.335938 1745297047.5436
MEM 54.335938 1745297047.5448
MEM 54.335938 1745297047.5459
MEM 54.335938 1745297047.5471
MEM 54.335938 1745297047.5482
MEM 54.335938 1745297047.5494
MEM 54.335938 1745297047.5505
MEM 54.335938 1745297047.5516
MEM 54.335938 1745297047.5528
MEM 54.335938 1745297047.5539
MEM 54.335938 1745297047.5551
MEM 54.335938 1745297047.5562
MEM 54.335938 1745297047.5574
MEM 54.335938 1745297047.5585
MEM 54.335938 1745297047.5596
MEM 54.335938 1745297047.5607
MEM 54.335938 1745297047.5618
MEM 54.335938 1745297047.5630
MEM 54.335938 1745297047.5642
MEM 54.335938 1745297047.5653
MEM 54.335938 1745297047.5665
