CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/540.py
MEM 0.332031 1745297047.2819
MEM 3.867188 1745297047.2831
MEM 4.507812 1745297047.2842
MEM 5.339844 1745297047.2853
MEM 6.414062 1745297047.2864
MEM 6.726562 1745297047.2876
MEM 7.226562 1745297047.2887
MEM 7.226562 1745297047.2898
MEM 7.562500 1745297047.2909
MEM 8.093750 1745297047.2920
MEM 8.093750 1745297047.2931
MEM 8.406250 1745297047.2943
MEM 8.718750 1745297047.2955
MEM 8.875000 1745297047.2967
MEM 8.875000 1745297047.2978
MEM 9.343750 1745297047.2990
MEM 9.500000 1745297047.3001
MEM 9.500000 1745297047.3012
MEM 9.656250 1745297047.3024
MEM 9.812500 1745297047.3035
MEM 9.968750 1745297047.3047
MEM 9.968750 1745297047.3059
MEM 10.128906 1745297047.3071
MEM 10.441406 1745297047.3083
MEM 10.441406 1745297047.3094
MEM 11.097656 1745297047.3106
MEM 11.097656 1745297047.3117
MEM 11.097656 1745297047.3129
MEM 11.425781 1745297047.3140
MEM 11.425781 1745297047.3151
MEM 11.738281 1745297047.3162
MEM 11.894531 1745297047.3173
MEM 12.910156 1745297047.3185
MEM 14.062500 1745297047.3196
MEM 14.730469 1745297047.3208
MEM 14.730469 1745297047.3219
MEM 15.230469 1745297047.3230
MEM 15.730469 1745297047.3241
MEM 15.886719 1745297047.3253
MEM 16.042969 1745297047.3264
MEM 16.199219 1745297047.3275
MEM 16.355469 1745297047.3286
MEM 16.511719 1745297047.3298
MEM 16.511719 1745297047.3309
MEM 16.667969 1745297047.3320
MEM 16.824219 1745297047.3331
MEM 16.824219 1745297047.3343
MEM 16.980469 1745297047.3355
MEM 17.136719 1745297047.3367
MEM 17.605469 1745297047.3379
MEM 17.605469 1745297047.3390
MEM 17.605469 1745297047.3401
MEM 17.761719 1745297047.3412
MEM 17.917969 1745297047.3424
MEM 18.230469 1745297047.3435
MEM 18.542969 1745297047.3446
MEM 18.542969 1745297047.3457
MEM 18.855469 1745297047.3468
MEM 19.011719 1745297047.3480
MEM 19.378906 1745297047.3491
MEM 19.378906 1745297047.3502
MEM 19.535156 1745297047.3513
MEM 19.691406 1745297047.3524
MEM 20.042969 1745297047.3535
MEM 20.359375 1745297047.3547
MEM 20.359375 1745297047.3558
MEM 20.359375 1745297047.3570
MEM 20.515625 1745297047.3581
MEM 20.515625 1745297047.3592
MEM 20.515625 1745297047.3604
MEM 20.671875 1745297047.3615
MEM 21.152344 1745297047.3626
MEM 21.152344 1745297047.3637
MEM 21.308594 1745297047.3649
MEM 21.621094 1745297047.3660
MEM 21.777344 1745297047.3671
MEM 21.777344 1745297047.3682
MEM 22.246094 1745297047.3694
MEM 22.246094 1745297047.3705
MEM 22.246094 1745297047.3716
MEM 22.246094 1745297047.3728
MEM 22.402344 1745297047.3739
MEM 22.402344 1745297047.3750
