CMDLINE /home/hople/Downloads/miniconda3/yes/envs/algorithm/bin/python ./../dat_results/canonical_solution/1351.py
MEM 0.390625 1745297046.3016
MEM 2.855469 1745297046.3045
MEM 3.707031 1745297046.3057
MEM 4.503906 1745297046.3069
MEM 5.335938 1745297046.3080
MEM 6.074219 1745297046.3092
MEM 6.410156 1745297046.3104
MEM 6.566406 1745297046.3115
MEM 6.566406 1745297046.3127
MEM 6.886719 1745297046.3138
MEM 7.066406 1745297046.3150
MEM 7.222656 1745297046.3162
MEM 7.222656 1745297046.3173
MEM 7.222656 1745297046.3185
MEM 7.746094 1745297046.3225
MEM 7.746094 1745297046.3237
MEM 8.089844 1745297046.3248
MEM 8.089844 1745297046.3260
MEM 8.246094 1745297046.3272
MEM 8.246094 1745297046.3284
MEM 8.402344 1745297046.3296
MEM 8.402344 1745297046.3307
MEM 8.402344 1745297046.3319
MEM 8.402344 1745297046.3331
MEM 8.558594 1745297046.3342
MEM 8.871094 1745297046.3354
MEM 8.871094 1745297046.3366
MEM 9.183594 1745297046.3377
MEM 9.183594 1745297046.3389
MEM 9.339844 1745297046.3401
MEM 9.339844 1745297046.3412
MEM 9.496094 1745297046.3424
MEM 9.496094 1745297046.3436
MEM 9.496094 1745297046.3448
MEM 9.496094 1745297046.3459
MEM 9.652344 1745297046.3471
MEM 9.652344 1745297046.3483
MEM 9.808594 1745297046.3506
MEM 9.808594 1745297046.3517
MEM 9.808594 1745297046.3529
MEM 9.964844 1745297046.3541
MEM 9.964844 1745297046.3552
MEM 9.964844 1745297046.3564
MEM 9.964844 1745297046.3576
MEM 9.964844 1745297046.3587
MEM 9.964844 1745297046.3599
MEM 10.480469 1745297046.3645
MEM 10.636719 1745297046.3656
MEM 10.949219 1745297046.3668
MEM 10.949219 1745297046.3680
MEM 10.949219 1745297046.3691
MEM 10.949219 1745297046.3703
MEM 10.949219 1745297046.3714
MEM 10.949219 1745297046.3726
MEM 10.949219 1745297046.3738
MEM 10.949219 1745297046.3749
MEM 10.949219 1745297046.3761
MEM 11.105469 1745297046.3772
MEM 11.105469 1745297046.3784
MEM 11.421875 1745297046.3796
MEM 11.421875 1745297046.3807
MEM 11.421875 1745297046.3819
MEM 11.421875 1745297046.3831
MEM 11.421875 1745297046.3842
MEM 11.421875 1745297046.3854
MEM 11.890625 1745297046.3865
MEM 11.890625 1745297046.3877
MEM 11.890625 1745297046.3888
MEM 13.292969 1745297046.3900
MEM 13.648438 1745297046.3912
MEM 14.308594 1745297046.3923
MEM 14.308594 1745297046.3935
MEM 14.621094 1745297046.3947
MEM 14.621094 1745297046.3958
MEM 14.621094 1745297046.3970
MEM 14.621094 1745297046.3982
MEM 15.468750 1745297046.4025
MEM 15.468750 1745297046.4037
MEM 15.781250 1745297046.4049
MEM 15.937500 1745297046.4060
MEM 15.937500 1745297046.4072
MEM 16.093750 1745297046.4084
MEM 16.093750 1745297046.4096
MEM 16.093750 1745297046.4107
MEM 16.093750 1745297046.4119
MEM 16.093750 1745297046.4130
MEM 16.250000 1745297046.4142
MEM 16.250000 1745297046.4154
MEM 16.406250 1745297046.4165
MEM 16.406250 1745297046.4177
MEM 16.406250 1745297046.4188
MEM 16.562500 1745297046.4199
MEM 16.562500 1745297046.4211
MEM 16.562500 1745297046.4223
MEM 16.562500 1745297046.4234
MEM 16.562500 1745297046.4246
MEM 16.562500 1745297046.4257
MEM 16.562500 1745297046.4269
MEM 16.718750 1745297046.4280
MEM 16.718750 1745297046.4292
MEM 16.718750 1745297046.4304
MEM 16.718750 1745297046.4317
MEM 16.875000 1745297046.4329
MEM 16.875000 1745297046.4341
MEM 17.031250 1745297046.4375
MEM 17.031250 1745297046.4387
MEM 17.187500 1745297046.4398
MEM 17.500000 1745297046.4410
MEM 17.500000 1745297046.4422
MEM 17.500000 1745297046.4433
MEM 17.500000 1745297046.4445
MEM 17.500000 1745297046.4456
MEM 17.500000 1745297046.4468
MEM 17.500000 1745297046.4479
MEM 17.500000 1745297046.4491
MEM 17.656250 1745297046.4503
MEM 17.656250 1745297046.4514
MEM 17.812500 1745297046.4526
MEM 17.812500 1745297046.4537
MEM 17.812500 1745297046.4549
MEM 17.812500 1745297046.4561
MEM 18.125000 1745297046.4572
MEM 18.125000 1745297046.4584
MEM 18.437500 1745297046.4625
MEM 18.437500 1745297046.4637
MEM 18.593750 1745297046.4648
MEM 18.750000 1745297046.4660
MEM 18.750000 1745297046.4672
MEM 18.750000 1745297046.4683
MEM 18.750000 1745297046.4695
MEM 18.906250 1745297046.4706
MEM 18.906250 1745297046.4718
MEM 19.230469 1745297046.4730
MEM 19.445312 1745297046.4741
MEM 19.445312 1745297046.4753
MEM 19.445312 1745297046.4764
MEM 19.445312 1745297046.4776
MEM 19.601562 1745297046.4788
MEM 19.757812 1745297046.4799
MEM 19.757812 1745297046.4811
MEM 19.757812 1745297046.4822
MEM 19.757812 1745297046.4833
MEM 19.757812 1745297046.4844
MEM 20.074219 1745297046.4856
MEM 20.230469 1745297046.4867
MEM 20.230469 1745297046.4879
MEM 20.386719 1745297046.4890
MEM 20.386719 1745297046.4902
MEM 20.542969 1745297046.4914
MEM 20.542969 1745297046.4927
MEM 21.011719 1745297046.4966
MEM 21.011719 1745297046.4978
MEM 21.167969 1745297046.4990
MEM 21.324219 1745297046.5002
MEM 21.480469 1745297046.5013
MEM 21.636719 1745297046.5025
MEM 21.792969 1745297046.5036
MEM 22.105469 1745297046.5047
MEM 22.105469 1745297046.5059
MEM 22.105469 1745297046.5071
MEM 22.261719 1745297046.5082
MEM 22.261719 1745297046.5096
MEM 22.437500 1745297046.5107
MEM 22.593750 1745297046.5119
MEM 22.750000 1745297046.5131
MEM 23.218750 1745297046.5142
MEM 23.375000 1745297046.5155
MEM 23.375000 1745297046.5167
MEM 23.531250 1745297046.5178
MEM 23.687500 1745297046.5189
MEM 23.687500 1745297046.5201
MEM 23.843750 1745297046.5245
MEM 24.000000 1745297046.5257
MEM 24.312500 1745297046.5270
MEM 24.468750 1745297046.5283
MEM 24.468750 1745297046.5297
MEM 24.625000 1745297046.5309
MEM 24.625000 1745297046.5320
MEM 24.972656 1745297046.5332
MEM 25.128906 1745297046.5343
MEM 25.128906 1745297046.5355
MEM 25.128906 1745297046.5366
MEM 25.128906 1745297046.5378
MEM 25.285156 1745297046.5390
